rxn,rxnNames,subSystem
EX_sphs1p(e),"Sphingosine 1-phosphate exchange","Exchange/demand reaction"
EX_srtn(e),"Serotonin exchange","Exchange/demand reaction"
EX_strch1(e),"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]}) exchange","Exchange/demand reaction"
EX_strch2(e),"exchange reaction for starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})","Exchange/demand reaction"
EX_strdnc(e),"stearidonic acid exchange","Exchange/demand reaction"
EX_succ(e),"Succinate exchange","Exchange/demand reaction"
EX_sucr(e),"Sucrose exchange","Exchange/demand reaction"
EX_tag_hs(e),"triacylglycerol (homo sapiens) exchange","Exchange/demand reaction"
EX_tagat_D(e),"D-Tagatose exchange","Exchange/demand reaction"
EX_taur(e),"Taurine exchange","Exchange/demand reaction"
EX_taxol(e),"paclitaxel exchange","Exchange/demand reaction"
EX_tchola(e),"Taurocholic acid exchange","Exchange/demand reaction"
EX_tcynt(e),"Thiocyanate exchange","Exchange/demand reaction"
EX_tdchola(e),"taurochenodeoxycholate exchange","Exchange/demand reaction"
EX_tethex3(e),"tetracosahexaenoic acid, n-3 exchange","Exchange/demand reaction"
EX_tetpent3(e),"tetracosapentaenoic acid, n-3 exchange","Exchange/demand reaction"
EX_tetpent6(e),"tetracosapentaenoic acid, n-6 exchange","Exchange/demand reaction"
EX_tettet6(e),"tetracosatetraenoic acid n-6 exchange","Exchange/demand reaction"
EX_thf(e),"5,6,7,8-Tetrahydrofolate exchange","Exchange/demand reaction"
EX_thm(e),"exchange reaction for Thiamin","Exchange/demand reaction"
EX_thmmp(e),"Thiamin monophosphate exchange","Exchange/demand reaction"
EX_thmtp(e),"Thiamin triphosphate exchange","Exchange/demand reaction"
EX_thr_L(e),"L-Threonine exchange","Exchange/demand reaction"
EX_thym(e),"Thymine exchange","Exchange/demand reaction"
EX_thymd(e),"Thymidine exchange","Exchange/demand reaction"
EX_thyox_L(e),"L-Thyroxine exchange","Exchange/demand reaction"
EX_tmndnc(e),"timnodonic acid exchange","Exchange/demand reaction"
EX_tolbutamide(e),"tolbutamide exchange","Exchange/demand reaction"
EX_tre(e),"Trehalose exchange","Exchange/demand reaction"
EX_triodthy(e),"Triiodothyronine exchange","Exchange/demand reaction"
EX_triodthysuf(e),"Triiodothyronine sulfate exchange","Exchange/demand reaction"
EX_trp_L(e),"L-Tryptophan exchange","Exchange/demand reaction"
EX_tststerone(e),"Testosterone exchange","Exchange/demand reaction"
EX_tststeroneglc(e),"testosterone glucuronide exchange","Exchange/demand reaction"
EX_tststerones(e),"testosterone sulfate exchange","Exchange/demand reaction"
EX_tsul(e),"Thiosulfate exchange","Exchange/demand reaction"
EX_ttdca(e),"exchange reaction for tetradecanoate (n-C14:0)","Exchange/demand reaction"
EX_txa2(e),"Thromboxane A2 exchange","Exchange/demand reaction"
EX_tymsf(e),"Tyramine O-sulfate exchange","Exchange/demand reaction"
EX_Tyr_ggn(e),"Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis) exchange","Exchange/demand reaction"
EX_tyr_L(e),"L-Tyrosine exchange","Exchange/demand reaction"
EX_udp(e),"UDP exchange","Exchange/demand reaction"
EX_ump(e),"UMP exchange","Exchange/demand reaction"
EX_ura(e),"Uracil exchange","Exchange/demand reaction"
EX_urate(e),"Urate exchange","Exchange/demand reaction"
EX_urea(e),"Urea exchange","Exchange/demand reaction"
EX_uri(e),"exchange reaction for Uridine","Exchange/demand reaction"
EX_utp(e),"UTP exchange","Exchange/demand reaction"
EX_vacc(e),"vaccenic acid exchange","Exchange/demand reaction"
EX_val_L(e),"L-Valine exchange","Exchange/demand reaction"
EX_vitd3(e),"exchange reaction for calctriol","Exchange/demand reaction"
EX_whddca(e),"omega hydroxy dodecanoate (n-C12:0) exchange","Exchange/demand reaction"
EX_whhdca(e),"omega hydroxy hexadecanoate (n-C16:0) exchange","Exchange/demand reaction"
EX_whttdca(e),"omega hydroxy tetradecanoate (n-C14:0) exchange","Exchange/demand reaction"
EX_xolest2_hs(e),"cholesterol ester (from FULLR2) exchange","Exchange/demand reaction"
EX_xoltri24(e),"7-alpha,24(S)-Dihydroxycholesterol exchange","Exchange/demand reaction"
EX_xoltri25(e),"7-alpha,25-Dihydroxycholesterol exchange","Exchange/demand reaction"
EX_xoltri27(e),"7-alpha,27-Dihydroxycholesterol exchange","Exchange/demand reaction"
EX_xyl_D(e),"D-Xylose exchange","Exchange/demand reaction"
EX_xylt(e),"exchange reaction for xylitol","Exchange/demand reaction"
EX_yvite(e),"gamma-Tocopherol exchange","Exchange/demand reaction"
F1Atg,"F1alpha transport (from golgi to lysosome)","Transport, golgi apparatus"
F1PGT,"fucose-1-phosphate guanylyltransferase","Fructose and mannose metabolism"
F6Tg,"glycoprotein 6-alpha-L-fucosyltransferase","N-glycan synthesis"
FACOAL140i,"fatty-acid--CoA ligase (tetradecanoate)","Fatty acid oxidation"
FACOAL150,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL160i,"C160 fatty acid activation","Fatty acid oxidation"
FACOAL161,"fatty-acid--CoA ligase (hexadecenoate)","Fatty acid oxidation"
FACOAL170,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL180i,"C180 fatty acid activation","Fatty acid oxidation"
FACOAL1812,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL1813,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL181i,"C181 fatty acid activation","Fatty acid oxidation"
FACOAL1821,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL1822,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL1831,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL1832,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL184,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL191,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL200,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL203,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL204,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL2042,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL205,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL206,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL224,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL2251,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL2252,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL226,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL240,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL241,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL244_1,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL245_1,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL245_2,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL246_1,"fatty-acid--CoA ligase","Fatty acid oxidation"
FACOAL260,"fatty-acid--CoA ligase (n-C26:0)","Fatty acid oxidation"
FACOAL40im,"fatty-acid--CoA ligase (butanoate), mitochondrial","Fatty acid oxidation"
FACOAL80i,"fatty-acid--CoA ligase (octanoate)","Fatty acid oxidation"
FADDP,"FAD diphosphatase","Vitamin B2 metabolism"
FADH2tru,"FADH2 transporter, endoplasmic reticulum","Transport, endoplasmic reticular"
FADH2tx,"FADH2 transporter, peroxisomal","Transport, peroxisomal"
FADtru,"FAD transporter, endoplasmic reticulum","Transport, endoplasmic reticular"
FADtx,"FAD transporter, peroxisomal","Transport, peroxisomal"
FAEL183,"fatty-acyl-CoA elongation (n-C18:3CoA)","Fatty acid synthesis"
FAEL184,"fatty-acyl-CoA elongation (n-C20:4CoA)","Fatty acid synthesis"
FAEL204,"fatty-acyl-CoA elongation (n-C20:4CoA)","Fatty acid synthesis"
FAEL205,"fatty-acyl-CoA elongation (n-C20:5CoA)","Fatty acid synthesis"
FAH1,"Fatty acid omega-hydroxylase","Cytochrome metabolism"
FAH2,"Fatty acid omega-hydroxylase","Cytochrome metabolism"
FAH3,"Fatty acid omega-hydroxylase","Cytochrome metabolism"
FALDH,"formaldehyde dehydrogenase","Tyrosine metabolism"
FALDtly,"formaldehyde transport via diffusion (lysosomall)","Transport, lysosomal"
FALDtm,"formaldehyde transport via diffusion (mitochondrial)","Transport, mitochondrial"
FAOXC11,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC140,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC150m,"Beta oxidation of long chain fatty acid (odd chain)","Fatty acid oxidation"
FAOXC160,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC16080m,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC16080x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC161802m,"Beta oxidation  fatty acid","Fatty acid oxidation"
FAOXC16180m,"Beta oxidation  fatty acid","Fatty acid oxidation"
FAOXC170m,"Beta oxidation of long chain fatty acid (odd chain)","Fatty acid oxidation"
FAOXC180,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC180x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC1811601m,"Beta oxidation  fatty acid","Fatty acid oxidation"
FAOXC1811602m,"Beta oxidation  fatty acid","Fatty acid oxidation"
FAOXC1811603m,"Beta oxidation  fatty acid","Fatty acid oxidation"
FAOXC182806m,"Beta oxidation of fatty acid","Fatty acid oxidation"
FAOXC18280m,"Beta oxidation of fatty acid","Fatty acid oxidation"
FAOXC183803m,"Beta oxidation of fatty acid","Fatty acid oxidation"
FAOXC183806m,"Beta oxidation of fatty acid","Fatty acid oxidation"
FAOXC183806x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC18480m,"Beta oxidation of fatty acid","Fatty acid oxidation"
FAOXC18480x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC200180m,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC200180x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC2031836m,"Beta oxidation of fatty acid","Fatty acid oxidation"
FAOXC204,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC204184m,"Beta oxidation  fatty acid","Fatty acid oxidation"
FAOXC2051843m,"Beta oxidation of fatty acid","Fatty acid oxidation"
FAOXC2051843x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC2242046m,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC2242046x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC2251836m,"Beta oxidation of fatty acid","Fatty acid oxidation"
FAOXC2251836x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC2252053m,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC2252053x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC226,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC226205m,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC226205x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC240200x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC241181x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC2442246x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC2452253x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC2452256x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC246226x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC260240x,"Beta oxidation of long chain fatty acid","Fatty acid oxidation"
FAOXC80,"Beta oxidation of med/long chain fatty acid","Fatty acid oxidation"
FAS100COA,"fatty acyl-CoA synthase (n-C10:0CoA)","Fatty acid synthesis"
FAS120COA,"fatty-acyl-CoA synthase (n-C12:0CoA)","Fatty acid synthesis"
FAS140COA,"fatty-acyl-CoA synthase (n-C14:0CoA)","Fatty acid synthesis"
FAS160COA,"fatty-acyl-CoA synthase (n-C16:0CoA)","Fatty acid synthesis"
FAS180COA,"fatty-acyl-CoA synthase (n-C18:0CoA)","Fatty acid synthesis"
FAS80COA_L,"fatty acyl-CoA synthase (n-C8:0CoA), lumped reaction","Fatty acid synthesis"
FATP1t,"fatty acid electroneutral transport","Transport, extracellular"
FATP2t,"fatty acid electroneutral transport","Transport, extracellular"
FATP3t,"fatty acid electroneutral transport","Transport, extracellular"
FATP4t,"fatty acid electroneutral transport","Transport, extracellular"
FATP5t,"fatty acid electroneutral transport","Transport, extracellular"
FATP6t,"fatty acid electroneutral transport","Transport, extracellular"
FATP7t,"fatty acid electroneutral transport","Transport, extracellular"
FATP8t,"fatty acid electroneutral transport","Transport, extracellular"
FATP9t,"fatty acid electroneutral transport","Transport, extracellular"
FBA,"fructose-bisphosphate aldolase","Glycolysis/gluconeogenesis"
FBA2,"D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase","Fructose and mannose metabolism"
FBA4,"D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase","Glyoxylate and dicarboxylate metabolism"
FBA5,"D-Tagatose 1-phosphate D-glyceraldehyde-3-phosphate-lyase","Galactose metabolism"
FBP,"fructose-bisphosphatase","Glycolysis/gluconeogenesis"
FBP26,"Fructose-2,6-bisphosphate 2-phosphatase","Fructose and mannose metabolism"
FCLTm,"Ferrochelatase, mitochondrial","Heme synthesis"
FCOAH,"formyl coa hydrolase","Fatty acid oxidation"
FDH,"formate dehydrogenase","Fatty acid oxidation"
FE2t,"iron (II) transport","Transport, extracellular"
FE2tm,"iron (II) transport","Transport, mitochondrial"
FE3R2e,"Fe(III) reduction (ascorbate)","Heme synthesis"
FK,"Fucokinase","Fructose and mannose metabolism"
FKYNH,"N-Formyl-L-kynurenine amidohydrolase","Tryptophan metabolism"
FMNAT,"FMN adenylyltransferase","Vitamin B2 metabolism"
FOLR2,"folate reductase","Folate metabolism"
FOLt2,"folate transport via anion exchange","Transport, extracellular"
FORMCOAtx,"formyl coa transport","Transport, peroxisomal"
FORt2m,"formate mitochondrial transport","Transport, mitochondrial"
FORtr,"FOR transporter, endoplasmic reticulum","Transport, endoplasmic reticular"
FPGS,"folylpolyglutamate synthetase","Folate metabolism"
FPGS2,"folylpolyglutamate synthetase","Folate metabolism"
FPGS2m,"folylpolyglutamate synthetase, mitochondrial","Folate metabolism"
FPGS3,"folylpolyglutamate synthetase","Folate metabolism"
FPGS3m,"folylpolyglutamate synthetase, mitochondrial","Folate metabolism"
FPGS4,"folylpolyglutamate synthetase (DHF)","Folate metabolism"
FPGS4m,"folylpolyglutamate synthetase (DHF), mitochondrial","Folate metabolism"
FPGS5,"folylpolyglutamate  synthetase (DHF)","Folate metabolism"
FPGS5m,"folylpolyglutamate  synthetase (DHF), mitochondrial","Folate metabolism"
FPGS6,"folylpolyglutamate synthetase (DHF)","Folate metabolism"
FPGS6m,"folylpolyglutamate synthetase (DHF), mitochondrial","Folate metabolism"
FPGS7,"folylpolyglutamate synthetase (10fthf)","Folate metabolism"
FPGS7m,"folylpolyglutamate synthetase (10fthf), mitochondrial","Folate metabolism"
FPGS8,"folylpolyglutamate synthetase (10fthf)","Folate metabolism"
FPGS8m,"folylpolyglutamate synthetase (10fthf), mitochondrial","Folate metabolism"
FPGS9,"folylpolyglutamate synthetase (10fthf)","Folate metabolism"
FPGS9m,"folylpolyglutamate synthetase (10fthf), mitochondrial","Folate metabolism"
FPGSm,"folylpolyglutamate synthetase, mitochondrial","Folate metabolism"
FRDPtc,"lipid, flip-flop intracellular transport","Transport, peroxisomal"
FRDPtr,"lipid, flip-flop intracellular transport","Transport, peroxisomal"
FRUt1r,"D-fructose transport in via uniport","Transport, extracellular"
FRUt4,"D-fructose transport  via sodium cotransport","Transport, extracellular"
FTCD,"formimidoyltransferase cyclodeaminase","Folate metabolism"
FTHFCL,"5-formethyltetrahydrofolate cyclo-ligase","Folate metabolism"
FTHFDH,"formyltetrahydrofolate dehydrogenase","Folate metabolism"
FTHFL,"Formate-tetrahydrofolate ligase","Folate metabolism"
FTHFLm,"formate-tetrahydrofolate ligase, mitochondrial","Folate metabolism"
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport","Transport, extracellular"
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport","Transport, golgi apparatus"
FUC14GALACGLCGALGLUSIDEte,"blood group intracellular transport","Transport, extracellular"
FUC14GALACGLCGALGLUSIDEtg,"blood group intracellular transport","Transport, golgi apparatus"
FUCACGALFUCGALACGLCGALGLUSIDEte,"blood group intracellular transport","Transport, extracellular"
FUCACGALFUCGALACGLCGALGLUSIDEtg,"blood group intracellular transport","Transport, golgi apparatus"
FUCACNGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport","Transport, extracellular"
FUCACNGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport","Transport, golgi apparatus"
FUCACNGALACGLCGALGLUSIDEte,"blood group intracellular transport","Transport, extracellular"
FUCACNGALACGLCGALGLUSIDEtg,"blood group intracellular transport","Transport, golgi apparatus"
FUCASE2e,"alpha-fucosidase, extracellular","Keratan sulfate degradation"
FUCASE2ly,"alpha-fucosidase, lysosomal","Keratan sulfate degradation"
FUCASEe,"alpha-fucosidase, extracellular","N-glycan degradation"
FUCASEly,"alpha-fucosidase, lysosomal","N-glycan degradation"
FUCFUC12GAL14ACGLCGALGLUSIDEte,"blood group intracellular transport","Transport, extracellular"
FUCFUC12GAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport","Transport, golgi apparatus"
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport","Transport, extracellular"
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport","Transport, golgi apparatus"
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport","Transport, extracellular"
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport","Transport, golgi apparatus"
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport","Transport, extracellular"
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport","Transport, golgi apparatus"
FUCFUCGALACGLCGALGLUSIDEte,"blood group intracellular transport","Transport, extracellular"
FUCFUCGALACGLCGALGLUSIDEtg,"blood group intracellular transport","Transport, golgi apparatus"
FUCGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport","Transport, extracellular"
FUCGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport","Transport, golgi apparatus"
FUCGALFUCGALACGLCGALGLUSIDEte,"blood group intracellular transport","Transport, extracellular"
FUCGALFUCGALACGLCGALGLUSIDEtg,"blood group intracellular transport","Transport, golgi apparatus"
FUCGALGBSIDEte,"fucgalgbside hs transport","Transport, extracellular"
FUCGALGBSIDEtg,"fucgalgbside hs intracellular transport","Transport, golgi apparatus"
FUCtly,"L-fucose efflux from lysosome","Transport, lysosomal"
FUM,"fumarase","Citric acid cycle"
FUMAC,"fumarylacetoacetase","Tyrosine metabolism"
FUMm,"fumarase, mitochondrial","Citric acid cycle"
FUMSO3tm,"Fumarate:sulfite antiport, mitochondrial","Transport, mitochondrial"
FUMSO4tm,"Fumarate:sulfate antiport, mitochondrial","Transport, mitochondrial"
FUMtm,"fumarate transport, mitochondrial","Transport, mitochondrial"
FUMTSULtm,"Fumarate:thiosulfate antiport, mitochondrial","Transport, mitochondrial"
FUT11g,"Galactoside 2-alpha-L-fucosyltransferase 1","Sphingolipid metabolism"
FUT12g,"Galactoside 2-alpha-L-fucosyltransferase 1","Blood group synthesis"
FUT14g,"Galactoside 2-alpha-L-fucosyltransferase 1","Blood group synthesis"
FUT15g,"Galactoside 2-alpha-L-fucosyltransferase 1","Blood group synthesis"
FUT16g,"Galactoside 2-alpha-L-fucosyltransferase 1","Blood group synthesis"
FUT17g,"Galactoside 2-alpha-L-fucosyltransferase 1","Blood group synthesis"
FUT18g,"Galactoside 2-alpha-L-fucosyltransferase 1","Blood group synthesis"
