Var1,Var2
"Transport, extracellular","Retinoyl Glucuronide Efflux"
"Transport, endoplasmic reticular","Retinoyl Glucuronide Efflux (13-Cis)"
"Transport, endoplasmic reticular","Retinoyl Glucuronide Efflux (13-Cis) from Er"
"Transport, endoplasmic reticular","Retinoyl Glucuronide Efflux from Er"
"Transport, extracellular","Retinoic Acid Transport"
"Transport, endoplasmic reticular","Retinoic Acid Transport in Er"
"Transport, endoplasmic reticular","Retinoic Acid Transport in Er (13-Cis)"
"Transport, extracellular","Riboflavin Transport (ATP Dependent)"
"Transport, extracellular","Ribose Transport via Diffusion"
"Transport, extracellular","Ribose Transport in via Proton Symporter"
NAD metabolism,"Ribosylnicotinamide Kinase"
"Transport, extracellular","Rtotal2 Transport"
Fatty acid oxidation,"Carnitine Fatty-Acyl Transferase"
Fatty acid oxidation,"R Group Transport into the Mitochondria"
Fatty acid oxidation,"R Group Transport into the Mitochondria"
"Transport, extracellular","Rtotal Transport"
"Transport, lysosomal","Fatty Acid Intracellular Transport"
Keratan sulfate synthesis,"Beta-Galactoside Alpha-2, 3-Sialyltransferase (Core 2)"
Keratan sulfate synthesis,"Beta-Galactoside Alpha-2, 3-Sialyltransferase"
O-glycan metabolism,"Beta-Galactoside Alpha-2, 3-Sialyltransferase (T Antigen)"
"Transport, lysosomal","Transport of Pa6, Lysosomal"
"Transport, lysosomal","Transport of De-Fuc Form of Pa6, Lysosomal"
Chondroitin synthesis,"Chondroitin 2-Sulfotransferase, Golgi"
Chondroitin synthesis,"Chondroitin 2-Sulfotransferase, Golgi"
Chondroitin synthesis,"Uronyl 2-Sulfotransferase, Golgi"
Chondroitin synthesis,"Uronyl 2-Sulfotransferase, Golgi"
Heparan sulfate degradation,"Iduronate-2-Sulfatase, Lysosomal"
Heparan sulfate degradation,"Iduronate-2-Sulfatase, Lysosomal"
Chondroitin sulfate degradation,"Iduronate-2-Sulfatase, Lysosomal"
Chondroitin sulfate degradation,"Glucuronate-2-Sulfatase, Lysosomal"
Chondroitin sulfate degradation,"Glucuronate-2-Sulfatase, Lysosomal"
Chondroitin synthesis,"Heparin-Glucosamine 3-O-Sulfotransferase"
Chondroitin synthesis,"Heparin-Glucosamine 3-O-Sulfotransferase"
Chondroitin synthesis,"Heparin-Glucosamine 3-O-Sulfotransferase"
Heparan sulfate degradation,"N-Acetylglucosamine-3-Sulfatase, Lysosomal"
Heparan sulfate degradation,"N-Acetylglucosamine-3-Sulfatase, Lysosomal"
Heparan sulfate degradation,"N-Acetylglucosamine-3-Sulfatase, Lysosomal"
Chondroitin synthesis,"Chondroitin 4-Sulfotransferase, Golgi Apparatus"
Chondroitin synthesis,"Chondroitin 4-Sulfotransferase, Golgi Apparatus"
Chondroitin synthesis,"Chondroitin 4-Sulfotransferase, Golgi Apparatus"
Chondroitin synthesis,"Chondroitin 4-Sulfotransferase, Golgi Apparatus"
Chondroitin synthesis,"Chondroitin 4-Sulfotransferase, Golgi Apparatus"
Chondroitin synthesis,"Chondroitin 4-Sulfotransferase, Golgi Apparatus"
Chondroitin sulfate degradation,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal"
Chondroitin sulfate degradation,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal"
Chondroitin sulfate degradation,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal"
Chondroitin sulfate degradation,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal"
Chondroitin sulfate degradation,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal"
Keratan sulfate synthesis,"Galactose/N-Acetylglucosamine 6-O-Sulfotransferase, Golgi Apparatus"
Keratan sulfate synthesis,"Galactose/N-Acetylglucosamine 6-O-Sulfotransferase, Golgi Apparatus"
Keratan sulfate synthesis,"Galactose/N-Acetylglucosamine 6-O-Sulfotransferase, Golgi Apparatus"
Chondroitin synthesis,"Chondroitin 6-Sulfotransferase, Golgi Apparatus"
Keratan sulfate synthesis,"Galactose/N-Acetylglucosamine 6-O-Sulfotransferase, Golgi Apparatus"
Chondroitin synthesis,"Chondroitin 6-Sulfotransferase, Golgi Apparatus"
Chondroitin synthesis,"Chondroitin 6-Sulfotransferase, Golgi Apparatus"
Chondroitin synthesis,"Chondroitin 6-Sulfotransferase, Golgi Apparatus"
Chondroitin synthesis,"Chondroitin 6-Sulfotransferase, Golgi Apparatus"
Chondroitin synthesis,"Chondroitin 6-Sulfotransferase, Golgi Apparatus"
Chondroitin synthesis,"Heparan Sulfate 6-Sulfotransferase, Golgi Apparatus"
Keratan sulfate synthesis,"Galactose/N-Acetylglucosamine 6-O-Sulfotransferase, Golgi Apparatus"
Keratan sulfate synthesis,"Galactose/N-Acetylglucosamine 6-O-Sulfotransferase, Golgi Apparatus"
Keratan sulfate degradation,"Galactose-6-Sulfate Sulfatase, Lysosomal"
Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Heparan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Keratan sulfate degradation,"Galactose-6-Sulfate Sulfatase, Lysosomal"
Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Keratan sulfate degradation,"Galactose-6-Sulfate Sulfatase, Lysosomal"
Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Heparan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Heparan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal"
Chondroitin sulfate degradation,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal"
Chondroitin sulfate degradation,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal"
Chondroitin sulfate degradation,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal"
Chondroitin sulfate degradation,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal"
Chondroitin sulfate degradation,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal"
Chondroitin sulfate degradation,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal"
Lysine metabolism,"Saccharopine Dehydrogenase (NADP, L-Lysine Forming), Mitochondrial"
Lysine metabolism,"Saccharopine Dehydrogenase (NAD, L-Glutamate Forming), Mitochondrial"
Nucleotide interconversion,"Sulfate Adenylyltransferase"
Tyrosine metabolism,"S-Adenosyl-L-Methionine:Catechol O-Methyltransferase"
Tyrosine metabolism,"S-Adenosyl-L-Methionine:Catechol O-Methyltransferase"
Histidine metabolism,"S-Adenosyl-L-Methionine:Histamine N-Tele-Methyltransferase"
"Glycine, serine, alanine, and threonine metabolism","Sarcosine Oxidase, Peroxisomal"
"Transport, extracellular","Transport of Sarcosine"
"Transport, mitochondrial","Transport of Sarcosine, Mitochondrial"
"Transport, peroxisomal","Transport of Sarcosine, Peroxisomal"
Urea cycle,"Sarcosine Dehydrogenase, Mitochondrial"
Sphingolipid metabolism,"Sphingoid Base-Phosphate Phosphatase (Sphinganine 1-Phosphatase), Endoplasmic Reticulum"
Sphingolipid metabolism,"Sphingoid Base-Phosphate Phosphatase (Sphinganine 1-Phosphatase), Endoplasmic Reticulum"
Fructose and mannose metabolism,"D-Sorbitol Dehydrogenase (D-Fructose Producing)"
Fructose and mannose metabolism,"D-Sorbitol Reductase"
"Transport, peroxisomal","Sterol Carrier Protein 2"
"Transport, peroxisomal","Sterol Carrier Protein 2"
Bile acid synthesis,"Peroxisomal Thiolase 2"
Bile acid synthesis,"Peroxisomal Thiolase 2"
"Transport, golgi apparatus","Ser/Thr Transport (from Golgi to Lysosome)"
"Transport, extracellular","L-Alanine/L-Serine Na-Dependent Exchange (Ser-L In)"
"Transport, extracellular","L-Serine/L-Asparagine Na-Dependent Exchange (Ser-L In)"
"Transport, extracellular","L-Serine/L-Cysteine Na-Dependent Exchange (Ser-L In)"
"Transport, extracellular","D-Serine/Glutamine Reversible Antiport"
"Transport, extracellular","D-Serine/Glycine Reversible Antiport"
"Transport, extracellular","L-Serine/Glutamine Reversible Antiport"
"Transport, extracellular","L-Serine/L-Glutamine Na-Dependent Exchange (Ser-L In)"
"Transport, extracellular","L-Serine/Glycine Reversible Antiport"
"Glycine, serine, alanine, and threonine metabolism","L-Serine Hydro-Lyase"
"Transport, extracellular","Serine/Lysine Na-Dependent Exchange (Ser In)"
Sphingolipid metabolism,"Serine C-Palmitoyltransferase"
"Transport, extracellular","L-Serine via Sodium Symport"
"Transport, extracellular","L-Serine/L-Threonine Na-Dependent Exchange (Ser-L In)"
"Transport, extracellular","Serine Transport (Na, H Coupled)"
"Transport, peroxisomal","L-Serine Transport, Peroxisomal"
Tyrosine metabolism,"S-Formylglutathione Hydralase"
"Transport, golgi apparatus","Transport of Sulfatide Galactocerebroside"
"Transport, lysosomal","Transport of Sulfatide Galactocerebroside"
Sphingolipid metabolism,"Sphingosine-1-Phosphate Lyase"
Keratan sulfate degradation,"Sialidase, Lysosomal"
Keratan sulfate degradation,"Sialidase, Lysosomal"
Keratan sulfate degradation,"Sialidase, Lysosomal"
N-glycan degradation,"Sialidase, Lysosomal"
Sphingolipid metabolism,"Beta-Galactoside Alpha-2, 3-Sialyltransferase, Golgi Apparatus"
Sphingolipid metabolism,"Lactosylceramide Alpha-2, 3-Sialyltransferase, Golgi Apparatus"
Exchange/demand reaction,"Citrulline Sink"
Exchange/demand reaction,"Glycophosphatidylinositol (Gpi)-Anchored Protein Precursor Sink"
Sphingolipid metabolism,"Sphingolipid Long Chain Base Kinase (Sphinganine)"
Methionine and cysteine metabolism,"L-Sulfolactate Transport (Cytosol to Extracellular)"
Methionine and cysteine metabolism,"L-Sulfolactate Dehydrogenase (NAD+)"
Sphingolipid metabolism,"Sphingomyelin Phosphodiesterase 3, Neutral Membrane (Neutral Sphingomyelinase Ii)"
Sphingolipid metabolism,"Sphingomyelin Phosphodiesterase 3, Neutral Membrane (Neutral Sphingomyelinase Ii)"
Sphingolipid metabolism,"Sphingomyelinase"
Sphingolipid metabolism,"Sphingomyelin Synthase (Homo Sapiens)"
"Transport, extracellular","Sulfate Transport via Chloride Antiport (2:1)"
"Transport, extracellular","Sulfate Transport via Bicarbonate Antiport"
"Transport, extracellular","Sulfate Transport via Oxalate Antiport (2:1)"
"Transport, extracellular","Sulfate Transport via Sodium Symport"
"Transport, lysosomal","Sulfate Transport, Lysosomal"
Cholesterol metabolism,"Sterol O-Acyltransferase (Acyl-Coenzyme A: Cholesterol Acyltransferase) 1"
"Transport, extracellular","Sphingosylphosphorylcholine Transport (Diffusion)"
"Transport, extracellular","Transport of (2S,3R)-2-Azaniumyl-3-Hydroxyoctadecyl Phosphate"
"Transport, endoplasmic reticular","Transport of (2S,3R)-2-Azaniumyl-3-Hydroxyoctadecyl Phosphate"
"Transport, endoplasmic reticular","Sphinganine Intracellular Transport"
"Transport, lysosomal","Sphingosine Intracellular Transport"
"Transport, endoplasmic reticular","Sphingosine Intracellular Transport"
Sphingolipid metabolism,"Sphingosine Kinase 2"
Sphingolipid metabolism,"Sphingomyelin Deacylase"
"Transport, golgi apparatus","Sphingomyelin Intracellular Transport"
"Transport, lysosomal","Sphingomyelin Intracellular Transport"
"Transport, extracellular","Sphingosine-1-Phosphate Transport"
"Transport, endoplasmic reticular","Sphingosine-1-Phosphate Transport"
Beta-Alanine metabolism,"Spermidine: (Acceptor) Oxidoreductase"
ROS detoxification,"Superoxide Dismutase, Extracellular"
ROS detoxification,"Superoxide Dismutase"
ROS detoxification,"Superoxide Dismutase, Nuclear"
ROS detoxification,"Superoxide Dismutase, Peroxisome"
Tetrahydrobiopterin metabolism,"Sepiapterin Reductase"
Urea cycle,"Spermine Synthase"
"Glycine, serine, alanine, and threonine metabolism","Serine-Pyruvate Aminotransferase (Irreversible), Peroxisomal"
Cholesterol metabolism,"Squalene Epoxidase, Endoplasmic Reticular (NADP)"
Cholesterol metabolism,"Squalene Synthase"
Steroid metabolism,"3-Oxo-5-Alpha-Steroid 4-Dehydrogenase"
Steroid metabolism,"3-Oxo-5-Alpha-Steroid 4-Dehydrogenase"
Tryptophan metabolism,"Acetyl Coenzyme A:Aralkylamine N-Acetyltransferase"
"Transport, extracellular","Seratonin Reversible Transport in via Sodium Symport/Potassium Antiport (1:2)"
"Transport, extracellular","Serotonin Uniport"
Sphingolipid metabolism,"CMP-N-Acetylneuraminate-Beta-Galactosamide-Alpha-2, 3-Sialyltransferase, Golgi Apparatus"
Sphingolipid metabolism,"CMP-N-Acetylneuraminate-Beta-Galactosamide-Alpha-2, 3-Sialyltransferase, Golgi Apparatus"
Sphingolipid metabolism,"CMP-N-Acetylneuraminate-Beta-Galactosamide-Alpha-2, 3-Sialyltransferase, Golgi Apparatus"
Blood group synthesis,"St3 Beta-Galactoside Alpha-2, 3-Sialyltransferase 3"
Blood group synthesis,"Type 2 Lactosamine Alpha-2, 3-Sialyltransferase"
Blood group synthesis,"Type 2 Lactosamine Alpha-2, 3-Sialyltransferase"
Sphingolipid metabolism,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2"
Sphingolipid metabolism,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2"
Sphingolipid metabolism,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2"
Sphingolipid metabolism,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2"
Sphingolipid metabolism,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2"
Sphingolipid metabolism,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2"
Sphingolipid metabolism,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2"
Sphingolipid metabolism,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 2"
Sphingolipid metabolism,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 3"
Sphingolipid metabolism,"Sialytransferase 7 ( (Alpha-N-Acetylneuraminyl 2, 3-Betagalactosyl-1, 3)-N-Acetyl Galactosaminide Alpha-2, 6-Sialytransferase) F"
Sphingolipid metabolism,"Beta-Galactoside Alpha-2, 3-Sialyltransferase"
Sphingolipid metabolism,"Beta-Galactoside Alpha-2, 3-Sialyltransferase"
Sphingolipid metabolism,"Beta-Galactoside Alpha-2, 3-Sialyltransferase"
Sphingolipid metabolism,"Beta-Galactoside Alpha-2, 3-Sialyltransferase"
Sphingolipid metabolism,"Beta-Galactoside Alpha-2, 3-Sialyltransferase"
Sphingolipid metabolism,"Beta-Galactoside Alpha-2, 3-Sialyltransferase"
Sphingolipid metabolism,"Beta-Galactoside Alpha-2, 3-Sialyltransferase"
Blood group synthesis,"Alpha-2, 8-Sialyltransferase 8E"
"Transport, peroxisomal","Fatty Acid Intracellular Transport"
Fatty acid oxidation,"Carnitine O-Palmitoyltransferase"
Fatty acid oxidation,"Carnitine Transferase"
Fatty acid oxidation,"Transport into the Mitochondria (Carnitine)"
"Transport, extracellular","Fatty Acid Transport via Diffusion"
Steroid metabolism,"Steryl-Sulfatase"
Steroid metabolism,"Steryl-Sulfatase"
Steroid metabolism,"Steryl-Sulfatase"
Steroid metabolism,"Steryl-Sulfatase"
"Transport, mitochondrial","Succinate Transport, Mitochondrial"
"Transport, extracellular","Succinate Transport via Sodium Symport"
"Transport, peroxisomal","Succinate Transporter, Peroxisome"
Citric acid cycle,"Succinate Dehydrogenase"
Citric acid cycle,"Succinate- Coenzyme A Ligase (GDP-Forming)"
Citric acid cycle,"Succinate- Coenzyme A Ligase (ADP-Forming)"
Galactose metabolism,"Sucrose Hydrolyzing Enxyme, Extracellular"
Methionine and cysteine metabolism,"Sulfite Oxidase"
Ubiquinone synthesis,"4-Hydroxycinnamate Formation"
"Transport, extracellular","D-Tagatose Uptake via Diffusion"
"Transport, extracellular","Triacylglycerol Transport"
"Transport, extracellular","Taurine Transport (Sodium Symport) (2:1)"
Taurine and hypotaurine metabolism,"Taurine Transport (Sodium Symport) (Cytosol to Peroxisome)"
"Transport, extracellular","Transport of Xenobiotic"
"Transport, extracellular","Taurocholate Transport via Bicarbonate Antiport"
"Transport, extracellular","Taurocholate Transport via Sodium Symport"
"Transport, extracellular","Bile Acid Intracellular Transport"
"Transport, peroxisomal","Bile Acid Intracellular Transport"
"Transport, extracellular","Thiocyanate Transport via Diffusion (Cytosol to Extracellular)"
"Transport, mitochondrial","Thiocyanate Transport via Diffusion, Mitochondrial"
"Transport, extracellular","Bile Acid Intracellular Transport"
"Transport, peroxisomal","Bile Acid Intracellular Transport"
Thiamine metabolism,"Thiamin Pyrophosphatase"
Thiamine metabolism,"Thiamin Pyrophosphatase, Mitochondrial"
"Transport, peroxisomal","Fatty Acid Intracellular Transport"
"Transport, extracellular","Fatty Acid Transport via Diffusion"
"Transport, peroxisomal","Fatty Acid Intracellular Transport"
Fatty acid oxidation,"Carnitine O-Palmitoyltransferase"
Fatty acid oxidation,"Carnitine Transferase"
Fatty acid oxidation,"Transport into the Mitochondria (Carnitine)"
"Transport, extracellular","Fatty Acid Transport via Diffusion"
"Transport, peroxisomal","Fatty Acid Intracellular Transport"
Fatty acid oxidation,"Carnitine O-Palmitoyltransferase"
Fatty acid oxidation,"Carnitine Transferase"
Fatty acid oxidation,"Transport into the Mitochondria (Carnitine)"
"Transport, extracellular","Fatty Acid Transport via Diffusion"
"Transport, peroxisomal","Fatty Acid Intracellular Transport"
Fatty acid oxidation,"Carnitine O-Palmitoyltransferase"
Fatty acid oxidation,"Carnitine Transferase"
Fatty acid oxidation,"Transport into the Mitochondria (Carnitine)"
"Transport, extracellular","Fatty Acid Transport via Diffusion"
Tetrahydrobiopterin metabolism,"Tetrahydrobiopterin-4A-Carbinolamine Dehydratase"
"Transport, peroxisomal","Lipid, Flip-Flop Intracellular Transport"
NAD metabolism,"NAD (P) Transhydrogenase"
"Transport, extracellular","Tetrahydrofolate Transport via Anion Antiport"
"Transport, lysosomal","5, 6, 7, 8-Tetrahydrofolate Transport, Diffusion, Lysosomal"
"Transport, mitochondrial","5, 6, 7, 8-Tetrahydrofolate Transport, Diffusion, Mitochondrial"
"Transport, extracellular","Thymidine Transport in via Sodium Symport"
"Transport, extracellular","Thiamine Monophosphate Transport in via Anion Antiport"
"Transport, mitochondrial","Thiamine Monophosphate Transport, Mitochondrial"
Thiamine metabolism,"Thiamin Phosphatase"
"Transport, mitochondrial","Thiamine Diphosphate Transport in via Anion Antiport, Mitochondria"
"Transport, mitochondrial","Thiamine Transport in via Proton Symport, Mitochondrial"
Thiamine metabolism,"Thiamine-Triphosphatase"
"Transport, extracellular","Thiamine Triphosphate Transport in via Anion Antiport"
"Transport, peroxisomal","2, 3, 4, 5-Tetrahydropyridine-2-Carboxylate Transport, Peroxisomal"
"Transport, extracellular","L-Alanine/L-Threonine Na-Dependent Exchange (Thr-L In)"
"Transport, extracellular","L-Threonine/L-Asparagine Na-Dependent Exchange (Thr-L In)"
"Transport, extracellular","L-Cysteine/L-Threonine Na-Dependent Exchange (Thr-L In)"
"Transport, extracellular","L-Threonine/Glycine Reversible Antiport"
"Transport, extracellular","L-Threonine/L-Glutamine Na-Dependent Exchange (Thr-L In)"
"Transport, extracellular","L-Threonine/Glycine Reversible Antiport"
"Transport, extracellular","L-Serine/L-Threonine Na-Dependent Exchange (Thr-L In)"
