Drug_Pair,Gene_Pair,Phenotype_Essentiality,Phenotype_Safety,Number_Genes,Drugs1,Drugs2
Cefmetazole;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Phenoxymethylpenicillin
Cefixime;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Taurine
Cefixime;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Temocapril
Cefixime;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Trandolapril
Cefixime;Valganciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Valganciclovir
Cefmetazole;Aminolevulinic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Aminolevulinic acid
Cefmetazole;Azidocillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Azidocillin
Cefmetazole;Ramipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Ramipril
Cefmetazole;Perindopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Perindopril
Cefmetazole;Glyburide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Glyburide
Cefmetazole;Methotrexate,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Methotrexate
Cefmetazole;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Levodopa
Cefmetazole;Lisdexamfetamine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Lisdexamfetamine
Cefmetazole;Lisinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Lisinopril
Benzylpenicillin;Valganciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benzylpenicillin,Valganciclovir
Benzylpenicillin;Valaciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benzylpenicillin,Valaciclovir
Benzylpenicillin;Ubenimex,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benzylpenicillin,Ubenimex
Cefmetazole;Methyldopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Methyldopa
Cefmetazole;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Oseltamivir
Benzylpenicillin;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benzylpenicillin,Trandolapril
Cefmetazole;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Midodrine
Benzylpenicillin;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benzylpenicillin,Temocapril
Cefmetazole;Moexipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Moexipril
Cefmetazole;Nateglinide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefmetazole,Nateglinide
Benzylpenicillin;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benzylpenicillin,Taurine
Cefradine;Valaciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Valaciclovir
Ceftazidime;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ceftazidime,Ceftazidime
Cefdinir;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefdinir,Ceftazidime
Cefepime;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Levodopa
Cefixime;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Levodopa
Cefradine;Dexibuprofen,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Dexibuprofen
Cefixime;Glyburide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Glyburide
Cefradine;Dicloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Dicloxacillin
Cefradine;Enalapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Enalapril
Cefixime;Fluvastatin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Fluvastatin
Cefixime;Enalapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Enalapril
Cefixime;Dicloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Dicloxacillin
Cefixime;Dexibuprofen,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Dexibuprofen
Cefradine;Fluvastatin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Fluvastatin
Cefradine;Fosinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Fosinopril
Cefradine;Glyburide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Glyburide
Cefradine;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Levodopa
Cefradine;Lisdexamfetamine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Lisdexamfetamine
Cefepime;Fluvastatin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Fluvastatin
Cefixime;Lisdexamfetamine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Lisdexamfetamine
Cefixime;Lisinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Lisinopril
Cefixime;Methyldopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Methyldopa
Cefixime;Ceftriaxone,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Ceftriaxone
Cefdinir;Cefixime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefdinir,Cefixime
Cefdinir;Cefepime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefdinir,Cefepime
Cephalexin;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cephalexin,Trandolapril
Benzylpenicillin;Ramipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benzylpenicillin,Ramipril
Benzylpenicillin;Spirapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benzylpenicillin,Spirapril
Cefixime;Cyclacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Cyclacillin
Cefixime;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Ceftazidime
Cefixime;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Midodrine
Cefixime;Cefixime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Cefixime
Cefixime;Cefepime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Cefepime
Cefixime;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Captopril
Cefixime;Benzoic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Benzoic acid
Cefixime;Azidocillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Azidocillin
Cefixime;Aminolevulinic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefixime,Aminolevulinic acid
Cefradine;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Captopril
Cefradine;Cefalotin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Cefalotin
Cefepime;Enalapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Enalapril
Cefepime;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Phenoxymethylpenicillin
Cefepime;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Temocapril
Cefradine;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Midodrine
Cefepime;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Taurine
Cefepime;Ramipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Ramipril
Ceftazidime;Azidocillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ceftazidime,Azidocillin
Ceftazidime;Benzoic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ceftazidime,Benzoic acid
Cefepime;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Oseltamivir
Cefepime;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Trandolapril
Ceftazidime;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ceftazidime,Captopril
Cefepime;Moexipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Moexipril
Cefepime;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Midodrine
Cefepime;Methyldopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Methyldopa
Cefepime;Lisinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Lisinopril
Cefepime;Lisdexamfetamine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Lisdexamfetamine
Cefradine;Lisinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Lisinopril
Cefepime;Valganciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Valganciclovir
Cefepime;Dicloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Dicloxacillin
Cefradine;Cefradine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Cefradine
Cefepime;Dexibuprofen,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefepime,Dexibuprofen
Cefradine;Cefdinir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Cefdinir
Cefradine;Cefepime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Cefepime
Cefradine;Cefixime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Cefixime
Cefradine;Cefmetazole,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Cefmetazole
Cefradine;Cefotaxime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Cefotaxime
Cefradine;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Ceftazidime
Cefradine;Cyclacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Cyclacillin
Cefradine;Ceftibuten,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Ceftibuten
Cefradine;Ceftriaxone,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Ceftriaxone
Cefradine;Cefuroxime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Cefuroxime
Cefradine;Cephalexin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Cephalexin
Cefradine;Cilazapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Cilazapril
Cefradine;Cloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefradine,Cloxacillin
Cyclacillin;Spirapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cyclacillin,Spirapril
Cefuroxime;Cyclacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefuroxime,Cyclacillin
Chlorpropamide;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Levodopa
Nateglinide;Lisdexamfetamine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Lisdexamfetamine
Nateglinide;Perindopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Perindopril
Nateglinide;Dicloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Dicloxacillin
Nateglinide;Fluvastatin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Fluvastatin
Nateglinide;Glyburide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Glyburide
Nateglinide;Cilazapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Cilazapril
Nateglinide;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Levodopa
Nateglinide;Lisinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Lisinopril
Nateglinide;Nateglinide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Nateglinide
Nateglinide;Methotrexate,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Methotrexate
Cyclacillin;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cyclacillin,Midodrine
Nateglinide;Cephalexin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Cephalexin
Nateglinide;Cefuroxime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Cefuroxime
Nateglinide;Methyldopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Methyldopa
Nateglinide;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Midodrine
Nateglinide;Dexibuprofen,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Dexibuprofen
Nateglinide;Cloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Cloxacillin
Cilazapril;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Captopril
Nateglinide;Cyclacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Cyclacillin
Cilazapril;Cefdinir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Cefdinir
Cilazapril;Cefepime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Cefepime
Cyclacillin;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cyclacillin,Captopril
Cilazapril;Cefixime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Cefixime
Cilazapril;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Ceftazidime
Cilazapril;Ceftriaxone,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Ceftriaxone
Cilazapril;Cilazapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Cilazapril
Cilazapril;Cloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Cloxacillin
Cilazapril;Cyclacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Cyclacillin
Cilazapril;Dexibuprofen,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Dexibuprofen
Cilazapril;Dicloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Dicloxacillin
Cilazapril;Enalapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Enalapril
Cilazapril;Fluvastatin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Fluvastatin
Nateglinide;Moexipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Moexipril
Nateglinide;Enalapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Enalapril
Moexipril;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Moexipril,Midodrine
Chlorpropamide;Aminolevulinic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Aminolevulinic acid
Oxacillin;Cephalexin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Cephalexin
Oxacillin;Cyclacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Cyclacillin
Oxacillin;Dexibuprofen,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Dexibuprofen
Nateglinide;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Captopril
Lisinopril;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Lisinopril,Captopril
Oxacillin;Dicloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Dicloxacillin
Chlorpropamide;Amoxicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Amoxicillin
Nateglinide;Ceftriaxone,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Ceftriaxone
Chlorpropamide;Ampicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Ampicillin
Oxacillin;Valaciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Valaciclovir
Chlorpropamide;Azidocillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Azidocillin
Chlorpropamide;Benazepril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Benazepril
Chlorpropamide;Benzoic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Benzoic acid
Chlorpropamide;Benzylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Benzylpenicillin
Oxacillin;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Captopril
Oxacillin;Cefuroxime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Cefuroxime
Oxacillin;Ceftriaxone,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Ceftriaxone
Nateglinide;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Phenoxymethylpenicillin
Nateglinide;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Oseltamivir
Oxacillin;Ceftibuten,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Ceftibuten
Oxacillin;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Ceftazidime
Nateglinide;Cefepime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Cefepime
Nateglinide;Cefixime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Cefixime
Nateglinide;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Ceftazidime
Oxacillin;Cefotaxime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Cefotaxime
Oxacillin;Cefmetazole,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Cefmetazole
Oxacillin;Cefixime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Cefixime
Oxacillin;Cefepime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Cefepime
Chlorpropamide;Cyclacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Cyclacillin
Oxacillin;Cefdinir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Cefdinir
Oxacillin;Cefalotin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Cefalotin
Cilazapril;Glyburide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Glyburide
Cilazapril;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Levodopa
Chlorpropamide;Cefalotin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Cefalotin
Cyclacillin;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cyclacillin,Ceftazidime
Cilazapril;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Temocapril
Cilazapril;Aminolevulinic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Aminolevulinic acid
Cilazapril;Azidocillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Azidocillin
Cilazapril;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Taurine
Cilazapril;Benzoic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Benzoic acid
Cilazapril;Spirapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Spirapril
Moexipril;Moexipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Moexipril,Moexipril
Chlorpropamide;Fluvastatin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Fluvastatin
Moexipril;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Moexipril,Oseltamivir
Cilazapril;Ramipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Ramipril
Cilazapril;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Phenoxymethylpenicillin
Cilazapril;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Oseltamivir
Cephalexin;Ubenimex,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cephalexin,Ubenimex
Cephalexin;Valaciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cephalexin,Valaciclovir
Lisinopril;Methyldopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Lisinopril,Methyldopa
Cilazapril;Ubenimex,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Ubenimex
Lisinopril;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Lisinopril,Midodrine
Lisinopril;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Lisinopril,Oseltamivir
Cyclacillin;Cyclacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cyclacillin,Cyclacillin
Lisinopril;Methotrexate,{'SLC15A2;SLC15A1'},13.0,0.0,1,Lisinopril,Methotrexate
Lisinopril;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Lisinopril,Phenoxymethylpenicillin
Cilazapril;Valganciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Valganciclovir
Cilazapril;Valaciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Valaciclovir
Lisinopril;Lisinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Lisinopril,Lisinopril
Lisinopril;Lisdexamfetamine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Lisinopril,Lisdexamfetamine
Lisinopril;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Lisinopril,Levodopa
Lisinopril;Fluvastatin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Lisinopril,Fluvastatin
Lisinopril;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Lisinopril,Taurine
Lisinopril;Enalapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Lisinopril,Enalapril
Lisinopril;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Lisinopril,Temocapril
Cilazapril;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Trandolapril
Cephalexin;Valganciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cephalexin,Valganciclovir
Chlorpropamide;Fosinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Fosinopril
Cilazapril;Lisdexamfetamine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Lisdexamfetamine
Cyclacillin;Cefepime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cyclacillin,Cefepime
Chlorpropamide;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Taurine
Chlorpropamide;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Temocapril
Chlorpropamide;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Trandolapril
Chlorpropamide;Ubenimex,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Ubenimex
Chlorpropamide;Valaciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Valaciclovir
Cilazapril;Moexipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Moexipril
Cilazapril;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Midodrine
Chlorpropamide;Glyburide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Glyburide
Chlorpropamide;Valganciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Valganciclovir
Chlorpropamide;Enalapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Enalapril
Chlorpropamide;Dicloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Dicloxacillin
Cilazapril;Methyldopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Methyldopa
Cilazapril;Methotrexate,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Methotrexate
Cilazapril;Lisinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cilazapril,Lisinopril
Chlorpropamide;Spirapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Spirapril
Moexipril;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Moexipril,Trandolapril
Chlorpropamide;Ramipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Ramipril
Moexipril;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Moexipril,Temocapril
Moexipril;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Moexipril,Taurine
Chlorpropamide;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Phenoxymethylpenicillin
Chlorpropamide;Perindopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Perindopril
Chlorpropamide;Oxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Oxacillin
Chlorpropamide;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Oseltamivir
Chlorpropamide;Nateglinide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Nateglinide
Chlorpropamide;Moexipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Moexipril
Chlorpropamide;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Midodrine
Chlorpropamide;Methyldopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Methyldopa
Chlorpropamide;Methotrexate,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Methotrexate
Chlorpropamide;Lisinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Lisinopril
Chlorpropamide;Lisdexamfetamine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Lisdexamfetamine
Moexipril;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Moexipril,Phenoxymethylpenicillin
Chlorpropamide;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Captopril
Oxacillin;Cloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Cloxacillin
Chlorpropamide;Cefdinir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Chlorpropamide,Cefdinir
Cyclacillin;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cyclacillin,Levodopa
Perindopril;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Perindopril,Captopril
Oxacillin;Moexipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Oxacillin,Moexipril
Nateglinide;Spirapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Spirapril
Nateglinide;Ramipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Ramipril
Nateglinide;Cefdinir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Cefdinir
Nateglinide;Benzylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Nateglinide,Benzylpenicillin
