genes,H1299_polyA_S2-24h-A,H1299_polyA_S2-24h-B
CLRN3,0.0,0.0
AC010834.3,0.182,0.14300000000000002
BUD13,17.006,15.334000000000001
AL158151.3,0.0,0.064
PES1P2,0.295,0.36200000000000004
AC016877.3,0.423,0.267
CDS1,0.475,0.43700000000000006
Z97055.2,0.10800000000000001,0.249
RNU1-125P,0.33,0.87
HMGXB3,23.666,23.445
PPP1R13L,8.877,10.264000000000001
SPCS2P2,0.0,0.0
TLX2,0.182,0.192
ZNF736,2.187,2.245
MIR6774,0.0,0.0
AC009927.1,0.335,0.303
ITSN2,7.167000000000001,7.667000000000001
RASEF,0.006,0.02
RN7SKP248,0.0,0.0
PRX,4.559,4.537
SOCS2-AS1,0.35700000000000004,0.423
AC025809.2,0.0,0.0
AP002373.1,22.767,20.561
PRM2,0.0,0.0
AL079303.1,0.0,0.0
RPL5P9,5.098,4.9639999999999995
AL355916.1,0.016,0.0
AC012313.6,0.10800000000000001,0.22699999999999998
TRIM32,6.763999999999999,7.301
CD302,4.463,3.786
AC025175.1,0.055999999999999994,0.0
AC012593.1,0.0,0.0
SEMA3B,0.066,0.078
AL049545.1,0.0,0.0
ZNF383,3.235,3.258
PPIAP6,0.256,0.27
WASF4P,2.824,2.313
CSNK2B,30.959,29.862
IPO5P1,1.3359999999999999,0.972
ST13P2,0.0,0.0
MTCO1P27,0.0,0.19899999999999998
SLC9A7,6.321000000000001,6.3
TUBB4A,0.569,0.6970000000000001
FLOT1,72.94,71.90100000000001
ATXN10,13.294,12.469000000000001
AC026367.1,0.209,0.22
AL929288.1,0.0,0.0
MIR3618,5.568,5.1
TNXA,0.0,0.0
AC005394.1,0.067,0.035
ALB,0.0,0.0
LNCOG,0.0,0.0
HSP90AB7P,0.052000000000000005,0.018000000000000002
AMZ1,0.006,0.006
DUSP26,0.0,0.0
IL17RE,0.109,0.154
RNA5SP239,0.0,0.0
NR2C2,5.428999999999999,5.539
LINC01583,0.0,0.0
ZNF335,10.708,11.372
AC016644.1,0.0,0.0
SRP19,3.7569999999999997,3.728
ELMOD2,2.8789999999999996,2.8280000000000003
LCA5,1.858,1.791
AL033397.1,0.011000000000000001,0.0
AC068987.4,0.0,0.021
AC132938.1,0.11800000000000001,0.125
RPL21P90,0.0,0.0
ERBB3,0.42200000000000004,0.524
TAX1BP3,49.229,46.956
AL160269.1,5.01,5.062
GMDS,4.7589999999999995,4.916
AL731567.1,0.0,0.0
TICRR,4.859,5.261
AL136172.1,0.092,0.258
AC011815.3,0.0,0.0
NR4A1,2.272,2.0180000000000002
LINC01626,0.0,0.0
OBP2A,0.0,0.0
RPL23AP16,0.0,0.0
TPTEP1,1.454,1.339
CAPN5,1.916,1.9380000000000002
CHM,5.033,5.263999999999999
AC009955.2,0.0,0.0
MIR4257,0.495,0.0
SEC23A-AS1,0.085,0.09
AL355864.2,0.0,0.0
MTCO1P43,0.0,0.0
RPL36AP36,0.0,0.0
TMEM56,2.431,2.323
AC068724.3,0.045,0.047
BRSK2,0.228,0.267
AC022400.8,6.205,5.809
GNA14,0.0,0.0
AC021074.2,0.0,0.0
ACOXL,0.0,0.008
LINC01997,0.0,0.0
SAMD9,2.219,2.435
PROZ,0.0,0.0
Z84492.1,0.177,0.149
RNY1P1,0.0,0.0
PCDHA6,0.107,0.071
AC097381.1,0.132,0.20800000000000002
B3GALT1,0.418,0.44
AC009228.1,0.0,0.0
MIR548AQ,0.0,0.0
AL136116.1,0.0,0.0
H2BFWT,0.0,0.0
SESN3,0.907,0.9209999999999999
AL691447.2,0.0,0.0
FAM156A,0.006,0.02
RN7SKP103,0.0,0.0
MIR194-2,0.0,0.0
SLC39A3,13.554,12.562000000000001
PIGY-DT,0.127,0.268
AC010463.2,0.0,0.0
NCK1,6.156000000000001,5.86
AC025186.1,0.0,0.0
GRM8,0.006999999999999999,0.0
AC063977.6,1.946,1.68
MIR26B,0.0,0.0
RF00425,0.0,0.0
HYDIN,0.059000000000000004,0.062
RAD1P1,0.105,0.0
AL731684.1,0.0,0.0
HMGCLL1,0.0,0.0
AC137627.1,0.0,0.0
FTLP1,0.0,0.0
AC245100.2,0.736,0.6679999999999999
ANKAR,0.792,0.6940000000000001
AC099811.5,0.0,0.11
AC100858.3,0.0,0.0
AC005534.2,0.0,0.0
AL034376.1,0.0,0.0
TMEM44-AS1,4.493,4.492
TLR4,0.0,0.0
JOSD2,10.554,9.367
AC004009.2,0.0,0.0
AP001184.1,0.0,0.0
MIR631,1.704,0.0
WWC2,11.115,11.642999999999999
AC007773.1,2.1919999999999997,2.7239999999999998
C2orf91,0.0,0.0
MC5R,0.156,0.071
RF00573,0.395,0.41600000000000004
ZNF525,1.051,1.179
AC092754.2,0.0,0.0
AC011342.1,0.0,0.0
RPL35AP25,0.0,0.0
AC035139.1,0.0,0.0
AC090114.1,0.095,0.2
BCKDK,9.011000000000001,9.061
ALG1L8P,0.0,0.0
PIK3IP1,0.594,0.66
AL500522.2,0.0,0.0
CFAP43,0.11900000000000001,0.125
ASPHD2,0.5820000000000001,0.519
NAT16,0.099,0.127
HMGN1P8,0.444,0.23399999999999999
AC004223.3,4.842,4.965
TEX45,0.11699999999999999,0.115
RNF157,2.267,1.979
LINC02668,0.0,0.0
RF00134,2.154,2.017
AC040160.2,0.0,0.08
PKD1P5,0.551,0.535
MCF2L,0.004,0.004
FAM83G,8.472000000000001,8.31
CASC9,0.174,0.366
LINC00431,0.0,0.0
AL441992.1,5.17,3.217
AC055811.4,2.235,3.07
BID,9.344,9.306000000000001
GRAMD2B,1.611,1.835
WASHC5,22.991999999999997,22.555999999999997
BUB3,22.980999999999998,22.754
MYH7B,0.064,0.034
ZPBP2,0.0,0.0
CECR7,0.8370000000000001,1.058
AC010519.1,0.0,0.0
YBX1P6,0.128,0.26899999999999996
ROM1,0.888,0.63
UOX,0.071,0.037000000000000005
AC011444.4,0.0,0.0
ST7L,2.044,2.0980000000000003
RALYL,0.019,0.069
AL592078.1,0.0,0.0
LINC01007,0.0,0.0
MAP3K12,5.912000000000001,5.985
ZBTB49,4.071000000000001,3.883
LINC01151,0.0,0.0
AC026471.5,0.091,0.384
TBC1D3E,0.0,0.0
SMARCE1P5,0.9390000000000001,0.733
KRTAP4-16,0.0,0.0
BACE1-AS,1.484,1.8219999999999998
SEC14L3,0.0,0.0
RBMX2,8.014,8.585
AC126773.2,0.0,0.0
AL451074.5,0.11699999999999999,0.0
TEX50,0.0,0.0
AC139100.1,0.0,0.0
AP005019.3,0.0,0.0
AC079322.1,0.075,0.11900000000000001
AC127070.3,0.0,0.0
RPS26P49,0.0,0.0
MORN3,0.166,0.163
TTC17,5.341,5.617000000000001
ARMC1,43.29600000000001,42.028
LINC01725,0.0,0.0
BDH2P1,0.174,0.122
CHKB,2.05,2.134
MTND6P25,0.0,0.0
AC024995.1,0.9159999999999999,0.965
AC146507.1,0.12,0.0
DEFB108B,0.0,0.0
PUM1,21.489,20.726999999999997
TECR,11.655,11.745999999999999
AC110615.1,0.0,0.0
AC145350.2,0.141,0.149
BTBD6P1,0.0,0.0
PRADC1,16.783,14.479000000000001
AL121758.1,29.564,28.655
CD79B,0.0,0.0
AL805961.1,2.98,3.286
RNU6-513P,0.8190000000000001,0.43200000000000005
AP006621.1,0.26899999999999996,0.057
EBLN2,0.305,0.494
NUTM2E,0.0,0.0
Z97652.1,0.0,0.0
AC007743.1,0.0,0.0
SYPL2,0.369,0.466
HNRNPUL2,23.776,24.314
RPL18,121.425,119.306
MTCO2P29,0.0,0.0
AC139493.2,0.044000000000000004,0.0
AC096887.2,0.871,1.124
SYNPO,0.36200000000000004,0.41600000000000004
LY6G5C,0.39,0.27399999999999997
AP000590.1,0.0,0.0
MIR1205,0.0,0.0
LETMD1,9.975,9.344
ANO8,1.7280000000000002,1.632
RPL5P4,7.2620000000000005,6.483
AC092135.3,0.0,0.073
GANAB,92.244,89.137
EIF4A1P9,0.0,0.037000000000000005
AL139095.2,3.035,3.5039999999999996
TRAF6P1,0.0,0.0
NUDT12,1.7730000000000001,1.617
NRTN,0.307,0.243
AP005061.1,0.626,0.9109999999999999
RSPH6A,0.034,0.0
HSBP1P2,1.1159999999999999,0.392
RPS7P11,0.727,0.45899999999999996
AL355834.1,0.0,0.0
C1orf94,0.0,0.013000000000000001
AL121885.2,0.0,0.0
AC005523.1,0.917,0.537
AC005237.1,0.0,0.0
AC051619.1,0.0,0.0
RNA5SP352,0.0,0.335
AC092171.4,0.742,0.71
RNF212B,0.0,0.0
HLA-E,41.823,42.327
MIR1908,0.266,0.0
FP565171.1,0.0,0.0
AC099794.2,0.0,0.0
AP001330.4,0.0,0.0
GADD45G,0.0,0.0
DBT,2.22,2.184
AC018630.2,1.6969999999999998,1.8259999999999998
AL031708.1,3.472,3.455
AL121936.1,0.0,0.031
OR52H2P,0.047,0.0
RPS4XP9,0.0,0.057999999999999996
RN7SKP50,0.0,0.0
DNAJC24,2.424,2.7939999999999996
AL031777.3,0.263,0.415
AC024568.1,0.0,0.0
RF00019,0.0,0.0
AC020910.1,0.0,0.0
RPL37P1,0.0,0.0
RN7SL737P,1.058,1.3530000000000002
RBFOX3,0.013000000000000001,0.009000000000000001
OR1X5P,0.0,0.0
MYO16,0.0,0.0
AC008026.2,0.0,0.129
SNORA15,0.32,0.0
SNORD58A,6.667000000000001,7.021
AP001630.1,0.0,0.0
TDRKH-AS1,0.8590000000000001,0.59
ARPIN,0.48100000000000004,0.65
RF00019,0.0,0.0
MIS18A,27.090999999999998,25.75
AC092755.2,0.0,0.223
TRIM34,0.008,0.008
LRRN4CL,0.077,0.040999999999999995
AC016747.2,0.0,0.0
AC090686.1,0.027999999999999997,0.06
OR51L1,0.0,0.0
AL645608.3,0.0,0.0
H19,0.0,0.0
MAGEA5,0.068,0.048
AP005264.4,0.909,1.436
AC022137.1,1.411,0.892
TRBV13,0.0,0.0
RPL18P13,0.374,0.079
RF00019,0.377,0.397
OR3D1P,0.0,0.0
CAND1,22.24,22.6
TMEM108-AS1,0.0,0.0
DDR1-DT,0.0,0.0
MAPKBP1,2.9619999999999997,2.608
AC097382.1,0.0,0.152
AC021192.1,0.0,0.0
ALDH3A2,11.859000000000002,11.634
DALRD3,3.4560000000000004,3.725
ANKRD30B,0.0,0.015
ZNF154,0.0,0.008
AC108725.1,0.0,0.0
KRT8P3,7.175,8.083
DENND1B,0.381,0.37
KNOP1P3,0.0,0.0
B3GALNT2P1,0.0,0.0
AC013470.1,0.0,0.0
AC003682.1,0.092,0.19399999999999998
LSM12P1,2.464,3.969
AL512649.1,0.293,0.386
BPESC1,0.0,0.0
AC012100.2,0.0,0.0
GYG1P3,0.47200000000000003,0.316
RF00019,0.0,0.0
DBIP1,0.0,0.17300000000000001
MIR596,0.0,0.0
SCN11A,0.011000000000000001,0.012
RF00019,0.0,0.0
DOCK7,2.883,2.717
CENPW,41.217,42.901
DCAF16,19.792,20.472
ALPK1,0.439,0.43700000000000006
AC020893.1,0.294,0.542
FLNC-AS1,0.0,0.0
FKBP9,10.214,10.279000000000002
AC012435.1,0.0,0.027000000000000003
AC114495.2,0.293,0.308
AC055733.4,0.0,0.0
MS4A6A,0.0,0.0
SLC8A2,0.057,0.043
RIMBP3B,0.0,0.0
CHD1L,6.772,7.059
CASP6,4.583,5.312
AL359916.1,0.0,0.0
MIR581,0.0,0.0
DNER,3.5869999999999997,3.492
AC007846.1,1.778,1.848
AL603962.1,5.033,5.815
EIF4EP5,0.0,0.0
AC136475.7,0.0,0.0
RNU2-15P,0.0,0.0
AC011396.2,0.0,0.0
DEFB112,0.0,0.0
MIR3609,0.0,0.0
SPPL2A,5.8839999999999995,5.672999999999999
RN7SL735P,0.0,0.0
MIR103B1,0.0,0.0
REXO5,3.718,4.123
UFD1,11.152999999999999,10.552999999999999
ASTN2,0.9,0.7959999999999999
RPS6KB1,8.613999999999999,8.536
RPL10P19,0.0,0.0
LINC02159,0.0,0.0
Z94721.1,0.664,1.204
LINC01341,0.193,0.214
PRELID1P3,0.265,0.14
GPT2,15.117,15.497
AC093151.2,0.0,0.0
RF00561,0.0,0.0
CAMKK1,0.976,1.082
AC114341.1,0.366,0.129
TRBC1,0.0,0.0
MIR30C1,0.0,0.0
DOK2,0.021,0.0
PRDX3P2,0.07,0.073
AL359853.2,0.0,0.0
RPUSD3,9.982999999999999,9.44
DPH6-DT,0.083,0.08800000000000001
DNAH7,0.032,0.044000000000000004
AC015917.1,0.0,0.0
LHCGR,0.0,0.0
AC013267.1,0.16,0.0
RHOQP2,0.294,0.155
CAND2,2.418,2.378
MIR4467,0.0,0.35600000000000004
LINC02204,0.0,0.0
AC106822.1,0.0,0.0
LINC01646,0.0,0.0
OR52B5P,0.0,0.0
NAMPTP3,0.0,0.0
MIR4738,0.245,0.258
FAM20A,0.0,0.0
KLHL24,1.217,1.256
GNB1,81.669,82.382
TBC1D28,0.006,0.006
AC010285.3,0.0,0.0
NTN1,0.106,0.133
TFDP1,27.951999999999998,28.215999999999998
SCN3B,0.522,0.588
TP53TG3D,0.131,0.031
UBBP5,0.0,0.0
LINC00158,0.0,0.02
CORO1C,43.87,43.523
TTN,0.001,0.001
PREPL,10.913,11.360999999999999
AC016042.1,0.0,0.0
AC092944.1,0.304,0.436
AC073332.1,0.011000000000000001,0.091
TMEM63B,11.267000000000001,11.652999999999999
AL672291.1,0.0,0.0
RNU6-646P,0.402,0.0
RSBN1L,9.31,9.4
TLL1,0.2,0.27699999999999997
SNHG4,13.123,13.635
ZFHX4,1.9969999999999999,2.245
VDAC1P13,0.05,0.0
C19orf57,4.239,4.102
CENPS-CORT,4.605,4.456
LURAP1,0.0,0.0
TPT1P12,0.0,0.0
FAM155B,1.157,1.1179999999999999
MIR6872,0.0,0.0
SDR9C7,0.0,0.0
AC104978.1,0.0,0.0
AC090627.1,0.0,0.028999999999999998
NTRK3,0.0,0.002
RN7SL473P,0.0,0.0
OR5P4P,0.0,0.0
NPFFR2,4.082,4.147
NPIPA1,0.662,0.782
AL009178.3,0.0,0.0
AC006237.1,0.0,0.0
AL117336.1,0.509,0.268
FTLP2,0.0,0.0
PCP4L1,0.0,0.0
CACNB3,1.364,1.374
RPS7P12,0.0,0.0
SPIDR,8.252,8.361
AC104564.4,0.0,0.0
AL360157.1,0.0,0.0
CBWD5,0.20800000000000002,0.17300000000000001
RAB6D,0.027999999999999997,0.015
SDHCP4,0.418,0.44
AC018695.1,0.0,0.0
GAB3,0.40399999999999997,0.434
SLC30A6,8.664,8.577
SLIRP,41.105,39.793
NUBPL,1.46,1.3130000000000002
AC107214.1,0.534,0.642
AC010240.3,0.0,0.0
AC020703.1,0.0,0.0
TRAPPC2L,16.049,14.63
AC133644.1,0.045,0.0
RBM11,0.036000000000000004,0.038
AC131212.3,0.98,1.117
ZNF747,1.6130000000000002,1.4780000000000002
AC004775.1,0.0,0.0
ANKMY2,6.546,7.303999999999999
EXOC6,2.16,1.9569999999999999
RNU1-134P,0.258,0.0
AC133963.1,0.0,0.0
RPL23AP48,0.0,0.0
LINC01894,0.0,0.0
NDUFA5P10,0.0,0.0
NF1P8,0.561,0.39399999999999996
CAPN1,14.049000000000001,14.027999999999999
AL139352.1,0.0,0.0
AC004233.4,0.102,0.0
PDZPH1P,0.0,0.0
PPP6R1,22.873,22.493000000000002
MIR421,0.251,0.0
AC025171.5,0.0,0.0
AC007969.1,37.654,38.451
ROCK1,12.904000000000002,13.610999999999999
DCBLD2,43.287,44.176
SNX8,19.355999999999998,19.301
HIST1H2BD,6.066,6.492000000000001
CEP76,3.46,3.418
TRAPPC3L,0.0,0.0
SLC25A44,7.645,7.224
PPP3R1,25.91,26.193
RPUSD1,17.297,16.79
CHST3,6.882999999999999,7.352
Z85996.1,0.0,0.0
AL390123.1,0.0,0.379
GPR1-AS,0.013000000000000001,0.013999999999999999
AC079031.1,0.0,0.0
AC004692.1,0.1,0.0
AC055813.1,0.04,0.085
AL355355.1,0.0,0.0
FN1,2.562,2.591
GSTM2,0.11900000000000001,0.11800000000000001
ASAP3,3.964,4.301
SELENOM,5.053999999999999,4.928
AC006023.1,0.0,0.0
AC064852.1,0.0,0.053
SLC30A8,0.0,0.0
LINC01273,0.429,0.602
NOL4L,0.17600000000000002,0.19
LINC00869,0.109,0.162
DCTN2,46.81399999999999,46.36600000000001
CYCSP4,0.0,0.0
LINC00870,0.0,0.0
MAP1LC3BP1,0.0,0.0
ZSWIM7,3.53,3.42
TXLNGY,0.004,0.0
AC005324.4,1.7819999999999998,1.8519999999999999
Z75746.1,0.0,0.0
PSMB2,46.808,47.077
NASP,35.052,34.835
FARS2,3.6310000000000002,3.5639999999999996
GAL3ST1,0.0,0.0
STARD9,0.7959999999999999,0.996
RF02187,0.107,0.449
AP000769.1,10.124,10.637
HSP90B3P,1.4140000000000001,1.403
SEMA5A,0.006999999999999999,0.004
ACTRT3,3.417,2.927
SHC2,0.083,0.065
AC113189.9,1.571,1.3319999999999999
PELI2,0.006999999999999999,0.0
EIF3KP3,0.067,0.0
AC079355.2,0.22399999999999998,0.47200000000000003
AL451042.2,0.6829999999999999,0.745
MIR4733,0.0,0.0
ITGA9-AS1,0.195,0.162
RF00019,0.0,0.0
MOV10,15.273,15.954
SERP1,27.779,28.029
AC104332.1,0.0,0.0
SLC25A5P8,0.0,0.05
RIPK1,18.453,20.039
RRP1,27.796,27.384
RN7SL126P,0.0,0.0
NRARP,1.7590000000000001,1.733
CTNNB1,22.409000000000002,22.795
MIR6855,0.318,0.0
NEK4P3,0.0,0.0
TCEA3,2.461,1.775
AC005821.1,0.0,0.0
RPSAP61,0.049,0.153
MAPK6P3,0.0,0.0
MTR,3.69,3.7880000000000003
FAM129B,138.49200000000002,134.765
AL591926.2,0.0,0.0
AC026191.1,0.439,0.19
RF00017,0.0,0.0
CLUAP1,2.044,2.019
RPL27AP5,0.0,0.1
AC244131.2,0.0,0.0
AC005077.1,0.0,0.0
AC119403.2,0.0,0.15
AP003555.1,0.0,0.0
ISX,0.0,0.0
AC005670.1,0.324,0.682
AL136131.3,0.68,0.0
AL390719.1,2.128,1.569
SPRED2,11.433,11.612
AL022318.4,0.8240000000000001,0.6559999999999999
AC079416.2,0.036000000000000004,0.038
SNORD4A,8.285,8.103
LSM14B,21.905,21.475
AP005901.3,0.091,0.0
AL031274.1,4.77,4.481
AL592114.3,0.0,0.0
AC243967.1,0.0,0.0
DNAJB5-DT,0.0,0.0
FRG2MP,0.0,0.0
AC083805.3,0.19399999999999998,0.171
ASB14,0.013000000000000001,0.069
UQCC1,18.820999999999998,18.785999999999998
AC009623.2,0.0,0.0
SLC25A29,5.9,5.75
TPM3,40.81,40.353
LINC00466,0.038,0.05
AC130686.1,0.017,0.0
AC097451.1,0.0,0.0
AC087645.3,0.0,0.0
GRAP2,0.0,0.0
AL360091.3,0.0,0.0
ATG4AP1,0.0,0.0
CHMP4C,4.901,4.7010000000000005
MFSD10,43.535,41.755
AC092296.3,0.0,0.0
RPL22P19,0.0,0.0
TPT1-AS1,0.66,0.647
AC008870.4,0.0,0.0
AC012339.1,0.45299999999999996,0.62
AKAP8L,18.695999999999998,18.355999999999998
AL645608.2,0.055999999999999994,0.162
TMEM117,2.18,2.27
RN7SL36P,0.0,0.0
KCNE3,0.0,0.0
AC132192.1,0.0,0.0
BANF1P4,1.42,0.831
AL391095.3,0.237,0.187
COX5AP2,4.3260000000000005,3.645
COTL1,85.80799999999999,85.535
PRELID3BP6,0.0,0.0
RF01873,0.0,0.0
TNFRSF1A,57.111999999999995,56.048
ZNF597,1.275,1.588
AP003472.1,0.0,0.0
AC093720.1,0.0,0.0
AC092597.1,0.34600000000000003,0.29100000000000004
LINC02073,0.0,0.0
SH2B2,3.182,2.824
BOLA3P3,0.184,0.0
MOGS,21.864,22.576
CPN1,0.0,0.0
BX293535.1,0.0,0.159
U2AF2,81.494,83.36200000000001
AC018521.7,0.0,0.0
AC027702.1,0.193,0.228
SPANXN5,0.0,0.0
CAP1,133.463,129.887
AC105129.1,0.14300000000000002,0.0
CYLC2,0.0,0.0
F8,0.33399999999999996,0.34
AL117190.1,0.0,0.0
AC011389.3,0.0,0.0
RRAGA,26.628,27.734
AC068760.1,0.065,0.069
LINC00452,0.0,0.0
CCDC25,9.875,9.972999999999999
AC073941.2,0.0,0.0
AL132712.2,0.6709999999999999,0.0
AC092810.1,0.139,0.11
AC020911.2,0.0,0.055999999999999994
AC007622.1,0.0,0.336
ASB7,3.363,3.592
PSORS1C2,0.049,0.0
VANGL2,0.0,0.0
SNRPEP3,0.0,0.0
AC012065.4,0.188,0.198
RF00019,0.0,0.0
PKD1,4.7010000000000005,5.056
UGT1A9,0.022000000000000002,0.008
CT55,0.025,0.0
MFN1,9.818999999999999,9.67
AC132942.1,0.0,0.18600000000000003
AC079944.2,7.024,8.07
KCNQ1-AS1,0.0,0.0
SMYD1,0.0,0.0
AL133284.1,0.009000000000000001,0.0
CIPC,7.486000000000001,7.105
NCOR1P3,0.0,0.0
HOXD9,2.3,2.5180000000000002
ATG3P1,0.0,0.0
SCN9A,0.313,0.33299999999999996
AL953897.1,0.0,0.0
RHOXF1P3,0.016,0.034
INHBA,0.005,0.0
MST1R,0.414,0.47
LINC01433,0.122,0.193
AC005884.2,0.0,0.0
AC079416.1,0.054000000000000006,0.028999999999999998
RN7SL632P,0.0,0.0
AC116562.4,0.019,0.02
PATJ,1.0659999999999998,1.052
AC090340.1,0.0,0.0
LINC00504,0.0,0.0
AL138799.1,0.204,0.402
FRG1HP,5.48,4.9
AC092604.1,0.0,0.0
GPR108,11.399000000000001,11.515999999999998
AC099518.4,0.306,0.258
MAP3K13,0.9670000000000001,0.9109999999999999
AL589880.1,0.0,0.0
AC008736.1,95.095,97.72399999999999
TOP1MT,13.463,13.349
MAFG-DT,3.553,3.008
RNU6-33P,0.0,0.0
AC068234.2,0.418,0.18899999999999997
GPC3,0.22,0.166
NUDT8,3.134,3.1489999999999996
DYNLL1P3,0.0,0.0
IFI6,11.589,12.685
RCC2P4,0.040999999999999995,0.043
FOXN2,8.597000000000001,9.201
RN7SL663P,0.285,0.375
AC011195.2,0.0,0.0
EEF1AKNMT,22.000999999999998,22.151
LINC00543,0.0,0.049
USP16,19.547,19.79
LINC02605,0.065,0.172
AC011330.3,0.013000000000000001,0.013000000000000001
AC022118.1,0.0,0.0
AL606662.1,0.0,0.0
AC087482.1,0.06,0.025
SAMD9L,0.221,0.276
RN7SL513P,0.14300000000000002,0.151
ADGRE2,0.015,0.021
AP1S2,4.578,4.771
GLIDR,0.634,0.573
SNRNP40,25.06,24.337
AC090164.1,0.0,0.0
IFIT3,1.209,1.008
AL445985.1,0.0,0.0
LINC01922,0.0,0.0
AC005486.1,0.0,0.0
MBNL2,5.626,5.477
C2orf15,0.366,0.16
AC025465.1,0.0,0.0
PPIAP42,0.0,0.0
RN7SL760P,0.0,0.166
RALGPS1,0.255,0.419
SATL1,0.0,0.0
RF00019,0.0,0.0
TMEM183B,0.907,1.114
CLEC1B,0.0,0.0
AC092296.2,0.0,0.0
RF00019,0.0,0.0
AC021915.2,0.0,0.0
AL353803.2,0.0,0.0
RPS8P4,0.0,0.07200000000000001
PGAP1,2.678,2.887
AC008750.2,0.297,0.313
RF00019,0.0,0.0
RFPL4AP6,0.0,0.0
PPP1R3D,2.9939999999999998,3.03
MAPK11,6.484,6.627999999999999
AC017002.1,0.048,0.076
AC020558.3,0.0,0.053
RFPL4AP1,0.0,0.0
AC104308.1,0.0,0.0
HAS3,0.86,0.561
TRIM51CP,0.0,0.0
LNCOC1,0.052000000000000005,0.039
NDUFAB1,45.11600000000001,44.556999999999995
OCIAD1-AS1,0.161,0.0
AC002472.3,0.172,0.22899999999999998
DLD,29.774,27.706999999999997
AC026471.2,0.044000000000000004,0.0
LGMNP1,0.262,0.17300000000000001
OR7E24,0.0,0.0
AC093422.1,0.077,0.0
SLC25A4,5.544,5.922999999999999
CT83,0.0,0.0
AOAH,0.024,0.013000000000000001
MIR6510,6.313,2.909
AC020909.1,4.008,3.9730000000000003
GTF2IP3,0.0,0.0
CCDC9,8.047,9.151
DCHS2,0.028999999999999998,0.028999999999999998
SMCR2,0.0,0.0
SLC25A33,9.255,9.068
OR52K3P,0.0,0.0
LINC02053,0.0,0.0
LY86-AS1,0.0,0.0
AC096921.1,0.0,0.0
KCNK15,0.102,0.036000000000000004
AC034236.3,0.0,0.0
NUP210,17.892,18.17
ZNF25-DT,0.0,0.0
ALX4,0.0,0.0
RBP5,0.0,0.015
SNRPGP6,0.0,0.0
MIR30B,0.0,0.0
PRKRA-AS1,1.811,1.761
ZNF519P4,0.0,0.0
MAD1L1,5.625,5.816
GDF9,0.325,0.465
NPIPB10P,0.0,0.0
CBLL2,0.0,0.0
TNFSF12,0.022000000000000002,0.023
AL162719.1,0.0,0.0
AC004890.2,0.591,0.774
COA4,34.775999999999996,33.507
WDR46,65.021,64.22800000000001
AC104692.1,0.0,0.0
AC005383.1,0.0,0.0
AL049780.2,0.581,0.245
IPO8,21.146,20.866
TMED4,32.306,30.743000000000002
IGFL3,0.0,0.0
MROH6,3.7,3.8110000000000004
ZNF322P1,0.0,0.0
MIR3926-1,0.0,0.0
OR8H2,0.0,0.0
AL034399.1,0.0,0.0
MOXD1,0.7909999999999999,0.816
TGM5,0.059000000000000004,0.049
HMGN1P12,0.0,0.0
LINC00624,0.008,0.0
ANKRD20A19P,0.015,0.0
MYORG,3.113,3.07
HAL,0.008,0.009000000000000001
GYG1P1,0.122,0.129
ZNF485,3.375,3.3480000000000003
RF00394,0.0,0.0
NRBF2P3,0.049,0.10400000000000001
FOXN3,4.0760000000000005,4.1610000000000005
IL18R1,0.069,0.07200000000000001
OR5F1,0.0,0.0
GSTA1,0.0,0.0
PRPF6,86.564,86.60799999999999
NOVA2,0.066,0.06
CCDC12,12.584000000000001,11.837
AP002495.2,0.7,0.627
AC010680.4,0.5489999999999999,0.909
OR8G7P,0.0,0.0
LHX5,0.0,0.0
AC003002.1,1.012,1.263
TRAV6,0.0,0.0
AC025262.1,0.07200000000000001,0.114
OR5M2P,0.0,0.0
MIR711,0.28,0.0
AC008687.4,0.29100000000000004,0.23
AL670729.3,0.0,0.0
GALNT12,0.027000000000000003,0.085
AC009088.4,0.0,0.0
CALY,0.0,0.0
AC074051.5,0.0,0.0
NPM1P32,0.353,0.149
TACC2,2.565,2.6919999999999997
CASC4,8.162,8.192
AC107959.1,0.113,0.109
OR51A3P,0.0,0.0
TMC8,0.055,0.066
TNIP2,58.967,58.943999999999996
AL512361.1,0.0,0.0
ZNF436,3.6860000000000004,3.366
CNBD2,0.809,1.013
MIR621,6.6579999999999995,5.376
CARMIL2,0.424,0.429
RPE,19.939,19.68
LRMP,0.0,0.0
AL035419.1,0.302,0.955
Z84723.1,0.193,0.203
EYA4,2.188,2.11
LTBR,0.09699999999999999,0.073
AC104365.3,0.0,0.0
AL392172.1,2.1519999999999997,1.952
IPO5,28.19,28.384
WDR31,1.062,1.046
SLAMF8,0.0,0.0
AL512652.2,0.025,0.026000000000000002
SIRT3,2.302,2.327
MICAL1,10.835,10.998
AC073073.2,0.38,0.45299999999999996
AL627422.2,0.016,0.1
PPP6R2P1,0.0,0.0
IDUA,1.092,1.2830000000000001
AC138207.5,0.0,0.0
DPY19L2P3,0.06,0.11599999999999999
DCAF4,16.148,16.299
SLIT2-IT1,0.0,0.0
RNASEH2C,10.25,9.871
OTC,0.0,0.0
RN7SL498P,0.0,0.0
AC023024.1,0.214,0.191
GIMAP2,0.0,0.0
THRB-AS1,0.0,0.006999999999999999
OR1A1,0.0,0.0
STARD7,39.715,38.532
AC137630.5,0.0,0.0
GNAI2P2,0.0,0.0
TH,0.0,0.0
AP000974.1,0.036000000000000004,0.15
AC120057.3,0.185,0.111
