genes,Calu3_polyA_series1-S2-4h-A,Calu3_polyA_series1-S2-4h-B,Calu3_polyA_series1-mock-4h-A,Calu3_polyA_series1-mock-4h-B,Calu3_polyA_series2-4h-S2-1,Calu3_polyA_series2-4h-S2-2,Calu3_polyA_series2-4h-mock-1,Calu3_polyA_series2-4h-mock-2
CEP170,5.975,6.601,4.773,5.7010000000000005,7.195,7.099,3.247,5.957999999999999
AC022497.1,0.025,0.042,0.061,0.025,0.027999999999999997,0.015,0.0,0.0
AC026771.1,0.0,0.0,0.0,0.0,0.126,0.135,0.0,0.0
ENPP7P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHAF1A,12.107999999999999,11.981,12.663,12.263,7.138,6.563,4.485,7.021
AC073167.1,0.0,0.0,0.0,0.162,0.09,0.0,0.0,0.0
RNU6-375P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02120,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0
AC097532.2,0.054000000000000006,0.046,0.266,0.11199999999999999,0.031,0.16699999999999998,0.532,0.077
AC026461.4,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1TD1,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.017
FYB1,1.879,1.426,1.692,1.5190000000000001,2.074,2.301,1.281,1.885
STON1-GTF2A1L,0.021,0.018000000000000002,0.026000000000000002,0.033,0.043,0.013000000000000001,0.0,0.046
RPS26P30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDZD8,9.972000000000001,10.81,9.008,9.277999999999999,6.447,6.792999999999999,4.0889999999999995,5.225
ANKRD34C,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
AC125421.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNH7,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0
LINC02556,0.0,0.0,0.0,0.0,0.0,0.162,0.863,0.0
AC113378.1,0.0,0.0,0.0,0.21100000000000002,0.0,0.126,0.0,0.0
AC090109.1,0.0,0.18899999999999997,0.0,0.115,0.127,0.0,0.0,0.0
KCNH4,0.024,0.0,0.0,0.025,0.0,0.0,0.0,0.0
TTC19,14.706,15.465,16.102999999999998,16.322,11.946,12.026,17.971,13.533
AC104389.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR10A6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF761,2.503,2.892,3.217,2.7939999999999996,2.5980000000000003,2.233,2.331,2.231
AC026316.4,0.325,0.142,0.507,0.091,0.27,0.218,0.09699999999999999,0.21100000000000002
AC001226.1,0.0,0.0,0.0,0.0,0.19399999999999998,0.10400000000000001,0.5539999999999999,0.121
AL356124.1,0.423,1.255,0.518,1.306,0.664,0.39,0.0,0.377
AC073136.1,0.856,0.51,0.659,0.522,0.434,0.331,0.0,0.226
NOTCH3,10.484000000000002,10.779000000000002,10.374,11.107999999999999,8.815,8.544,2.157,7.721
PPP1R2B,0.9179999999999999,0.6609999999999999,0.674,0.7090000000000001,1.205,1.212,0.75,1.048
AC080080.2,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0
AL033381.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007952.4,0.0,0.0,0.0,0.0,0.08199999999999999,0.08800000000000001,0.0,0.0
SKIL,22.471,24.281,17.527,19.750999999999998,25.53,25.034000000000002,19.6,20.921999999999997
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA11C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8A1,2.241,2.759,2.48,2.3609999999999998,2.131,1.7690000000000001,2.9619999999999997,2.511
GTF2IP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL573P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RELB,13.699000000000002,13.1,12.158,12.382,7.454,8.558,5.74,7.996
ZNF197,3.4989999999999997,3.2460000000000004,2.839,3.177,2.146,2.19,1.157,1.679
AC017002.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1RL-AS1,1.44,1.4240000000000002,1.2570000000000001,1.3430000000000002,1.297,1.3259999999999998,0.637,1.128
L34079.1,12.909,13.306,10.526,12.446,11.280999999999999,11.779000000000002,3.0380000000000003,10.448
CASR,1.835,1.949,1.965,1.99,1.534,1.4580000000000002,0.522,1.401
EMP3,7.002000000000001,6.405,7.612,6.69,7.071000000000001,8.152000000000001,14.879000000000001,9.232000000000001
AC090246.1,0.429,0.364,0.525,0.221,0.36700000000000005,0.263,0.0,0.306
TRIM29,0.036000000000000004,0.039,0.045,0.094,0.005,0.022000000000000002,0.0,0.006
OR2T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNHIT1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYGB,100.90700000000001,98.666,101.712,99.214,101.522,99.2,49.434,93.904
SNTA1,3.083,2.713,2.864,3.052,5.434,4.552,4.461,5.733
AC092134.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCMDC2,0.10099999999999999,0.037000000000000005,0.053,0.07400000000000001,0.049,0.062,0.0,0.051
LCN15,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.0
STIL,5.7170000000000005,6.077999999999999,6.318,5.973,5.33,5.325,2.7430000000000003,4.237
MIR4758,22.53,20.732,14.959000000000001,18.548,10.285,11.459000000000001,2.102,13.311
HSPB6,0.0,0.135,0.259,0.16399999999999998,0.091,0.065,0.0,0.076
RN7SL34P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL36P20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX17,54.943999999999996,55.998000000000005,52.505,53.162,41.328,41.607,24.274,35.63
BX005019.1,0.0,0.0,0.0,0.052000000000000005,0.057999999999999996,0.0,0.0,0.10800000000000001
GAGE10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTLL4,5.547999999999999,6.725,5.782,5.709,5.0969999999999995,4.638,1.5519999999999998,4.074
AL109804.1,2.114,1.31,1.89,2.092,1.392,2.0469999999999997,0.531,1.508
CCDC69,0.37,0.455,0.294,0.457,0.222,0.136,0.06,0.317
LINC00160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTCYBP3,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0
AL121950.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHFRP1,7.359,6.375,7.6,9.76,9.051,10.439,8.543,11.31
AC108064.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBBP5,0.09699999999999999,0.027999999999999997,0.079,0.067,0.055999999999999994,0.0,0.0,0.046
LINC01545,0.0,0.0,0.0,0.0,0.0,0.42200000000000004,0.0,0.12300000000000001
MANEAL,19.081,17.584,18.189,18.732,7.881,7.716,5.341,8.746
RPL21P127,0.0,0.0,0.0,0.0,0.109,0.0,0.0,0.0
AL157392.3,0.599,0.6679999999999999,0.696,0.58,0.363,0.316,0.249,0.284
HPN-AS1,0.0,0.0,0.0,0.0,0.0,0.05,0.531,0.057999999999999996
AC005476.1,0.461,0.585,0.282,0.237,0.92,0.565,1.504,1.149
AP001331.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDX6,103.59200000000001,105.06200000000001,103.429,98.296,147.994,147.28,150.856,137.489
HTT,3.3339999999999996,3.557,3.304,3.397,1.8630000000000002,1.74,0.648,1.659
MTND3P6,0.0,0.0,0.0,0.27699999999999997,0.0,0.0,0.0,0.0
PTPN4,2.926,3.2560000000000002,3.0060000000000002,2.955,1.886,1.805,0.922,1.699
PSMB7,49.743,49.742,59.838,55.553999999999995,85.271,88.119,130.54399999999998,96.162
RN7SL370P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MROH1,7.898,8.207,7.638999999999999,7.747000000000001,5.358,4.868,1.4509999999999998,4.752
AL133320.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POC1B-AS1,0.466,0.462,0.445,0.503,0.376,0.488,0.557,0.47
RPS26P41,0.0,0.0,0.0,0.0,0.0,0.0,1.051,0.0
ZNF20,0.413,0.473,0.505,0.36700000000000005,0.6559999999999999,0.7190000000000001,0.765,0.541
RNU6-142P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLKL,9.652000000000001,9.908999999999999,9.908999999999999,9.783,5.324,5.392,3.094,5.439
C11orf49,3.2230000000000003,3.3569999999999998,3.307,3.612,3.452,3.4789999999999996,3.7460000000000004,3.6319999999999997
AC073575.2,0.583,0.741,0.535,0.75,0.33299999999999996,0.268,0.0,0.41600000000000004
AC211469.2,0.0,0.0,0.0,0.45899999999999996,0.0,0.0,0.0,0.0
AC234781.2,0.184,0.078,0.225,0.18899999999999997,0.052000000000000005,0.282,0.0,0.131
RPS2P52,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.0
AIMP1,22.715,22.464000000000002,22.239,22.894000000000002,22.538,22.93,20.359,21.7
SLK,19.852,19.284000000000002,18.046,20.932,11.75,12.681,9.138,10.091000000000001
AL606760.3,0.0,0.043,0.0,0.0,0.015,0.0,0.0,0.0
AL391095.1,0.821,0.619,1.1159999999999999,0.9390000000000001,0.364,0.56,1.6380000000000001,0.293
TTC39A-AS1,0.374,0.317,0.0,0.231,0.256,0.184,0.0,0.053
ZNF300,3.9789999999999996,4.163,4.461,3.497,6.917999999999999,6.5889999999999995,2.842,5.334
PTPRM,3.315,3.4589999999999996,3.264,2.898,1.617,1.423,0.5429999999999999,1.409
PHF14,5.156000000000001,5.034,4.547,5.061,4.547,4.672,4.652,3.9610000000000003
GLT8D2,0.055999999999999994,0.0,0.068,0.057999999999999996,0.032,0.017,0.0,0.02
KBTBD7,3.051,2.7,2.551,3.159,2.435,2.193,2.207,1.79
GOLGA8A,3.866,4.78,3.6439999999999997,4.069,3.072,2.818,4.643,2.395
SMIM11B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLP2,197.831,186.99099999999999,189.791,184.517,234.1,246.445,210.06,243.451
IL22RA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC021127.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02577,0.621,0.508,0.602,0.551,0.647,0.552,0.21,0.626
MIR3131,2.9019999999999997,2.459,1.775,2.986,0.828,2.6719999999999997,0.0,0.0
RF00494,0.5710000000000001,0.484,0.6990000000000001,1.176,0.978,0.701,3.7310000000000003,0.0
MRPS24,18.057000000000002,16.389,18.612000000000002,16.922,26.28,27.096999999999998,84.725,33.714
UGT1A8,8.312000000000001,8.089,9.371,8.84,9.404,9.735,18.309,9.717
LMF2,31.971,30.66,32.135,32.071,26.055,25.866999999999997,13.049000000000001,24.944000000000003
AL035409.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAVIN2,0.03,0.025,0.0,0.0,0.051,0.037000000000000005,0.0,0.0
AC129492.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR1H3,2.5810000000000004,2.717,2.984,2.116,3.486,3.1189999999999998,3.752,3.608
LRRFIP2,4.436,4.101,4.095,3.948,3.9,4.374,3.747,3.67
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYW5,1.819,1.91,2.022,1.921,1.521,1.68,1.601,1.7480000000000002
RSRC2,9.345,9.842,8.591000000000001,9.003,9.006,9.753,6.519,7.856
RN7SL220P,0.0,0.258,0.0,0.627,0.348,0.187,0.0,0.0
RPL23AP65,0.7809999999999999,0.331,0.7170000000000001,0.603,1.895,0.24,3.1889999999999996,0.696
EP300,9.386000000000001,10.221,8.467,9.075,5.235,5.341,0.894,3.805
AL139254.2,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0.0
AC005863.1,0.0,0.026000000000000002,0.0,0.0,0.0,0.0,0.19899999999999998,0.0
AP000919.1,1.159,1.04,1.334,0.772,0.934,0.753,0.223,0.68
AC096564.2,0.028999999999999998,0.0,0.0,0.0,0.017,0.036000000000000004,0.0,0.0
LINC00376,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0
AP000442.2,0.48100000000000004,0.204,0.294,0.124,0.20600000000000002,0.295,0.0,0.6859999999999999
AL353726.1,0.457,0.077,0.11199999999999999,0.47,0.574,0.281,0.597,0.196
ACSBG1,0.045,0.0,0.040999999999999995,0.092,0.045,0.034,0.073,0.07200000000000001
SLC43A3,28.320999999999998,29.509,30.022,30.07,19.163,18.794,16.454,18.873
AC107308.1,0.304,0.515,0.371,0.313,0.17300000000000001,0.5589999999999999,0.0,0.65
AACS,3.602,4.101,3.7289999999999996,3.841,2.787,2.8789999999999996,1.6,2.735
AL137074.1,0.0,0.33299999999999996,0.0,0.20199999999999999,0.0,0.0,0.0,0.0
LRRC37A2,0.534,0.665,0.43,0.578,0.591,0.41100000000000003,0.133,0.449
RPS4XP3,21.69,19.509,24.363000000000003,21.636999999999997,23.744,25.677,15.9,23.355999999999998
SLC35C1,8.745,9.407,8.487,9.751,7.202000000000001,6.875,4.1080000000000005,7.393
GATAD2B,3.965,4.618,3.181,3.592,2.635,2.701,1.3559999999999999,2.115
LRRC3C,0.0,0.0,0.0,0.0,0.059000000000000004,0.064,2.72,0.14800000000000002
RASGRP2,0.0,0.0,0.037000000000000005,0.015,0.026000000000000002,0.009000000000000001,0.147,0.032
RNU6-783P,0.871,0.0,0.0,0.0,0.0,0.0,5.685,1.2409999999999999
AC090578.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAGE2B,0.0,0.0,0.0,0.0,0.20600000000000002,0.0,0.0,0.0
STK17A,15.972000000000001,14.886,14.42,13.985999999999999,23.625,23.311,36.45,26.023000000000003
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,8.866,0.0
ARMCX5,5.37,4.763999999999999,5.178999999999999,4.922,5.396,5.364,3.312,4.891
CNPY4,2.275,1.8330000000000002,2.0069999999999997,1.7269999999999999,2.852,3.48,2.253,3.031
Z83840.1,0.72,1.423,2.201,1.7280000000000002,0.821,1.62,3.134,1.197
PIN4P1,1.1540000000000001,1.565,2.823,2.375,5.1370000000000005,4.8180000000000005,7.537000000000001,4.773
AL645922.1,37.179,35.68,50.981,47.506,16.447,17.52,16.835,19.598
SIAH2-AS1,0.207,0.527,0.507,0.42700000000000005,0.0,0.127,8.122,0.29600000000000004
C14orf177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006064.6,24.033,24.646,23.326999999999998,23.35,17.92,17.948,6.433,16.52
OSBPL9P2,0.07400000000000001,0.18899999999999997,0.182,0.306,0.085,0.0,0.0,0.106
HECA,1.5219999999999998,1.7009999999999998,1.604,1.466,1.45,1.8880000000000001,1.216,1.431
AL137058.2,1.686,1.5730000000000002,2.327,2.323,1.58,2.041,0.455,2.106
EIF4A1P12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP002380.1,0.0,0.027000000000000003,0.039,0.033,0.018000000000000002,0.0,0.0,0.023
TTC6,0.415,0.371,0.401,0.461,0.337,0.282,0.39299999999999996,0.304
SPATA3,0.0,0.0,0.0,0.033,0.0,0.0,0.105,0.046
MRPL3,133.461,129.862,144.494,136.989,148.60299999999998,146.94,118.074,159.35399999999998
PRDM16,0.0,0.0,0.011000000000000001,0.0,0.005,0.0,0.0,0.0
SLC25A31,0.0,0.0,0.0,0.052000000000000005,0.028999999999999998,0.031,0.0,0.0
SAMD15,0.8390000000000001,0.74,0.556,0.899,0.738,0.601,0.228,0.5479999999999999
HMGA1P3,1.411,0.239,0.69,0.581,1.127,0.693,0.0,0.603
ZNF382,0.162,0.24,0.188,0.183,0.115,0.159,0.21100000000000002,0.184
AC103591.1,1.315,0.975,1.005,1.015,0.938,0.303,1.074,1.2890000000000001
AL356800.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP006245.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK2P1,0.635,1.047,0.7759999999999999,0.687,0.515,0.677,0.327,0.5720000000000001
AC106820.2,0.0,0.047,0.034,0.028999999999999998,0.016,0.0,0.0,0.0
AC099489.1,0.091,0.057999999999999996,0.09300000000000001,0.109,0.1,0.079,0.07400000000000001,0.065
RPS8,199.66400000000002,191.456,208.05900000000003,195.28599999999997,329.3,343.49300000000005,515.842,333.861
UBE2R2-AS1,0.0,0.12,0.0,0.0,0.242,0.087,0.0,0.201
LINC01664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INPP4B,8.861,9.738,8.318,8.846,10.19,9.531,6.39,9.012
ABCC4,2.458,2.658,2.721,2.7030000000000003,1.771,1.801,1.003,1.715
BNIP3P1,0.231,0.782,0.423,0.17800000000000002,0.7240000000000001,1.4869999999999999,0.9420000000000001,0.74
SNORD116-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRE,3.176,3.4130000000000003,3.449,3.156,1.84,2.023,0.807,1.492
DLX6,0.265,0.27,0.22699999999999998,0.109,0.091,0.098,0.17300000000000001,0.057
LINC01792,0.045,0.038,0.0,0.0,0.0,0.027000000000000003,0.146,0.0
AC016526.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006238.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC124798.1,1.173,1.344,1.28,0.946,0.271,0.23399999999999999,0.518,0.18100000000000002
MIR3651,1.016,0.0,0.0,0.523,0.29,0.623,0.0,0.0
PROSER3,3.005,3.4160000000000004,3.022,3.464,2.5469999999999997,2.6689999999999996,1.368,1.865
MIR6499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-379P,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0
PAK1IP1,25.868000000000002,25.485,28.701999999999998,26.866,26.508000000000003,27.079,27.634,28.159000000000002
MIR3648-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHDC1,3.514,3.2489999999999997,3.032,2.88,2.64,2.093,1.439,1.995
LINC00410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.11699999999999999,0.0
AC090771.1,0.33899999999999997,0.14400000000000002,0.415,0.40700000000000003,0.193,0.312,0.0,0.201
LINC01444,0.342,0.11599999999999999,0.335,0.282,0.078,0.042,0.67,0.146
AC131532.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC090058.1,0.21,0.0,0.0,0.21600000000000003,0.0,0.129,0.0,0.3
CDK20,1.564,1.7590000000000001,1.347,1.38,1.8219999999999998,1.695,1.355,1.844
OGA,10.04,10.390999999999998,11.138,10.033,10.839,10.809000000000001,7.042999999999999,9.12
AP001107.7,0.0,0.0,0.0,0.0,0.0,0.413,1.097,0.24
GZMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGCL,4.613,3.923,5.9,4.981,6.441,6.301,6.046,6.555
HNRNPA3P5,2.085,2.697,3.0869999999999997,3.952,4.508,5.456,3.583,4.538
SEPHS2,49.521,49.563,54.869,54.535,59.909,56.99,48.324,58.50899999999999
XIST,0.0,0.003,0.004,0.004,0.004,0.004,0.065,0.005
LINC01748,0.009000000000000001,0.0,0.0,0.0,0.005,0.0,0.027999999999999997,0.0
RETREG3,9.292,9.592,9.105,9.543,7.1979999999999995,8.179,4.873,7.372999999999999
TM4SF1-AS1,0.982,0.915,1.081,0.10099999999999999,1.345,1.266,2.885,1.54
DAGLA,3.799,3.888,3.779,3.925,3.013,2.6319999999999997,0.618,2.54
AC090116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGPD1,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0
POC1B,3.4539999999999997,3.9760000000000004,3.9819999999999998,3.701,4.059,4.221,4.697,3.787
PODXL2,11.684000000000001,12.110999999999999,12.285,12.931,6.067,6.372000000000001,4.803,7.492000000000001
MIR3960,1.175,1.703,0.0,1.034,0.0,0.0,0.0,0.0
AC092042.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2RY4,0.115,0.049,0.0,0.059000000000000004,0.0,0.035,0.0,0.0
CASC15,0.054000000000000006,0.051,0.025,0.035,0.084,0.09699999999999999,0.297,0.122
LINC00349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIST3H2A,5.822,3.722,4.622,4.309,5.012,6.019,4.335,5.972
RFWD3,14.13,14.46,15.030999999999999,14.147,9.865,9.56,4.947,8.884
MYL7,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0
AC145285.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC084855.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS31P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZHX2,7.739,7.272,6.904,6.506,5.13,4.505,2.614,4.128
GAPDHP56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM84A,0.44799999999999995,0.41700000000000004,0.521,0.54,0.256,0.28800000000000003,0.428,0.21
ZNF511,4.373,5.432,4.64,4.294,6.392,6.569,12.714,8.585
NCK1-DT,3.0060000000000002,3.415,4.851,3.423,4.636,4.888999999999999,6.475,4.561
RNU4-29P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5004,3.417,3.62,3.135,3.9560000000000004,1.706,1.311,0.0,1.218
KCNQ1OT1,0.085,0.10099999999999999,0.083,0.09699999999999999,0.04,0.036000000000000004,0.07200000000000001,0.022000000000000002
ZNF285,1.109,0.9740000000000001,0.708,1.069,1.272,1.226,0.956,1.085
RPL3P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOLGA1,4.1080000000000005,4.093,3.7889999999999997,3.8760000000000003,2.946,2.853,2.331,2.2359999999999998
LENG8,28.6,32.155,27.011999999999997,29.154,24.463,22.985,6.7829999999999995,19.828
AL512624.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUC20P1,5.296,6.21,7.497999999999999,8.193,3.353,2.906,0.0,2.535
OR5B21,0.0,0.0,0.0,0.0,0.055999999999999994,0.0,0.0,0.0
MIR6830,0.0,1.107,0.0,0.672,0.745,1.202,2.1319999999999997,1.3969999999999998
AC016598.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM207A,11.622,13.724,13.495999999999999,10.549000000000001,10.767000000000001,12.184000000000001,29.209,14.850999999999999
RN7SL689P,4.001,2.0869999999999997,1.506,2.85,0.35100000000000003,0.5670000000000001,0.0,1.097
OR2W6P,0.0,0.083,0.0,0.1,0.0,0.06,0.0,0.069
USP1,27.217,27.873,28.866999999999997,28.785,21.099,20.057000000000002,19.673,18.783
HNRNPA1P64,0.0,0.084,0.0,0.102,0.0,0.0,0.0,0.0
LDHAL6B,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0
LINC00861,0.0,0.009000000000000001,0.0,0.0,0.006,0.0,0.0,0.0
HLCS,2.642,3.378,2.735,2.9210000000000003,1.706,1.643,0.795,1.5119999999999998
AP001972.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5329999999999999,0.0
SLPI,43.711000000000006,45.625,48.958999999999996,41.666000000000004,59.773999999999994,65.71300000000001,231.875,89.236
LINC02277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND3P5,0.0,0.0,0.0,0.282,0.0,0.0,0.0,0.0
RNU6-304P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF4,0.02,0.039,0.032,0.03,0.026000000000000002,0.024,0.182,0.027999999999999997
TDRD9,0.017,0.013999999999999999,0.040999999999999995,0.0,0.019,0.02,0.653,0.012
AC092145.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009884.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00017,0.0,0.0,0.0,0.0,0.19899999999999998,0.0,2.278,0.0
AKAP1,16.33,15.654000000000002,14.383,16.082,11.145,11.106,6.596,10.167
HOMEZ,4.84,4.5360000000000005,3.5860000000000003,3.96,3.681,3.7569999999999997,3.452,3.61
RPS5P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARMC4P1,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC144NL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTSL4-AS1,0.29600000000000004,0.23600000000000002,0.32,0.233,0.139,0.214,0.228,0.062
STXBP6,1.45,1.661,1.7180000000000002,1.912,1.345,1.482,1.258,1.47
NUDT6,0.61,0.552,0.746,0.542,0.6890000000000001,0.63,0.815,0.8109999999999999
CES1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL807752.2,0.0,0.0,0.0,0.0,0.17300000000000001,0.0,0.0,0.0
SNX24,7.183,7.515,7.08,7.392,9.549,10.579,8.764,8.837
MIR3665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGBL5,4.897,4.781000000000001,4.677,5.412999999999999,4.166,4.28,3.051,4.5280000000000005
AP2A2,11.96,11.220999999999998,11.484000000000002,12.102,9.514,9.361,6.194,9.312000000000001
AL162311.2,2.1919999999999997,2.404,4.573,2.653,3.016,3.0860000000000003,0.0,3.3089999999999997
SPARC,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0
NDFIP2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HHATL-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LASP1,127.165,124.613,118.955,124.67,109.00399999999999,113.42,56.032,102.736
AC010463.3,0.0,0.31,0.22399999999999998,0.0,0.0,0.11199999999999999,0.597,0.0
GALR1,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0
CRYGN,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0
AC008147.3,0.0,0.0,0.0,0.0,0.295,0.0,0.0,0.0
SNORA70I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL162377.1,0.33299999999999996,0.408,0.408,0.381,0.127,0.341,0.484,0.502
MEIS3P1,5.916,4.367,5.018,4.026,3.321,2.987,1.246,2.9939999999999998
AC008655.1,0.2,0.0,0.0,0.0,0.0,0.12300000000000001,0.0,0.0
MTND5P28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX55P1,0.065,0.0,0.237,0.133,0.111,0.0,0.0,0.092
AC024681.1,0.0,0.159,0.0,0.0,0.0,0.0,0.0,0.0
CACTIN-AS1,0.096,0.0,0.057999999999999996,0.049,0.0,0.059000000000000004,0.0,0.136
PRRC2C,22.619,25.079,21.258000000000003,22.485,12.877,13.373,9.919,10.296
LINC00636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDK1,1.3719999999999999,1.845,1.879,1.796,1.4809999999999999,1.4240000000000002,0.584,1.287
AC068987.5,0.46299999999999997,0.392,0.22699999999999998,0.191,0.21100000000000002,0.171,0.605,0.462
RPS2P45,0.0,0.065,0.0,0.0,0.0,0.0,0.7559999999999999,0.083
AL162417.1,2.665,2.415,2.354,2.069,1.725,2.12,0.44299999999999995,1.768
IRF5,2.254,2.115,1.895,2.153,1.849,1.6669999999999998,1.511,1.9369999999999998
