genes,Calu3_polyA_series1-S2-12h-A,Calu3_polyA_series1-S2-12h-B,Calu3_polyA_series2-12h-S2-1,Calu3_polyA_series2-12h-S2-2,Calu3_polyA_series2-12h-mock-1,Calu3_polyA_series2-12h-mock-2
TRIO,16.625,17.057000000000002,11.354000000000001,12.11,7.742000000000001,6.28
GAS2L2,0.0,0.0,0.024,0.03,0.0,0.0
AC007686.1,0.0,0.0,0.0,0.196,0.0,0.179
GNLY,0.0,0.0,0.024,0.03,0.0,0.027000000000000003
RPS2P41,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD23,0.5660000000000001,0.73,0.799,0.862,0.8270000000000001,0.9590000000000001
TAS2R8,0.0,0.0,0.059000000000000004,0.0,0.0,0.067
AC055855.2,0.0,0.0,0.0,0.0,0.261,0.0
FGF9,0.0,0.0,0.016,0.0,0.0,0.0
OR7E29P,0.0,0.0,0.0,0.0,0.0,0.0
GPAT2P1,0.0,0.0,0.0,0.0,0.0,0.0
AC103798.1,0.0,0.0,0.0,0.0,0.0,0.0
NCAPD3,16.084,17.233,10.943,9.009,14.709000000000001,13.669
AC019080.5,0.0,0.66,0.584,0.7190000000000001,0.1,0.21899999999999997
RPL10P18,0.0,0.0,0.239,0.0,0.0,0.268
S1PR2,1.764,1.474,1.113,1.133,1.025,0.887
SSUH2,0.0,0.0,0.047,0.013999999999999999,0.012,0.026000000000000002
AC008834.1,0.0,0.0,0.0,0.0,0.0,0.0
SNCG,0.848,0.988,1.4580000000000002,2.369,2.2680000000000002,2.752
CARMIL3,0.0,0.075,0.066,0.027000000000000003,0.023,0.0
AC005786.4,0.0,0.0,0.0,0.0,0.0,0.0
GOLGA8J,0.0,0.0,0.0,0.0,0.0,0.0
MPP3,2.1069999999999998,1.835,1.4769999999999999,1.6159999999999999,1.2930000000000001,1.494
RPA4,0.45799999999999996,0.0,0.142,0.057999999999999996,0.09699999999999999,0.053
RN7SKP192,0.0,0.0,0.0,0.0,0.0,0.0
DERL3,0.423,0.526,0.42700000000000005,0.478,0.715,0.6759999999999999
POLR2CP1,0.0,0.0,0.0,0.11900000000000001,0.0,0.0
AL133517.1,0.47700000000000004,0.33399999999999996,0.19699999999999998,0.97,0.20199999999999999,1.329
OR7E108P,0.0,0.252,0.07400000000000001,0.0,0.076,0.0
FAM153A,0.021,0.0,0.043,0.053,0.035,0.078
FERMT3,2.4459999999999997,2.199,3.1010000000000004,3.1660000000000004,1.501,1.216
AL355375.1,0.0,0.0,0.0,0.0,0.0,0.0
MCPH1-AS1,0.0,0.08199999999999999,0.048,0.11900000000000001,0.099,0.0
AC009963.3,0.36700000000000005,0.0,0.0,0.0,0.0,0.341
RF00019,0.0,0.0,0.0,0.0,0.0,0.8370000000000001
LINC01941,0.0,0.0,0.0,0.0,0.0,0.0
PSTPIP1,0.0,0.0,0.0,0.0,0.0,0.0
AC009962.1,0.187,0.327,0.309,0.5,0.218,0.348
VDAC1P2,2.521,2.35,2.515,2.455,2.396,1.754
RN7SKP239,0.605,0.0,0.0,0.0,0.0,0.0
KCTD3,13.203,12.742,14.722000000000001,12.767000000000001,13.427999999999999,13.489
AC010525.1,0.0,0.0,0.0,0.20600000000000002,0.171,0.7509999999999999
AC103726.2,0.0,0.0,0.0,0.0,0.0,0.0
Z99127.3,0.452,0.632,0.187,0.23,0.0,0.629
TM4SF18,0.08199999999999999,0.172,0.11800000000000001,0.062,0.225,0.19
AC087636.1,0.0,0.0,0.0,0.0,0.0,0.0
RNVU1-15,0.0,0.0,0.0,0.0,0.457,1.506
DNAJB12,11.159,9.911,9.783,10.655999999999999,8.21,9.283
AL035425.3,0.0,0.0,0.0,0.036000000000000004,0.015,0.0
AC139451.1,0.0,0.0,0.0,0.0,0.0,0.0
MIR5193,17.2,9.164,4.058,8.738999999999999,1.3840000000000001,1.52
HOXC4,0.0,0.0,0.0,0.033,0.027000000000000003,0.15
SAPCD2,14.793,18.855999999999998,19.752,16.865,21.678,22.848000000000003
SLC2A3,0.08800000000000001,0.040999999999999995,0.0,0.015,0.012,0.027000000000000003
AP003392.2,0.0,0.0,0.0,0.0,0.0,0.0
Z98742.2,0.0,0.0,0.0,0.0,0.0,0.0
DLAT,14.894,13.284,11.886,9.934,14.116,13.409
AC092608.1,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-46P,3.235,4.524,2.404,1.972,0.547,2.101
TTC36,0.265,0.247,0.073,0.0,0.41100000000000003,0.12300000000000001
AL080313.2,0.0,0.0,0.0,0.0,0.0,0.0
MOB2,5.775,6.318,8.904,8.543,8.1,8.22
PSMA6P2,0.521,2.548,0.752,1.851,0.77,1.328
BMP4,5.247999999999999,5.968,5.547000000000001,4.835,5.263,5.1370000000000005
NRXN2,0.0,0.0,0.0,0.009000000000000001,0.0,0.008
HAUS6P2,0.0,0.0,0.0,0.0,0.0,0.034
GOT1,10.46,11.538,18.185,17.142,20.385,18.624000000000002
AL109659.1,0.0,0.0,0.0,0.0,0.0,0.0
AC144833.1,0.0,0.0,0.0,0.0,0.0,0.0
RPL7P42,0.0,0.0,0.0,0.0,0.0,0.0
AC007956.1,0.0,0.0,0.0,0.0,0.0,0.0
MIR3155A,0.0,0.0,0.0,0.0,0.0,0.0
WASH6P,0.387,0.27,0.295,0.275,0.294,0.377
AP003392.5,0.0,0.0,0.71,0.0,0.0,0.0
FAM129A,0.214,0.18,0.15,0.142,0.1,0.22899999999999998
LINC00114,0.0,0.127,0.0,0.046,0.0,0.0
AC068733.3,0.055999999999999994,0.235,0.162,0.057,0.047,0.20800000000000002
AC026407.1,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DPA1,2.05,1.607,0.6409999999999999,0.773,0.7609999999999999,0.62
ZNF415,0.0,0.0,0.02,0.0,0.0,0.0
RPS20P21,0.0,0.364,0.215,0.132,0.11,0.121
AL137847.2,0.0,0.165,0.09699999999999999,0.0,0.0,0.055
KREMEN2,0.305,0.213,0.441,0.426,0.451,0.28300000000000003
OSTCP8,0.0,0.0,0.165,0.203,0.0,0.0
CCDC15,0.40700000000000003,1.294,0.7490000000000001,0.696,0.845,0.8590000000000001
AC011500.3,0.0,0.0,0.114,0.0,0.0,0.256
ABHD17A,4.421,4.962,5.896,4.493,6.303999999999999,7.111000000000001
RPSAP71,0.0,0.0,0.0,0.0,0.0,0.19
RNY1P10,0.0,0.0,0.0,0.0,0.0,0.0
AL132708.1,0.0,0.0,0.0,0.0,0.0,0.0
RNU7-90P,0.0,0.0,0.0,0.0,0.0,0.0
REP15,0.6629999999999999,0.46299999999999997,0.41,0.252,0.35,0.6920000000000001
MEF2C,1.3969999999999998,1.402,0.9159999999999999,1.227,0.7440000000000001,0.853
AC027796.4,1.226,1.429,1.012,0.727,0.9490000000000001,1.137
AL359232.1,0.099,0.139,0.12300000000000001,0.151,0.252,0.27699999999999997
AC073896.2,0.93,2.6010000000000004,1.4080000000000001,2.048,0.655,2.445
H1FX,84.917,86.804,93.404,95.929,101.066,116.54799999999999
SSPN,1.021,0.659,0.54,0.838,1.172,0.935
AGRN,98.441,96.137,65.694,69.574,59.935,56.008
DMAC1,6.807,6.407,15.537,15.995999999999999,18.97,19.737000000000002
CYB5D2,0.736,0.687,1.6219999999999999,1.538,1.902,2.164
FCRLA,0.0,0.0,0.0,0.0,0.023,0.025
HOXD1,0.18899999999999997,0.0,0.11699999999999999,0.0,0.04,0.17600000000000002
AL078590.1,0.0,0.0,0.0,0.0,0.0,0.0
AC135457.1,0.0,0.0,0.222,0.0,0.0,0.0
CTBP2P7,0.0,0.0,0.0,0.073,0.091,0.0
AC103988.1,0.24600000000000002,0.0,0.305,0.125,0.10400000000000001,0.22899999999999998
AC093270.2,0.0,0.315,0.0,0.0,0.0,0.0
AC006486.2,0.081,0.22699999999999998,0.235,0.165,0.24,0.414
AL357563.1,0.0,0.0,0.0,0.0,0.0,0.0
MIR6865,0.0,1.921,0.5670000000000001,0.0,0.58,1.912
POLRMTP1,0.584,0.408,0.784,0.445,0.638,0.79
AL731537.1,0.424,0.0,0.0,0.0,0.0,0.0
HP1BP3,13.17,13.73,10.495999999999999,10.540999999999999,13.901,12.97
AC005332.7,0.0,0.0,0.0,0.147,0.0,0.0
DKKL1,0.0,0.0,0.05,0.0,0.0,0.397
AC021242.3,1.297,0.725,0.7490000000000001,0.527,0.657,0.902
AL139288.1,0.38299999999999995,0.0,0.079,0.0,0.081,0.266
SPTLC3,0.7959999999999999,1.347,0.778,0.755,0.805,0.612
TPRA1,13.370999999999999,13.014000000000001,12.023,12.635,10.97,10.933
AC004257.1,0.0,0.0,0.0,0.0,0.0,0.0
AC016876.2,44.758,44.683,48.214,47.093999999999994,48.608999999999995,47.92
LRRIQ4,0.195,0.273,0.20199999999999999,0.19899999999999998,0.083,0.18100000000000002
GVINP1,0.063,0.0,0.0,0.022000000000000002,0.0,0.01
AL731563.2,0.0,0.0,0.0,0.0,0.0,0.0
AC068657.1,0.0,0.0,0.24100000000000002,1.186,1.2329999999999999,0.541
ANKRD31,0.142,0.19899999999999998,0.32899999999999996,0.26,0.132,0.23800000000000002
SPO11,0.0,0.0,0.0,0.0,0.0,0.044000000000000004
PTGDR,0.0,0.0,0.0,0.0,0.0,0.0
COLCA2,0.34700000000000003,0.243,0.43,0.529,0.879,0.603
SNORD64,0.0,0.0,0.0,0.0,0.0,0.0
RPL5P34,1.202,1.682,3.7230000000000003,2.7489999999999997,3.387,3.161
FAM66B,0.053,0.0,0.08800000000000001,0.217,0.09,0.07400000000000001
GUCY2F,0.0,0.0,0.02,0.0,0.040999999999999995,0.045
KRT18P29,0.141,0.0,0.057999999999999996,0.28600000000000003,0.23800000000000002,0.0
GOLGA6L3,0.0,0.0,0.0,0.0,0.0,0.0
RF00026,0.0,0.0,0.0,0.0,0.0,0.0
AC103810.8,0.0,0.0,0.32899999999999996,0.0,0.0,0.0
CA5BP1,5.336,4.5089999999999995,3.733,3.1260000000000003,2.865,3.1630000000000003
MIR3138,0.0,0.0,0.0,0.0,0.0,0.0
FOXF2,0.0,0.0,0.0,0.0,0.0,0.0
SCGN,0.9640000000000001,0.8420000000000001,1.3430000000000002,1.653,2.443,3.41
BCOR,3.971,4.4719999999999995,2.847,3.196,2.958,2.4330000000000003
PAK1,13.039000000000001,13.517999999999999,15.002,15.368,13.737,13.374
SCG3,0.0,0.0,0.0,0.0,0.024,0.0
SF3B3,24.504,24.335,16.778,16.448,14.886,14.231
MESP1,0.452,0.632,0.467,0.728,1.6880000000000002,1.2590000000000001
AC021188.1,0.24100000000000002,0.0,0.05,0.12300000000000001,0.0,0.0
ROBO3,0.026000000000000002,0.036000000000000004,0.042,0.039,0.086,0.036000000000000004
AC026691.1,0.177,0.0,0.0,0.09,0.11199999999999999,0.08199999999999999
KRT18P23,0.0,0.0,0.057,0.071,0.0,0.0
WDR7-OT1,3.95,2.431,1.631,1.445,2.2030000000000003,1.1
CRTAM,0.0,0.0,0.055,0.068,0.055999999999999994,0.062
AC130466.1,0.0,0.0,0.0,0.0,0.0,0.015
CCDC200,0.0,0.0,0.0,0.0,0.0,0.0
AL391834.2,0.654,0.0,0.675,0.498,0.8290000000000001,0.91
MIR3161,0.0,0.0,0.0,0.0,0.0,0.0
AP004372.1,0.0,0.0,0.0,0.0,0.0,0.0
LINC02080,0.0,0.0,0.024,0.0,0.049,0.161
AC010878.1,0.682,0.23800000000000002,0.35200000000000004,0.34700000000000003,0.28800000000000003,0.237
MPZL3,5.7379999999999995,5.392,6.755,6.332000000000001,5.152,4.013999999999999
AL359091.5,0.43700000000000006,0.611,1.262,0.222,0.738,1.013
U62317.3,0.0,0.0,0.0,0.0,0.0,0.555
GGCX,7.416,7.189,6.115,6.051,7.162000000000001,7.409
MIR4723,0.0,0.0,1.21,0.37,0.466,2.045
EFTUD2,18.008,18.065,13.33,13.117,14.742,14.294
TBP,5.007,7.002000000000001,4.834,4.736000000000001,4.817,4.753
AC006538.1,0.0,0.158,0.14,0.114,0.095,0.157
AC016588.1,0.0,0.0,0.0,0.0,0.0,0.0
SAR1AP4,0.0,0.0,0.0,0.0,0.0,0.14
GAPDHP1,35.177,29.319000000000003,79.79899999999999,81.154,73.637,65.444
RN7SKP117,0.6759999999999999,0.0,0.0,0.0,0.28600000000000003,0.314
FO393411.1,26.357,26.16,66.516,76.03399999999999,52.628,56.604
AC093159.2,0.0,0.0,0.0,0.0,0.0,0.0
SORCS3,0.0,0.0,0.0,0.0,0.0,0.0
KDM6B,7.38,7.2589999999999995,5.412999999999999,5.587000000000001,2.474,2.488
AL356488.2,0.209,0.292,0.518,0.637,0.53,0.679
CMTM2,0.0,0.217,0.32,0.631,0.131,0.28800000000000003
TUBBP9,0.0,0.0,0.0,0.0,0.0,0.0
MCM6,36.228,38.347,21.909000000000002,20.141,29.209,29.046999999999997
RNU7-57P,0.0,0.0,0.0,0.0,0.0,0.0
AC092111.2,0.0,0.0,0.0,0.0,0.0,0.0
LINC00615,0.0,0.0,0.052000000000000005,0.065,0.054000000000000006,0.11800000000000001
AC092295.1,0.0,0.0,0.0,0.0,0.0,0.0
AC129915.3,0.0,0.0,0.0,0.0,0.0,0.0
AC036103.1,0.0,0.0,0.075,0.0,0.0,0.0
MTDHP5,0.0,0.0,0.0,0.0,0.0,0.0
TMX3,16.639,16.262999999999998,12.868,12.425999999999998,14.222999999999999,12.658
CDKAL1,9.971,9.17,5.558,6.269,5.869,5.382000000000001
RPL13AP,0.0,0.0,0.0,0.0,0.0,0.0
DNM3OS,0.0,0.0,0.0,0.0,0.0,0.052000000000000005
PRMT5,26.869,27.974,32.176,29.244,37.696,39.875
Z99916.2,0.0,0.0,0.0,0.0,0.0,0.0
HACD4,0.039,0.027000000000000003,0.04,0.079,0.107,0.07200000000000001
MIR561,1.841,0.0,2.28,0.935,0.0,0.0
AC068276.1,0.0,0.0,0.0,0.239,0.0,0.0
RF00409,0.0,0.0,0.0,0.0,0.0,0.0
AL359918.1,3.4130000000000003,3.305,3.9019999999999997,3.736,3.19,3.7460000000000004
SLITRK4,0.0,0.0,0.0,0.0,0.008,0.018000000000000002
UNGP3,0.265,0.0,0.218,0.134,0.0,0.245
MYEOV,20.299,21.991999999999997,33.167,28.933000000000003,33.481,33.802
ATP6V1G1,29.558000000000003,32.4,34.053000000000004,33.082,37.509,37.781
ADAMTS2,0.0,0.0,0.0,0.0,0.0,0.0
PIM2,3.298,3.5269999999999997,3.844,4.107,4.809,4.59
NUP35P1,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-942P,0.0,0.0,0.0,0.0,0.0,0.0
RF02181,0.0,0.0,0.0,0.0,0.0,0.0
PIEZO2,0.0,0.0,0.005,0.006,0.0,0.0
AC135626.1,0.0,0.0,0.0,0.209,0.0,0.0
ASB9P1,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL655P,0.0,0.0,0.0,0.304,0.0,0.0
HTR3E,0.071,0.0,0.028999999999999998,0.0,0.0,0.066
RPLP0,165.34099999999998,172.127,340.649,341.39300000000003,281.941,278.695
PSMD2,117.964,123.745,128.476,114.976,148.672,145.312
DENND6A-DT,0.0,0.0,0.0,0.0,0.052000000000000005,0.027999999999999997
RPL5P1,13.181,10.335,8.493,11.163,9.788,9.822000000000001
KRT17P8,0.0,0.0,0.0,0.0,0.0,0.0
AL356488.3,0.433,0.34600000000000003,0.38299999999999995,0.628,0.418,0.545
CBR4,1.8519999999999999,1.857,4.0969999999999995,3.835,5.122999999999999,4.685
AC091820.1,0.0,0.0,0.0,0.0,0.0,0.256
LINC00471,0.418,0.195,0.402,0.354,0.20600000000000002,0.711
CCNT2,9.556000000000001,8.442,9.01,9.711,4.71,4.205
PATL2,0.262,0.157,0.154,0.095,0.063,0.035
AP003025.1,0.0,0.0,0.0,0.0,0.016,0.018000000000000002
VTI1BP4,0.0,0.0,0.0,0.0,0.0,0.0
AC105391.1,0.0,0.478,0.071,0.34700000000000003,0.361,0.0
GJB5,0.0,0.0,0.054000000000000006,0.0,0.0,0.061
WFS1,7.636,7.8020000000000005,6.729,6.473,7.287999999999999,7.25
BCAS2P1,0.0,0.0,0.0,0.0,0.0,0.0
STXBP5-AS1,0.0,0.0,0.012,0.0,0.013000000000000001,0.0
AC018926.2,0.0,0.0,0.14800000000000002,0.182,0.303,0.33299999999999996
CYCSP25,0.0,0.0,0.0,0.0,0.0,0.0
KRT18P11,0.139,0.973,0.402,0.778,0.647,0.517
ALG14,0.389,0.389,0.925,0.856,1.197,1.452
ABCB6,1.4580000000000002,1.4869999999999999,1.848,1.891,2.805,3.008
RRAD,1.673,0.624,2.164,2.097,0.33,0.414
AL355838.1,0.0,0.0,0.0,0.0,0.0,0.0
TTLL3,0.335,0.66,0.648,0.868,0.8079999999999999,0.6970000000000001
LRIG2,1.719,1.6219999999999999,1.236,1.252,0.7440000000000001,0.565
RF01877,0.237,0.331,0.0,0.0,0.1,0.0
RNY4P9,0.0,0.0,0.0,0.0,0.0,0.0
AP005660.1,0.0,0.0,0.0,0.0,0.0,0.0
DAPK1-IT1,0.0,0.0,0.0,0.0,0.107,0.23600000000000002
CYCSP40,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL414P,0.0,0.0,0.0,0.0,0.0,0.0
GOLGA2P8,0.45799999999999996,0.321,0.047,0.11599999999999999,0.19399999999999998,0.106
AC140912.1,1.252,0.657,0.32299999999999995,0.47700000000000004,0.0,0.0
ICE1,11.085999999999999,10.988,5.961,5.696000000000001,5.466,4.437
SNX16,3.255,2.276,2.991,3.347,1.932,1.905
AC245008.1,0.0,0.0,0.0,0.0,0.0,0.522
PFAS,8.388,8.142000000000001,5.1370000000000005,4.739,6.249,5.837000000000001
OTUD1,16.375999999999998,13.537,3.569,4.949,1.415,2.062
C21orf91-OT1,0.179,0.626,0.07400000000000001,0.091,0.038,0.042
AC004696.2,0.0,0.0,0.0,0.0,0.0,0.0
SH3GL1P1,0.125,0.087,0.10300000000000001,0.095,0.026000000000000002,0.11599999999999999
BTN2A2,5.735,6.791,3.727,4.2330000000000005,3.136,3.56
PGBD5,2.205,2.174,2.92,3.054,2.654,2.8989999999999996
CASC8,1.296,0.64,2.6439999999999997,3.06,3.1889999999999996,2.9
PSMC1P7,0.0,0.19,0.0,0.0,0.0,0.0
GAS8-AS1,0.0,0.0,0.0,0.0,0.0,0.0
CECR3,0.0,0.0,0.0,0.0,0.0,0.0
ACVR1,20.943,22.655,21.116,21.555,16.033,16.401
AL049794.1,0.0,0.0,0.0,0.0,0.0,0.0
TES,24.101999999999997,23.291,27.035,26.194000000000003,32.23,30.459
MTA3,3.139,3.304,4.459,4.656000000000001,4.263999999999999,4.533
NCAM2,0.0,0.0,0.0,0.0,0.0,0.04
AC021504.1,0.0,0.0,0.0,0.0,0.0,0.016
PSMA2P1,0.0,0.0,0.0,0.0,0.0,0.0
HDAC2-AS2,0.0,0.031,0.08199999999999999,0.045,0.047,0.12300000000000001
CHSY3,1.946,1.962,0.747,1.288,0.363,0.546
AC020743.2,0.0,0.0,0.0,0.0,0.0,0.057999999999999996
RHPN1,15.107000000000001,15.04,23.976999999999997,22.074,22.267,20.392
AP000753.3,0.0,0.0,0.0,0.0,0.0,0.0
NPM1P5,8.523,12.812999999999999,11.259,9.527000000000001,13.863,9.292
LINC00339,0.514,1.028,1.88,1.8559999999999999,1.3730000000000002,1.709
OR52N4,0.0,0.0,0.0,0.0,0.0,0.0
TMEM45B,4.66,2.97,5.187,6.084,7.651,7.006
AP000648.3,0.04,0.0,0.016,0.0,0.017,0.037000000000000005
AL603840.1,0.0,0.02,0.0,0.0,0.006,0.006999999999999999
RPL34P26,0.0,0.0,0.0,0.0,0.0,0.0
CBLN4,0.0,0.0,0.0,0.0,0.0,0.0
RPS20P4,0.0,0.0,0.0,0.256,0.0,0.0
SEPT5,0.032,0.073,0.315,0.344,0.43799999999999994,0.469
AC023632.4,0.0,0.0,0.0,0.0,0.0,0.0
AC009411.1,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP457,0.0,0.0,0.0,0.0,0.0,0.0
XKR3,0.0,0.0,0.0,0.0,0.0,0.0
AC108475.1,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP466,0.0,0.0,0.0,0.0,0.0,0.0
OR5B1P,0.0,0.0,0.0,0.0,0.081,0.0
MIR516A1,0.0,0.0,0.0,0.0,0.0,0.0
ZNF800,5.763999999999999,5.345,3.677,3.383,2.793,2.388
AKR1C8P,0.0,0.0,0.0,0.0,0.0,0.0
AL606534.2,0.0,0.0,0.0,0.0,0.0,0.0
BRAP,7.746,7.294,6.364,6.468999999999999,4.683,4.412
HLA-DQA1,0.374,0.36,0.085,0.11800000000000001,0.109,0.096
RNF138P1,0.818,0.6859999999999999,0.27,0.415,0.345,0.152
NLN,7.084,8.286,6.664,6.394,8.145,7.482
CYP1D1P,0.0,0.0,0.0,0.0,0.0,0.0
CORIN,0.0,0.0,0.026000000000000002,0.0,0.006999999999999999,0.07400000000000001
HYMAI,0.053,0.075,0.011000000000000001,0.013999999999999999,0.079,0.037000000000000005
SNORA40B,0.0,0.0,0.0,0.0,0.0,0.0
NEUROG3,0.0,0.0,0.0,0.0,0.0,0.0
AL441963.1,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0
UBTFL11,0.079,0.0,0.0,0.04,0.033,0.294
SNORD99,4.8260000000000005,16.872,8.965,13.485999999999999,6.117000000000001,5.597
TPTE2P4,0.0,0.0,0.046,0.0,0.0,0.0
AC211476.3,0.08199999999999999,0.0,0.0,0.0,0.071,0.0
AC126474.2,0.306,0.428,0.9690000000000001,0.778,0.733,0.6629999999999999
AL355075.5,0.0,0.0,0.0,0.0,0.076,0.0
PDIK1L,2.114,2.3,2.279,1.99,1.621,1.599
PEX11G,1.205,0.8420000000000001,3.1830000000000003,1.653,2.342,3.9130000000000003
SSTR3,0.0,0.0,0.016,0.0,0.0,0.018000000000000002
ST13P3,0.161,0.0,0.066,0.0,0.0,0.075
AC079953.1,0.0,0.0,0.0,0.0,0.0,0.0
AC097358.2,0.308,0.431,0.318,0.391,0.521,0.14300000000000002
TIGD5,4.207,5.281000000000001,6.031000000000001,5.167000000000001,4.325,4.763999999999999
AC063962.1,0.0,0.0,0.0,0.0,0.0,0.0
MIR106B,0.0,0.0,0.0,0.0,0.92,1.01
AC008738.1,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-70P,0.0,0.0,0.0,0.0,0.0,0.0
AC092809.1,0.0,0.0,0.0,0.0,0.0,0.0
ADGRD1-AS1,0.0,0.0,0.0,0.0,0.0,0.0
SCAP,15.190999999999999,15.448,13.247,12.495,13.569,12.963
RN7SL625P,0.0,0.0,0.0,0.0,0.0,0.0
TRBV26OR9-2,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P25,0.0,0.0,0.0,0.0,0.0,0.0
AC036214.1,0.073,0.0,0.03,0.0,0.0,0.034
RPEP3,0.0,0.0,0.0,0.268,0.0,0.0
IGDCC3,0.0,0.0,0.0,0.0,0.013999999999999999,0.015
LINC00028,0.0,0.0,0.0,0.0,0.0,0.423
ZNF704,0.297,0.28300000000000003,0.083,0.091,0.201,0.171
MMP21,0.0,0.0,0.043,0.026000000000000002,0.022000000000000002,0.024
DNAJC10,9.73,9.493,7.818,7.516,9.83,8.686
AC008074.2,0.281,0.0,0.348,0.14300000000000002,0.158,0.13
AC010983.1,0.0,0.0,0.0,0.0,0.0,0.0
MRPL42,3.627,3.617,3.534,3.24,5.237,4.876
AC026273.1,0.991,1.906,2.046,2.141,2.146,1.7819999999999998
MIR877,4.152,1.452,5.571000000000001,10.549000000000001,4.386,5.779
AP003119.3,0.213,0.41700000000000004,0.299,0.47600000000000003,0.252,0.35600000000000004
DUX4,0.0,0.0,0.0,0.0,0.0,0.0
C2CD4C,0.0,0.081,0.071,0.35100000000000003,0.21899999999999997,0.134
AC105460.2,0.0,0.0,0.0,0.0,0.163,0.179
DFFBP1,0.182,0.765,0.301,0.371,0.385,0.33799999999999997
AC103563.6,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-710P,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0
MAPK4,0.0,0.066,0.0,0.0,0.0,0.011000000000000001
RAPGEF6,4.0280000000000005,4.5680000000000005,2.87,2.906,2.343,2.405
NKX6-2,0.0,0.0,0.027000000000000003,0.0,0.0,0.0
TNRC6A,7.172999999999999,6.662000000000001,5.144,5.52,3.6069999999999998,2.977
PCK2,6.734,6.319,8.728,8.88,7.131,8.503
AC010186.2,0.9590000000000001,0.9279999999999999,0.765,0.835,0.912,0.616
LINC01770,0.0,0.0,0.0,0.213,0.08900000000000001,0.09699999999999999
SNORA27,1.4169999999999998,1.982,1.463,1.08,0.898,0.657
AC068587.7,0.0,0.0,0.168,0.414,0.172,0.0
ERVE-1,0.265,0.0,0.21899999999999997,0.20199999999999999,0.44799999999999995,0.369
AC098591.1,0.0,0.0,0.091,0.055999999999999994,0.047,0.462
TMEM120A,4.285,5.867999999999999,12.31,10.977,13.824000000000002,13.999
SMTN,2.528,2.9010000000000002,6.017,5.394,5.495,4.739
CDKN2B,19.462,19.415,25.965,29.009,16.417,16.515
FAM186B,0.075,0.0,0.015,0.0,0.016,0.017
AC016831.2,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0
CNTN4-AS1,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB3,2.635,1.579,1.554,1.94,1.182,1.605
SLC25A51,1.121,1.25,0.861,0.895,0.466,0.358
AC007681.1,0.052000000000000005,0.0,0.043,0.0,0.022000000000000002,0.0
AC009404.1,1.364,1.2309999999999999,0.672,0.782,0.428,0.36700000000000005
AC134878.1,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-377P,0.0,0.0,0.0,0.0,0.0,0.0
SHMT1,6.007999999999999,6.4479999999999995,5.6739999999999995,5.071000000000001,7.693,7.497000000000001
RPS20,50.674,44.21,130.236,134.709,118.838,127.56299999999999
TGM6,0.0,0.0,0.0,0.0,0.0,0.0
OASL,169.766,155.986,63.693999999999996,88.272,3.7110000000000003,3.4389999999999996
MFSD12,17.281,17.04,7.872999999999999,7.615,8.97,8.847000000000001
AC015871.2,0.0,0.0,0.0,0.0,0.0,0.087
GAPDHP44,0.0,0.0,0.0,0.0,0.075,0.0
KCNJ3,0.0,0.0,0.0,0.0,0.031,0.0
RFKP1,0.0,0.0,0.0,0.0,0.0,0.0
RF00411,0.0,3.8710000000000004,0.0,0.0,0.0,0.0
ZNF14,2.772,3.034,3.11,3.092,1.146,0.9229999999999999
AP000763.3,1.038,0.726,1.071,0.527,0.21899999999999997,0.0
TIMM50,14.175999999999998,13.402000000000001,15.025,14.254000000000001,14.884,15.687000000000001
MARCH8,1.972,2.492,2.766,2.897,2.539,2.513
MDN1,11.149000000000001,11.072000000000001,3.7739999999999996,3.9739999999999998,3.159,2.7319999999999998
EGR3,1.1,0.843,0.469,0.433,0.105,0.049
AC004066.1,0.0,0.0,0.0,0.0,0.094,0.0
AL136452.1,0.0,0.0,0.504,0.0,0.344,0.18899999999999997
AC091027.2,0.0,0.0,0.0,0.0,0.0,0.0
KIDINS220,4.556,4.828,3.359,3.1710000000000003,4.297,4.103
TTYH1,0.051,0.0,0.198,0.205,0.278,0.49200000000000005
HNRNPABP1,0.0,0.34,0.1,0.0,0.10300000000000001,0.113
AC007551.1,0.0,0.0,0.0,0.0,0.145,0.0
AC073387.1,0.0,0.0,0.0,0.0,0.0,0.0
SCCPDH,26.103,28.108,28.369,26.653000000000002,33.931999999999995,31.88
ADGRL4,0.0,0.0,0.0,0.0,0.0,0.0
AC007614.2,0.0,0.0,0.027999999999999997,0.0,0.0,0.126
