genes,Calu3_polyA_series1-S2-24h-A,Calu3_polyA_series1-S2-24h-B,Calu3_polyA_series1-mock-24h-A,Calu3_polyA_series1-mock-24h-B
HMGB1P5,4.645,3.792,7.662000000000001,7.763999999999999
AP001790.1,0.0,0.0,0.0,0.0
SNRPB,163.10299999999998,157.838,156.363,162.49200000000002
PGAM1,13.957,15.5,15.595999999999998,16.851
MED15P4,0.0,0.0,0.0,0.0
AC010422.3,7.497000000000001,7.057,9.65,9.808
RF00019,0.0,0.0,0.0,0.0
RPL23AP32,0.0,0.353,0.14300000000000002,0.23600000000000002
SLC7A13,0.0,0.0,0.028999999999999998,0.0
AC026688.2,0.0,0.0,0.0,0.0
PADI3,0.0,0.0,0.040999999999999995,0.034
DGAT2,0.45399999999999996,0.451,0.605,0.858
AC008694.2,0.0,0.529,0.0,0.177
GAPDHP41,0.0,0.0,0.0,0.0
RN7SL681P,0.0,0.0,0.0,0.0
C1orf74,2.491,2.56,1.859,1.76
AC100793.4,0.0,0.0,0.0,0.0
CELA3B,0.0,0.0,0.0,0.0
TUBB3,7.563,6.675,6.129,6.76
AL161636.2,0.0,0.0,0.0,0.059000000000000004
RAP1BP2,0.0,0.0,0.0,0.0
AL359711.1,0.0,0.0,0.0,0.0
WDSUB1,3.468,3.719,3.864,4.98
AC020893.2,0.31,0.0,0.091,0.15
RF00012,0.0,0.0,0.33399999999999996,0.27699999999999997
AC092376.3,0.0,0.0,0.0,0.0
LMF1-AS1,0.0,0.0,0.0,0.0
PCMTD2,4.905,4.2989999999999995,7.572,7.396
PPP4R1-AS1,0.5920000000000001,0.855,0.0,0.0
AL020997.3,1.25,0.0,0.547,0.151
LINC00667,2.698,2.801,3.583,3.515
SLIT2,1.561,1.479,0.7809999999999999,0.794
DPPA5P4,0.0,0.0,0.0,0.0
H3F3AP6,0.0,0.0,0.159,0.132
PCYOX1,5.7010000000000005,5.885,13.534,13.359000000000002
ZNF419,1.55,1.882,1.68,1.615
N4BP2L2-IT2,0.184,0.331,0.281,0.155
AC012510.1,2.365,1.494,2.157,2.2159999999999997
AC008427.1,2.398,0.9890000000000001,0.9,1.739
TKFC,3.447,3.1660000000000004,5.457000000000001,5.621
RPL22,10.269,11.200999999999999,16.317,15.804
OR5AS1,0.0,0.0,0.0,0.0
RPL35AP30,0.6779999999999999,0.0,0.0,0.0
RNU4-82P,0.0,0.0,0.46799999999999997,0.387
MIR615,0.0,0.0,0.0,0.0
FKBP4P2,0.0,0.0,0.0,0.0
NPM1P41,0.0,0.0,0.079,0.0
ZNF90,2.009,1.6369999999999998,2.156,2.219
IQCC,2.535,2.158,2.642,2.364
CRYZL2P-SEC16B,2.432,2.779,0.413,0.415
HMGB1P50,0.0,0.0,0.0,0.0
TAOK1,9.533999999999999,9.113,10.769,10.068999999999999
SUSD3,0.892,2.576,0.0,0.129
AL121658.1,0.315,0.6829999999999999,0.736,0.22899999999999998
ATP5PBP1,0.0,0.0,0.115,0.0
AL136982.7,0.7240000000000001,0.348,0.21100000000000002,0.057999999999999996
PPME1,7.007000000000001,8.426,9.118,8.905
AF181450.1,0.0,0.0,0.0,0.0
FGF17,0.0,0.049,0.02,0.017
PRAMEF31P,0.0,0.0,0.0,0.0
HPRT1P1,0.0,0.0,0.0,0.083
RYR3,0.0,0.008,0.0,0.0
KLF1,0.0,0.0,0.0,0.0
CDCA4P3,0.0,0.0,0.0,0.0
APAF1,3.7739999999999996,3.7289999999999996,5.216,4.829
AC011604.2,5.341,5.087,5.3,5.611000000000001
GAPDHP70,0.0,0.0,0.063,0.10400000000000001
ATP5MC3,15.935,16.704,24.391,26.055999999999997
AL117344.1,0.0,0.0,0.0,0.0
MRPS14,7.006,7.62,8.305,9.306000000000001
TMEM199,5.586,5.638999999999999,4.421,4.361000000000001
NSD1,7.792000000000001,7.781000000000001,9.061,8.516
LOX,0.607,0.935,2.3369999999999997,2.298
TTR,0.187,0.271,0.355,0.34
TMEM270,0.0,0.0,0.5379999999999999,0.39
AC104134.1,0.0,0.0,0.0,0.0
C1QTNF4,0.0,0.0,0.0,0.0
AC139712.3,0.0,0.0,0.0,0.0
AC145285.6,0.875,0.316,0.46799999999999997,0.423
RNU6-437P,0.0,0.0,0.0,0.0
RBPJ,6.862,6.234,5.3,5.681
AC093752.2,0.0,0.0,0.0,0.095
AL133453.1,0.0,0.0,0.0,0.0
AL512598.1,0.0,0.0,0.0,0.19899999999999998
AL450344.3,0.0,0.0,0.0,0.0
SMARCAL1,5.772,5.059,6.1979999999999995,6.263999999999999
AC011416.3,0.773,0.27899999999999997,0.649,0.491
AC099518.3,8.402000000000001,9.457,5.625,6.093999999999999
AL031729.1,5.843,4.218999999999999,5.457000000000001,4.803
AC018641.1,0.0,0.0,0.0,0.0
AL121929.2,0.0,0.0,0.0,0.0
MDH1,19.875,19.969,37.018,38.985
AC005479.2,0.0,0.376,0.152,0.252
SLC2A7,0.0,0.0,0.0,0.0
RANBP3L,2.068,1.494,0.0,0.0
FCGR3B,0.0,0.0,0.0,0.0
APOBEC3B,29.665,25.323,24.076999999999998,26.848000000000003
MTCYBP13,0.0,0.0,0.06,0.0
LRRC36,0.335,0.40299999999999997,0.701,0.7020000000000001
AC002059.3,0.6809999999999999,0.787,0.0,0.0
RNU6-5P,0.0,0.0,0.0,0.0
LINC02030,0.0,0.0,0.0,0.0
ART2BP,0.0,0.0,0.0,0.0
AC245047.4,0.0,0.0,0.0,0.0
NLRP9,0.0,0.0,0.0,0.0
HLX,0.159,0.013999999999999999,0.035,0.01
AC092958.3,0.951,0.687,0.0,0.077
AC138207.6,0.0,0.0,0.026000000000000002,0.0
AC074254.1,0.0,0.0,0.0,0.0
MIR6502,0.0,0.0,0.0,0.35700000000000004
ZNF451-AS1,0.091,0.066,0.04,0.011000000000000001
AC012186.2,0.6990000000000001,0.0,0.204,0.591
RAD17,4.478,5.337000000000001,4.849,4.944
APOBEC3H,0.0,0.0,0.0,0.0
ANKRD62P1,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
GAA,11.699000000000002,12.873,18.558,18.857
AC005261.3,0.486,0.585,0.496,0.509
TRAM2,4.138999999999999,4.047,3.661,3.557
SYF2,7.255,5.84,7.5489999999999995,7.505
AC120049.1,0.0,0.078,0.19,0.026000000000000002
AC006547.1,0.0,0.071,0.0,0.024
PAM16,4.043,4.97,4.34,4.348
PLGLB2,0.05,0.0,0.0,0.012
AL592295.4,0.0,0.488,0.19699999999999998,0.272
AC019131.1,0.0,0.0,0.0,0.0
ENDOU,0.168,0.0,0.0,0.02
RNASEH2B,0.478,0.5920000000000001,0.961,0.968
COL21A1,0.032,0.023,0.027999999999999997,0.047
RNU6-716P,0.0,0.0,0.0,0.0
AC008163.1,0.09,0.043,0.035,0.0
NOC3L,9.5,11.215,7.377999999999999,8.276
AC008802.1,0.0,0.0,0.0,0.0
ZNF134,5.545,5.9270000000000005,4.893,5.041
HIP1,2.7560000000000002,3.076,4.285,4.022
DQX1,0.0,0.055999999999999994,0.0,0.0
LINC00840,0.0,0.042,0.0,0.013999999999999999
SNORD21,3.543,0.0,0.0,1.1420000000000001
BLCAP,10.835,11.469000000000001,11.665999999999999,12.03
CHPF2,17.075,17.917,13.322000000000001,13.856
AL606516.1,0.0,0.0,0.0,0.0
AL031705.1,0.32899999999999996,0.713,0.0,0.08
DNHD1,2.155,2.035,2.0469999999999997,1.805
ZFP37,0.9179999999999999,0.943,0.515,0.598
TMEM18,2.04,1.9509999999999998,2.281,2.2159999999999997
LINC01726,0.0,0.0,0.0,0.0
AP003774.1,0.0,0.0,0.027999999999999997,0.046
AC090948.2,0.0,0.287,0.23199999999999998,0.48100000000000004
AL590143.1,0.0,0.0,0.474,0.0
MIR7705,39.364000000000004,21.319000000000003,43.07899999999999,47.111000000000004
AC034229.1,0.0,0.0,0.0,0.0
SPRR2A,0.0,0.0,0.0,0.08
AC022441.1,0.0,0.0,0.0,0.068
DGKQ,2.387,2.374,2.47,2.384
AC090673.1,0.494,0.7140000000000001,0.14400000000000002,0.358
RIMS3,0.309,0.24600000000000002,0.478,0.26899999999999996
CTBP2,6.718,7.474,7.196000000000001,7.1979999999999995
AC097484.2,0.0,0.0,0.0,0.0
PRSS53,0.857,0.736,1.024,1.034
OR4X2,0.0,0.0,0.0,0.0
PRSS37,0.0,0.0,0.0,0.025
LINC02139,0.0,0.0,0.0,0.0
ZNRF1,2.2119999999999997,1.891,2.085,2.318
MR1,0.912,0.988,0.981,0.981
RN7SL378P,0.0,0.0,0.0,0.0
WDCP,5.797999999999999,5.443,5.025,5.271
CD83P1,0.0,0.0,0.0,0.0
AL035414.1,0.0,0.0,0.0,0.0
AC010149.2,0.0,0.0,0.20800000000000002,0.0
GPRC5D-AS1,0.263,0.142,0.21100000000000002,0.222
RN7SKP23,0.0,0.0,0.0,0.0
KCNH1,0.0,0.0,0.006999999999999999,0.0
AC068397.2,0.0,0.0,0.0,0.0
ST7-AS2,0.078,0.057,0.0,0.0
ZNF252P,4.022,3.6839999999999997,4.345,3.647
AC079684.1,0.513,0.742,0.3,0.49700000000000005
MAP3K7CL,0.15,0.28800000000000003,0.204,0.24100000000000002
DACT3-AS1,0.0,0.0,0.0,0.0
AL033527.5,0.0,0.0,0.038,0.0
INMT-MINDY4,1.143,1.107,1.982,1.993
AC090510.1,0.0,0.0,0.0,0.102
GEMIN8P4,2.4619999999999997,2.667,2.335,1.265
AC092295.2,0.8059999999999999,0.466,0.517,0.624
RNA5SP195,0.0,0.0,0.56,0.46399999999999997
FIBIN,0.11599999999999999,0.0,0.068,0.0
YTHDC2,5.898,5.398,6.43,6.11
AC114977.1,0.0,0.17300000000000001,0.0,0.0
RPSAP22,0.0,0.0,0.0,0.0
LIG4,2.506,2.438,1.3430000000000002,1.298
E2F3P2,0.316,0.114,0.092,0.076
MIR548O2,0.0,0.0,0.0,0.0
ASXL1,12.845999999999998,11.954,14.190999999999999,13.602
AC096775.1,0.0,0.0,0.0,0.0
HMGB1P1,2.822,4.84,5.662999999999999,6.653
TTC26,5.207000000000001,5.348,3.34,2.9189999999999996
ATP2C1,54.72,54.893,73.675,74.54899999999999
NARF,2.89,3.1510000000000002,4.606,4.513999999999999
TSIX,0.0,0.004,0.0,0.0
AC110058.1,0.0,0.28800000000000003,0.349,0.0
IDH3G,13.956,15.802999999999999,19.521,20.965
AL355499.1,0.049,0.0,0.0,0.023
PSMD4P1,0.0,0.0,0.0,0.0
HEXA-AS1,0.503,0.0,0.073,0.061
TGFBR3L,0.444,0.321,0.7340000000000001,0.68
CFD,0.9179999999999999,3.05,1.8219999999999998,1.909
AL591135.1,0.341,0.43799999999999994,0.321,0.385
SYS1,12.883,10.890999999999998,8.832,8.76
AC110048.1,0.0,0.0,0.0,0.025
SNRPBP1,0.0,0.0,0.0,0.0
VPS13B,1.651,1.57,1.9,1.915
AC097639.1,0.475,1.4569999999999999,1.42,1.5490000000000002
AP000223.1,0.8059999999999999,0.0,0.11800000000000001,0.0
TXNP1,0.0,0.0,0.0,0.146
PGF,0.503,0.391,0.237,0.243
AP001525.1,0.0,0.0,0.0,0.0
ELOCP18,0.0,0.0,0.0,0.0
FOXP4,11.328,12.828,13.685,13.825999999999999
BARX1-DT,0.0,0.0,0.0,0.0
TTLL7-IT1,0.0,0.0,0.0,0.019
BTF3,138.88299999999998,146.194,198.456,201.295
AC016526.3,0.0,0.0,0.0,0.013999999999999999
SNRPCP13,0.0,0.0,0.0,0.0
AL158207.2,0.0,0.0,0.0,0.204
LIPE,1.261,1.6640000000000001,1.548,1.724
DCAF10,0.758,0.977,1.114,1.158
PIEZO1P2,0.0,0.0,0.0,0.0
AC108206.1,0.0,0.039,0.0,0.0
PET100,3.6210000000000004,3.2110000000000003,5.766,5.3389999999999995
AC244502.1,0.205,0.0,0.06,0.066
AC023818.1,0.09699999999999999,0.21100000000000002,0.142,0.047
SMIM6,5.662999999999999,6.063,4.388,3.9189999999999996
RP9P,4.071000000000001,3.957,4.25,4.391
PPP5C,14.876,14.482999999999999,17.569000000000003,17.567999999999998
SNORD1B,0.0,0.0,0.0,0.6459999999999999
ANG,0.758,0.9059999999999999,2.0,2.042
AC129507.3,0.24600000000000002,0.355,0.215,0.475
P2RY1,7.468999999999999,8.167,9.756,9.183
GASK1B,0.342,0.37,0.515,0.6609999999999999
CLOCK,1.984,2.03,3.077,2.648
LINC02523,0.0,0.0,0.0,0.0
PIGUP1,0.889,0.642,1.556,1.719
AC078922.1,0.0,0.0,0.0,0.0
NHP2,65.53,54.18600000000001,77.405,80.188
AL161725.1,0.0,0.0,0.0,0.0
LINC02664,0.1,0.0,0.0,0.0
ZNF124,1.1420000000000001,1.255,1.0290000000000001,1.093
HOXB-AS3,0.821,0.29600000000000004,0.77,0.44
NF2,13.394,13.039000000000001,13.671,13.672
HEATR1,12.925999999999998,13.715,16.617,16.704
HOMER2P1,0.0,0.0,0.0,0.0
AP005264.1,0.0,0.0,0.0,0.0
SNHG9,1.629,1.47,1.7830000000000001,1.28
AC005696.3,0.0,0.0,0.21600000000000003,0.537
RASSF9,2.4,1.2930000000000001,1.567,1.525
WRB-SH3BGR,1.002,0.8759999999999999,2.827,2.852
NDUFA5P11,0.0,3.779,2.1,1.74
TRMT112P4,0.5920000000000001,0.0,0.0,0.0
AP000350.5,0.0,0.0,0.0,0.08800000000000001
LINC02235,0.0,0.36200000000000004,0.049,0.0
MIR200CHG,3.205,2.778,3.555,2.092
PGAM4,0.0,0.0,0.0,0.0
CNOT6,12.373,12.264000000000001,14.216,14.482000000000001
RN7SKP244,0.0,0.0,0.0,0.0
CDH8,0.0,0.0,0.0,0.0
TRERF1,1.4509999999999998,0.9009999999999999,0.29600000000000004,0.225
AC007493.1,0.0,0.084,0.0,0.0
AC079305.1,0.899,0.325,0.262,0.217
TMED6,0.486,0.35100000000000003,0.024,0.098
GOLGA7B,0.295,0.284,0.287,0.34
KBTBD2,25.954,26.425,20.750999999999998,20.816
VPS35L,1.6769999999999998,1.568,2.273,2.161
TAF7L,0.0,0.06,0.0,0.0
MOSPD2,5.099,4.938,5.353,5.142
HCN3,1.7990000000000002,2.025,2.362,2.0469999999999997
AC022167.5,0.138,0.0,0.0,0.0
PRAP1,0.0,0.0,0.0,0.109
AC034102.8,0.0,0.0,0.0,0.11199999999999999
AP003469.3,0.0,0.0,0.0,0.0
IGFBP2,1.798,1.435,3.0789999999999997,2.997
TSPAN16,0.0,0.0,0.0,0.0
AC006504.7,0.0,0.263,0.142,0.17600000000000002
AC008403.1,0.9109999999999999,0.6859999999999999,0.705,0.6409999999999999
LEMD2,17.137999999999998,15.648,19.213,19.189
TRPC4AP,46.053000000000004,47.346000000000004,47.691,45.705
AL354733.3,0.0,0.415,0.504,0.278
AC009704.2,0.465,0.335,0.136,0.11199999999999999
LINC01080,0.0,0.0,0.0,0.0
CD40LG,0.0,0.0,0.0,0.0
RF00017,0.745,0.0,0.0,0.0
AC079779.1,0.0,0.0,0.0,0.0
OMA1,2.444,3.3339999999999996,5.495,4.487
CEP170B,21.625999999999998,20.604,22.892,22.78
AL109659.2,0.0,0.0,0.0,0.0
CHCHD2P9,0.0,0.711,0.0,0.23800000000000002
HES3,0.0,0.0,0.0,0.0
PPP6R2,8.096,9.602,7.1610000000000005,7.0889999999999995
RPL36AP33,0.0,0.0,0.21100000000000002,0.175
HNRNPCP4,2.742,2.34,2.6189999999999998,2.7119999999999997
AL512631.1,0.0,0.0,0.0,0.0
PPIAP28,0.0,0.0,0.0,0.11199999999999999
AL158066.1,0.473,0.306,0.28800000000000003,0.303
AL357992.1,0.0,0.0,0.0,0.0
LINC00336,0.0,0.0,0.031,0.0
CLPP,13.595,14.172,14.587,16.732
AC092120.1,0.0,0.0,0.079,0.0
AC008649.1,0.0,0.0,0.254,0.0
AC009120.2,0.647,0.516,0.953,0.773
MIR23A,1.537,1.11,3.139,1.486
B4GALNT3,2.026,2.218,3.0989999999999998,2.97
GAPDHP45,0.0,0.0,0.0,0.0
CASC11,0.0,0.069,0.055999999999999994,0.07
BNC2,0.015,0.011000000000000001,0.004,0.0
SLC35B2,65.471,68.292,86.719,88.995
AC005021.1,1.264,0.456,0.184,0.0
AC020611.2,0.0,0.0,0.0,0.0
BECN1,14.238,14.79,16.839000000000002,16.996
MIRLET7B,1.3519999999999999,1.62,1.444,1.9609999999999999
SAR1AP1,2.635,0.816,1.758,1.729
PDCL,6.4879999999999995,5.612,6.242000000000001,6.051
BVES-AS1,0.0,0.068,0.0,0.0
AL365356.4,0.0,0.529,0.42700000000000005,0.442
VSIG2,0.31,0.11199999999999999,0.18100000000000002,0.037000000000000005
AC005546.1,0.0,0.8290000000000001,0.0,0.27699999999999997
PCDHGB7,1.53,2.15,2.76,2.781
SYT7,0.377,0.354,0.797,0.7290000000000001
AC021594.2,0.0,0.0,0.0,0.0
SCAF4,8.517000000000001,8.237,6.081,5.599
AC104118.1,2.6830000000000003,2.753,1.1540000000000001,0.956
AC010620.2,0.0,0.0,0.0,0.0
AC099542.1,0.0,0.0,0.0,0.0
NDUFA2,21.412,21.015,40.529,41.562
AL022332.1,0.0,0.0,0.0,0.0
BMS1P7,0.0,0.0,0.0,0.0
AC012213.5,5.5329999999999995,5.234,4.276,4.513
MANBA,0.8690000000000001,0.8759999999999999,1.754,1.585
HOXC13,0.095,0.0,0.0,0.0
AC113385.3,0.0,0.217,0.0,0.0
AC084757.2,0.831,0.6,0.243,0.0
CT45A11P,0.0,0.0,0.0,0.048
SNORD36A,12.295,13.317,14.8,11.147
SLC11A2,2.499,3.034,3.563,3.358
AL133325.1,0.0,0.0,0.0,0.142
AL353072.1,0.0,0.36700000000000005,0.0,0.0
AC005357.2,0.0,0.0,0.0,0.0
FP236383.5,0.0,0.0,0.0,0.0
TSTA3,41.418,40.865,47.64,49.498000000000005
RDM1P5,0.10800000000000001,0.369,0.675,0.312
ETNK1,11.45,10.503,13.71,11.450999999999999
AL160191.3,0.0,0.0,0.0,0.0
NOL8,6.852,6.516,4.763,5.32
AC026356.1,0.8270000000000001,1.194,1.496,1.0390000000000001
TUBB4B,209.176,224.778,264.779,275.079
TUBA8,0.27699999999999997,0.267,0.11699999999999999,0.10400000000000001
AC092447.10,0.0,0.098,0.0,0.033
AC011270.1,0.77,0.8340000000000001,1.123,0.37200000000000005
AL354824.1,0.0,0.0,0.0,0.155
RBM43,4.2,4.067,2.312,1.685
INTS9-AS1,0.0,0.0,0.0,0.0
RN7SL162P,0.0,0.0,0.0,0.0
AC099509.1,0.344,0.745,1.506,1.4980000000000002
THAP12P8,0.0,0.0,0.0,0.0
MIR646,0.0,0.0,0.0,0.5770000000000001
RPL7,61.57899999999999,65.469,90.84700000000001,100.84299999999999
RF00611,0.0,0.0,0.0,0.0
TRAF3IP3,0.028999999999999998,0.0,0.0,0.006999999999999999
AC018630.1,0.0,0.0,0.0,0.0
AC064807.2,0.0,0.0,0.09699999999999999,0.0
SAP130,12.263,12.857000000000001,10.931,10.904000000000002
ADIG,0.0,0.0,0.063,0.0
TMEM126A,18.255,16.852999999999998,20.77,26.929000000000002
RNU6-987P,0.0,0.0,0.0,0.0
RBM33,9.79,8.945,6.278,6.287000000000001
FANK1,0.066,0.0,0.252,0.096
AC114689.1,0.0,0.0,0.0,0.0
PRDM10,2.1,1.858,2.214,2.3169999999999997
HOXB1,0.0,0.0,0.0,0.0
GDF5OS,0.0,0.0,0.076,0.031
RNU6-130P,0.0,0.0,0.0,0.0
RN7SKP74,0.0,0.0,0.0,0.0
AC122719.1,0.0,0.0,0.0,0.0
AC138430.1,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
MZT1P2,0.0,0.0,0.0,0.0
AMPH,0.08199999999999999,0.11800000000000001,0.0,0.01
SHLD2P1,0.06,0.0,0.017,0.057999999999999996
RXRB,20.205,18.021,22.333000000000002,24.135
RHOA,160.96200000000002,174.669,218.09,218.60299999999998
AC100797.1,2.13,1.538,1.036,0.687
THAP11,21.651999999999997,22.073,24.315,25.508000000000003
DBF4P1,0.7120000000000001,0.34299999999999997,0.9690000000000001,0.8029999999999999
CHCHD3P3,3.8560000000000003,5.063,3.1719999999999997,4.069
EXOSC5,21.158,26.175,28.815,33.668
AC007375.2,0.0,0.0,0.0,0.0
PPIAP84,0.0,0.0,0.0,0.0
AC093864.1,0.0,0.0,0.0,0.0
BTAF1,12.697000000000001,13.293,10.477,9.882
AC005220.1,0.0,0.183,0.0,0.061
ACCSL,0.0,0.0,0.0,0.0
RP1L1,0.075,0.054000000000000006,0.022000000000000002,0.006
TMA16P1,0.0,0.0,0.0,0.0
RF02156,0.0,0.46799999999999997,0.18899999999999997,0.314
ARL8B,26.665,25.095,25.115,25.284000000000002
COX6B1P6,0.0,0.635,0.0,0.0
RF00554,0.0,0.0,0.0,0.0
CR392039.4,0.44799999999999995,0.0,0.392,0.10800000000000001
GAB1,1.22,1.2329999999999999,1.3780000000000001,1.3030000000000002
MTSS1,0.319,0.105,0.45799999999999996,0.484
AC104532.1,4.836,4.051,14.394,12.674000000000001
NEMP2,1.754,1.54,3.011,3.068
AC022613.1,0.08199999999999999,0.355,0.455,0.456
HOTAIRM1,0.075,0.162,0.0,0.054000000000000006
SOX9-AS1,0.126,0.16699999999999998,0.239,0.162
HELZ2,144.39600000000002,143.222,15.743,17.102999999999998
EXTL3,6.399,7.292000000000001,11.615,10.78
LINC00561,0.0,0.0,0.0,0.0
GIHCG,0.684,1.358,2.545,2.026
AL355076.2,0.0,0.145,0.0,0.0
LINC02122,0.0,0.0,0.0,0.0
PLEK2,28.029,32.321999999999996,23.913,26.658
U91328.1,0.326,0.275,0.618,0.486
SPINK1,4.397,3.284,9.732999999999999,9.42
AC098484.1,0.0,0.0,0.0,0.0
NTM-AS1,0.0,0.0,0.0,0.0
HUS1,5.926,5.135,6.336,5.51
AC245140.1,0.0,0.0,0.0,0.0
SLC30A2,0.0,0.0,0.0,0.0
AC018765.1,0.0,0.0,0.0,0.0
AC008750.8,23.415,28.964000000000002,52.051,58.038999999999994
OR2T12,0.0,0.0,0.0,0.0
AC092821.2,0.0,0.0,0.0,0.0
AL078605.1,0.0,0.0,0.0,0.0
AF107885.1,0.0,0.0,0.0,0.0
AL121760.1,0.0,0.0,0.18899999999999997,0.078
AC007163.1,0.0,0.185,0.0,0.062
RNA5SP110,0.0,0.0,0.569,0.0
SRPK3,0.7090000000000001,0.649,1.111,0.972
AC111152.2,0.0,0.0,0.0,0.0
RN7SL846P,0.0,0.0,0.0,0.0
AL353813.1,0.0,0.961,0.38799999999999996,0.214
CEACAM16,0.0,0.0,0.039,0.0
RNU6-748P,0.0,0.0,0.0,0.0
TDG,9.186,6.832000000000001,6.715,6.152
UBL3,5.169,4.065,6.079,6.657
AP001442.1,0.0,0.0,0.0,0.0
AIRE,0.048,0.0,0.0,0.0
LRRTM4,0.0,0.03,0.0,0.0
AL732414.1,0.392,0.28300000000000003,0.34299999999999997,0.473
SNORD116-2,0.0,0.0,0.0,0.0
ZNF2,1.123,1.338,1.213,1.412
AC245100.6,0.0,0.0,0.0,0.0
SHISA5,41.277,40.679,39.043,38.849000000000004
BPTFP1,1.14,1.097,1.597,2.076
ATOX1,9.979,10.298,10.011000000000001,11.110999999999999
AC026348.1,0.0,0.0,0.0,0.0
COX19,15.922,13.91,10.897,11.205
LINC02280,0.0,0.042,0.086,0.128
EEF1A1P11,0.32299999999999995,0.583,0.5660000000000001,0.508
SENCR,0.0,0.0,0.0,0.0
SLC35G6,0.0,0.0,0.0,0.0
LINC02031,0.0,0.0,0.0,0.0
ARL10,0.588,0.397,1.093,1.0759999999999998
PPIL1,45.61,47.923,52.705,56.98
MAPKAPK3,11.061,10.884,15.27,16.78
MRPS36,15.544,14.758,14.868,15.415
FGF7,0.0,0.0,0.01,0.008
BFSP1,0.466,0.28800000000000003,0.583,0.386
LINC01933,0.0,0.043,0.0,0.0
AC138894.1,2.569,2.261,3.21,3.345
FANCI,25.396,26.621,34.038000000000004,33.223
SETD6P1,0.0,0.0,0.0,0.0
DAG1,31.179000000000002,31.22,49.325,51.61600000000001
EI24P2,0.626,0.602,0.73,0.353
SLC13A2,0.0,0.0,0.02,0.0
AC025518.1,0.0,0.0,0.377,0.0
AP001453.5,22.605,24.787,26.326,27.090999999999998
GRIK3,0.0,0.0,0.0,0.0
MTCYBP32,0.0,0.0,0.0,0.0
AC096533.1,0.0,0.0,0.0,1.229
CNNM3,4.04,4.678999999999999,6.062,5.87
EXTL3-AS1,0.158,0.19,0.261,0.17800000000000002
AC091980.1,0.0,0.0,0.0,0.0
RF02038,0.0,0.0,0.0,0.0
AXIN1,7.978,8.642000000000001,9.209,9.134
LXN,18.762,18.656,30.653000000000002,30.713
AC016687.2,0.0,0.0,0.0,0.0
CNTLN,1.48,1.787,2.101,1.78
AC005252.4,0.0,0.303,0.0,0.0
AC068880.4,0.0,0.0,0.0,0.0
AL390726.2,0.21600000000000003,0.23600000000000002,0.97,1.344
AC084759.3,0.0,0.0,0.017,0.013999999999999999
MIR618,0.0,0.0,0.0,0.0
HMGB1P9,0.0,0.0,0.0,0.0
CELF1,22.197,20.989,19.584,18.332
NUP155,9.237,9.517999999999999,9.352,10.378
AC090061.1,0.237,0.0,0.138,0.076
CHIAP2,0.0,0.0,0.0,0.0
FOSL1,86.088,87.493,36.262,38.725
CSMD2,0.012,0.009000000000000001,0.0,0.0
PRKD1,2.106,1.986,2.521,2.099
VSTM2L,0.0,0.0,0.067,0.0
LAMTOR5,9.396,8.82,14.834000000000001,15.062000000000001
CEP170,4.513,5.614,5.705,5.237
AC022497.1,0.061,0.044000000000000004,0.018000000000000002,0.0
AC026771.1,0.0,0.0,0.0,0.131
ENPP7P8,0.0,0.0,0.0,0.0
LINC01962,0.0,0.0,0.0,0.0
LINC01811,0.0,0.0,0.0,0.0
CHAF1A,14.263,14.831,12.925999999999998,12.890999999999998
AC073167.1,0.0,0.0,0.0,0.094
RNU6-375P,2.244,1.62,0.655,0.0
LINC02120,0.0,0.081,0.0,0.0
AC097532.2,0.0,0.096,0.156,0.065
AC026461.4,0.0,0.0,0.0,0.0
L1TD1,0.059000000000000004,0.0,0.0,0.0
FYB1,6.742000000000001,6.845,3.114,2.9410000000000003
STON1-GTF2A1L,0.026000000000000002,0.075,0.053,0.069
RPS26P30,0.0,0.0,0.0,0.0
PDZD8,6.285,5.59,7.775,7.372000000000001
ANKRD34C,0.045,0.0,0.0,0.0
AC125421.1,0.39399999999999996,0.0,0.0,0.095
KCNH7,0.09,0.0,0.026000000000000002,0.011000000000000001
LINC02556,0.0,0.0,0.0,0.157
AC113378.1,0.0,0.0,0.0,0.0
AC090109.1,0.8220000000000001,0.198,0.0,0.066
KCNH4,0.0,0.043,0.0,0.0
TTC19,6.857,8.002,10.01,10.663
AC104389.5,0.0,0.0,0.0,0.0
OR10A6,0.0,0.0,0.0,0.0
ZNF761,4.0,3.6860000000000004,2.863,3.111
AC026316.4,0.145,0.105,0.424,0.415
AC001226.1,0.41600000000000004,0.0,0.0,0.0
AL356124.1,0.26,0.188,0.303,0.9420000000000001
AC073136.1,0.622,0.39299999999999996,0.636,0.6579999999999999
NOTCH3,5.175,4.925,14.073,12.908
PPP1R2B,0.902,0.977,0.855,0.708
AC080080.2,0.0,0.0,0.0,0.0
AL033381.1,0.0,0.0,0.0,0.0
RPL21P136,0.0,0.0,0.0,0.0
AC007952.4,0.0,0.763,0.10300000000000001,0.085
SKIL,29.842,27.129,32.159,26.595
RF00019,0.0,0.0,0.0,0.0
SNORA11C,0.0,0.0,0.0,0.0
F8A1,1.31,2.081,1.338,1.425
GTF2IP6,0.0,0.0,0.0,0.0
RN7SL573P,0.0,0.5870000000000001,0.237,0.19699999999999998
