genes,H1299_polyA_S2-4h-A,H1299_polyA_S2-4h-B,H1299_polyA_mock-4h-A,H1299_polyA_mock-4h-B
MDS2,0.0,0.0,0.0,0.0
ANGPT1,3.7439999999999998,3.864,3.466,3.7769999999999997
AL138749.1,0.062,0.188,0.0,0.083
AL139424.2,0.099,0.201,0.19,0.446
AC233992.2,1.651,2.116,3.0039999999999996,2.145
AC139256.2,2.758,2.9360000000000004,3.484,2.975
AP001858.1,0.0,0.0,0.0,0.0
LSAMP-AS1,0.0,0.0,0.0,0.0
AC104129.1,0.0,0.0,0.0,0.0
FAM95B1,0.012,0.0,0.044000000000000004,0.017
HOXA13,0.259,0.23399999999999999,0.20600000000000002,0.22
CDH10,0.0,0.0,0.0,0.0
RNU6-600P,0.0,0.0,0.0,0.0
CCL11,0.0,0.0,0.0,0.0
FAM120B,9.338,9.357999999999999,9.299,10.1
ATP6V0CP1,0.0,0.0,0.0,0.0
LMLN2,0.0,0.0,0.0,0.0
MTCYBP18,0.0,0.099,0.0,0.0
AC025048.3,0.0,0.0,0.0,0.0
AC106820.3,0.24600000000000002,0.748,0.529,0.332
LINC02322,0.0,0.0,0.0,0.0
SFTPD,0.0,0.0,0.0,0.0
HMGN2P32,0.0,0.0,0.0,0.245
DCAKD,9.038,9.037,10.002,10.221
LINC00304,0.012,0.0,0.018000000000000002,0.0
WDR45B,47.905,49.548,48.193999999999996,48.12
LINC02542,0.059000000000000004,0.0,0.0,0.0
AC022494.1,0.201,0.306,0.192,0.0
RPL41P5,0.625,0.0,0.0,0.0
AL109955.1,0.0,0.0,0.0,0.0
TOLLIP,7.38,7.519,7.229,6.965
RBMX2P5,0.151,0.153,0.361,0.136
AC009238.2,0.41200000000000003,0.0,0.19699999999999998,0.0
KRT8P41,0.032,0.0,0.0,0.0
FAM21EP,0.038,0.11599999999999999,0.165,0.129
RPL34-AS1,0.032,0.0,0.031,0.057999999999999996
RN7SL740P,0.0,0.0,0.0,0.0
TREML2,0.0,0.0,0.0,0.0
AC007292.3,0.0,0.20800000000000002,0.196,0.0
ETNPPL,0.033,0.0,0.071,0.067
RF01225,0.0,0.0,0.0,0.0
AL021997.1,0.0,0.385,0.0,0.0
ZNF217,27.649,29.366,28.557,27.958000000000002
MIR4795,0.0,0.0,0.0,0.0
AC092638.2,0.10300000000000001,0.314,0.14800000000000002,0.0
KIF1B,7.289,7.21,6.675,6.886
OR51B4,0.105,0.0,0.15,0.071
KAT6B,0.8170000000000001,0.795,0.866,0.93
LARP4B,7.522,7.2010000000000005,7.65,7.6979999999999995
AC133552.4,0.0,0.0,0.311,0.09699999999999999
CCDC148,0.322,0.509,0.35100000000000003,0.41700000000000004
AC211486.1,0.0,0.0,0.062,0.0
AC008871.1,0.0,0.0,0.0,0.0
AL049839.2,0.10300000000000001,0.073,0.034,0.064
SCML4,0.0,0.0,0.0,0.0
GCFC2,7.767,7.729,7.8629999999999995,7.649
AC025423.2,12.890999999999998,11.33,10.203,11.622
NBPF12,0.8390000000000001,0.9390000000000001,0.6829999999999999,0.815
SIK3,3.315,3.134,3.5189999999999997,3.3819999999999997
ZFP64P1,0.0,0.0,0.0,0.0
NFIL3,9.852,10.513,10.626,10.764000000000001
HMGB3P5,0.0,0.0,0.0,0.0
TRAV39,0.0,0.0,0.0,0.0
AC021146.2,0.0,0.0,0.0,0.0
BTBD9-AS1,0.0,0.0,0.0,0.0
PDP1,22.234,21.752,21.918000000000003,23.084
MRPS11P1,0.09300000000000001,0.0,0.268,0.126
GPAT2,5.5360000000000005,5.1979999999999995,6.6370000000000005,6.382000000000001
AL390334.1,0.146,0.223,0.042,0.11900000000000001
AC079226.1,0.11,0.0,0.0,0.0
FAUP2,0.0,0.0,0.0,0.0
FABP5,33.72,31.271,31.208000000000002,29.631999999999998
MIR3134,0.0,0.0,0.0,0.0
RNU6-1321P,0.0,0.0,0.0,0.0
DDX39A,56.295,54.925,54.623999999999995,55.701
YIF1A,17.705,18.457,18.654,18.276
AC106801.1,0.0,0.0,0.0,0.0
MIR196A2,0.0,0.0,0.0,0.0
RNU6-739P,0.0,0.0,0.0,0.0
FASTKD2,5.404,5.797000000000001,5.522,6.172000000000001
OR7E102P,0.0,0.0,0.0,0.0
RPS26,82.88799999999999,83.785,84.103,81.67399999999999
BIRC3,89.936,95.499,77.827,81.179
OR7G15P,0.0,0.0,0.0,0.0
TSPOAP1-AS1,0.040999999999999995,0.124,0.039,0.018000000000000002
RPS26P34,0.0,0.0,0.0,0.0
SKI,15.843,15.573,16.070999999999998,15.388
AKAP5,1.137,0.998,0.922,0.9990000000000001
HIST1H2AL,1.117,0.5670000000000001,0.35600000000000004,1.005
RNF113A,6.13,5.597,6.311,5.8870000000000005
AL158058.2,0.0,0.0,0.0,0.0
TRIM27,23.688000000000002,24.61,23.445999999999998,24.66
AC068473.1,0.505,0.2,0.157,0.267
NRXN3,0.0,0.0,0.0,0.0
PPM1B,5.043,5.156000000000001,4.871,4.888
FMC1-LUC7L2,60.873000000000005,61.888000000000005,61.955,60.74
AC010327.2,0.0,0.0,0.0,0.0
STAG3L2,4.093999999999999,3.542,3.884,3.888
MYH6,0.0,0.0,0.0,0.0
AC090692.3,0.0,0.0,0.0,0.0
Z84478.1,0.0,0.0,0.0,0.0
AC073636.1,0.0,0.0,0.0,0.0
AC024337.2,0.0,0.08,0.025,0.024
FNTA,4.548,5.065,5.255,4.893
AP001542.1,0.0,0.0,0.0,0.0
C2orf27AP3,0.0,0.0,0.0,0.0
RPS24P18,0.0,0.0,0.0,0.0
ZNF717,0.306,0.379,0.293,0.327
DGCR10,0.0,0.0,0.0,0.0
METRNL,2.303,2.766,2.194,2.5980000000000003
AL513190.1,0.0,0.0,0.096,0.0
AC241952.1,0.48,0.48700000000000004,0.541,0.425
FH,30.656999999999996,29.044,29.342,29.997
PSTPIP2,0.746,0.757,0.73,0.895
RNY1P14,0.0,0.0,0.0,0.0
AC093392.1,0.0,0.0,0.0,0.0
RNU6-969P,0.0,0.0,0.0,0.0
IL37,0.057999999999999996,0.08800000000000001,0.083,0.157
AF238378.1,0.0,0.0,0.0,0.0
AC092067.1,0.0,0.0,0.0,0.0
AC244090.2,0.0,0.0,0.0,0.0
SNORA73B,8.609,6.914,8.577,8.713
PSMB8,7.602,7.1610000000000005,7.39,7.627999999999999
ZNF599,1.55,1.6159999999999999,1.729,1.724
ITM2BP1,0.0,0.0,0.0,0.0
KMO,0.0,0.0,0.0,0.0
HBG2,0.0,0.0,0.0,0.0
SNX19P2,0.016,0.025,0.024,0.022000000000000002
ELK1,20.316,18.898,19.629,19.045
GRK3,3.387,3.392,3.4560000000000004,3.577
NFXL1,12.604000000000001,12.852,12.194,12.700999999999999
OSTCP4,0.326,0.0,0.156,0.147
RAD51C,8.185,8.014,7.982,8.495
CWC25,8.339,8.472999999999999,8.685,8.63
AC068338.3,0.467,0.5329999999999999,0.67,0.157
AC245060.7,2.983,2.8510000000000004,3.332,2.971
AL353600.1,0.0,0.0,0.0,0.0
ZNF573,2.369,2.122,2.314,2.19
AC090589.1,0.674,0.0,0.773,0.727
RN7SKP11,0.34,0.259,0.488,0.115
AC007608.1,0.0,0.0,0.0,0.0
AC242842.3,0.11199999999999999,0.129,0.141,0.14400000000000002
MON1B,10.468,10.335999999999999,10.672,10.285
IL31RA,6.426,6.736000000000001,6.702000000000001,6.315
ZDHHC2,6.252000000000001,6.074,5.961,5.942
LINC01564,0.0,0.0,0.0,0.0
SFXN1,14.575999999999999,14.122,14.23,13.847000000000001
OR7E19P,0.0,0.0,0.0,0.0
AC073569.1,0.0,0.0,0.0,0.0
AL359643.2,0.879,0.9640000000000001,0.8340000000000001,0.875
AC025287.2,1.022,1.0,0.943,0.7879999999999999
NPY4R2,0.0,0.0,0.0,0.0
AC008121.2,0.0,0.0,0.0,0.0
OTP,0.033,0.05,0.079,0.044000000000000004
RNU5A-8P,0.0,0.0,0.0,0.0
SCDP1,1.399,1.923,1.942,1.6440000000000001
GRK5,4.081,4.173,3.8789999999999996,4.265
AC099730.1,0.0,0.0,0.0,0.0
BLOC1S3,7.42,6.335,7.574,7.827999999999999
AC022596.2,0.0,0.0,0.0,0.0
AL161781.2,0.0,0.0,0.0,0.0
MZF1,1.422,1.3869999999999998,1.423,1.771
GPR35,0.086,0.066,0.048,0.039
AL356776.1,0.109,0.0,0.0,0.0
RPSAP62,0.0,0.0,0.0,0.0
ZDHHC15,1.023,0.991,1.2309999999999999,1.1
AC096920.1,0.0,0.0,0.0,0.0
LINC01932,0.17,0.518,0.122,0.23
RN7SL583P,0.0,0.0,0.0,0.0
TUBB,674.9689999999999,660.8789999999999,689.7869999999999,680.061
AC100827.3,0.147,0.155,0.22699999999999998,0.107
NKX2-4,9.572000000000001,9.995,10.630999999999998,8.447000000000001
CEP112,1.146,1.245,1.081,1.008
AP000721.2,0.083,0.084,0.0,0.0
NDN,2.678,2.576,2.755,2.557
RCC1,78.331,74.372,75.128,74.714
VSIG10L,1.475,1.339,1.893,1.3969999999999998
DRAP1,260.70599999999996,266.819,260.202,246.548
AC130415.1,0.0,0.0,0.0,0.0
RN7SL65P,0.0,0.0,0.0,0.0
PLCB4,15.279000000000002,14.945,16.148,15.714
CDKN2B-AS1,0.52,0.536,0.34299999999999997,0.49
ZNF24,14.331,15.186,15.073,15.415999999999999
AL096817.1,0.0,0.0,0.079,0.0
STAP1,0.0,0.0,0.0,0.0
HMMR,31.304000000000002,32.645,31.826,32.783
AC073046.1,5.191,5.615,3.32,4.136
NPRL3,7.292999999999999,6.729,7.275,7.909
AC121338.1,0.0,0.057999999999999996,0.0,0.0
LMO7DN,0.042,0.0,0.06,0.0
AL354920.1,3.4419999999999997,2.4219999999999997,2.592,3.425
HSD17B1,0.517,0.512,0.594,0.675
TMED3,4.317,4.382,3.98,4.378
AC027514.2,0.0,0.0,0.0,0.0
TAF1D,12.628,13.314,14.16,13.706
MTND4P30,0.0,0.0,0.0,0.0
GNA11,18.730999999999998,19.88,18.63,18.655
ATP5MC2P3,0.0,0.0,0.0,0.0
SEMG2,0.0,0.0,0.0,0.0
SNORA3A,2.815,1.999,2.154,1.5190000000000001
DKC1,71.73899999999999,71.368,70.613,72.111
AL512605.1,0.0,0.059000000000000004,0.0,0.0
HGF,0.0,0.0,0.0,0.0
TEPP,0.0,0.0,0.023,0.0
ALDH16A1,4.8580000000000005,4.724,4.697,4.748
SLC13A3,3.573,3.053,3.196,3.235
MED19,6.862,6.922000000000001,6.898,7.681
KIF25,0.036000000000000004,0.069,0.052000000000000005,0.07400000000000001
NPM1P42,0.0,0.0,0.0,0.0
TAF5L,4.352,4.631,4.4319999999999995,4.497
AC011591.1,0.094,0.0,0.0,0.0
RNF115,4.581,4.833,4.481,4.709
AC044784.2,0.0,0.0,0.0,0.0
AC003102.1,0.121,0.14800000000000002,0.07,0.131
AC133528.1,0.0,0.0,0.087,0.0
MIR718,0.0,0.0,0.0,0.0
SMDT1,7.327999999999999,7.72,7.52,7.188
AC092265.1,0.0,0.0,0.0,0.0
RDH11,20.906,21.131999999999998,20.279,20.104
PACRG-AS1,0.0,0.0,0.0,0.0
HIST1H4L,0.0,0.0,0.0,0.0
AC015853.2,0.0,0.0,0.142,0.134
AL662797.1,0.757,0.768,0.45299999999999996,0.6809999999999999
RNU6-927P,0.0,0.0,0.0,0.0
NDUFA5P4,0.0,0.0,0.0,0.0
LHB,0.31,0.295,0.555,0.209
RNU6-735P,0.0,0.0,0.0,0.0
DOC2GP,0.09300000000000001,0.094,0.133,0.23
AC055764.2,0.0,0.111,0.0,0.0
PA2G4P6,3.5869999999999997,5.086,3.859,4.125
OPTC,0.0,0.0,0.0,0.0
FBXL7,0.841,0.884,0.963,0.987
LARS,41.074,41.018,40.598,42.946999999999996
EIF4A1P13,0.0,0.0,0.0,0.0
LINC01488,0.0,0.0,0.0,0.0
ISPD,0.314,0.39799999999999996,0.40700000000000003,0.414
RPS15AP18,0.0,0.0,0.0,0.168
AL591518.1,0.0,0.0,0.0,0.0
RNU6-1077P,0.0,0.0,0.0,0.0
LINC02532,0.006999999999999999,0.0,0.0,0.0
ANP32BP3,0.069,0.0,0.0,0.0
KIF3AP1,0.0,0.0,0.0,0.0
ZBTB8OS,8.953,9.083,8.682,8.073
AC005005.4,0.0,0.0,0.0,0.0
ST13P14,0.0,0.0,0.0,0.0
TUBB2A,17.081,17.923,16.375999999999998,16.025
NEURL3,0.17600000000000002,0.149,0.225,0.106
AC008735.5,0.0,0.0,0.0,0.0
LINC02525,0.0,0.049,0.0,0.0
AC012254.5,0.0,0.0,0.0,0.0
EPHA6,0.0,0.0,0.0,0.0
AC100863.1,0.0,0.0,0.0,0.0
CHRM3-AS1,0.0,0.0,0.0,0.0
SNRPGP10,5.421,5.609,4.977,5.267
AC007938.3,1.0959999999999999,1.192,1.46,0.21100000000000002
PRKAB2,3.932,3.807,3.628,3.4
RPS18P13,0.0,0.0,0.0,0.0
AC067956.1,0.0,0.0,0.0,0.0
MEST,6.35,6.178999999999999,6.336,6.386
CHMP1B-AS1,0.08800000000000001,0.6709999999999999,0.127,0.35700000000000004
TIMM23B,2.11,2.161,1.905,1.857
OR7C1,0.0,0.0,0.0,0.0
AC073508.3,0.86,0.785,0.5920000000000001,0.742
RF00066,0.0,0.0,0.0,0.0
AC026367.2,0.0,0.0,0.0,0.0
SMC1A,36.52,36.503,36.153,35.444
AC012038.2,0.0,0.0,0.273,0.0
SFTA3,0.022000000000000002,0.0,0.0,0.028999999999999998
RIMKLBP1,0.293,0.51,0.361,0.33899999999999997
NAGK,3.2569999999999997,3.2960000000000003,3.343,3.574
RF00017,0.0,0.0,0.0,0.0
AL356512.1,0.309,0.64,0.402,0.45399999999999996
AL512303.1,0.262,0.16,0.151,0.0
RAB3GAP1,18.811,19.822,18.561,19.048
GLYCTK,2.6260000000000003,2.516,2.832,2.705
AC004134.1,0.0,0.0,0.0,0.0
AC015911.3,0.0,0.0,0.0,0.0
RCC1L,47.553999999999995,43.86,46.504,47.021
P2RX4,0.885,0.8740000000000001,0.7290000000000001,0.912
LINC02606,0.16699999999999998,0.113,0.08,0.025
AP001208.1,0.0,0.0,0.0,0.0
AL162385.1,0.0,0.0,0.0,0.0
AC007848.2,0.0,0.0,0.0,0.0
MFAP2,5.289,4.762,5.186,5.736000000000001
CLDN3,1.5319999999999998,1.399,1.5930000000000002,1.24
AC023669.1,0.0,0.0,0.0,0.0
PKNOX1,3.739,3.741,3.637,4.0169999999999995
IVNS1ABP,6.147,5.997000000000001,6.7379999999999995,6.797999999999999
AL355315.1,3.392,3.495,3.427,3.3310000000000004
GUSBP11,1.719,1.516,1.5590000000000002,1.774
LINC00239,0.0,0.11599999999999999,0.0,0.10300000000000001
LINC00663,0.259,0.20600000000000002,0.34700000000000003,0.13699999999999998
RBM44,0.34299999999999997,0.43,0.515,0.43
RF00004,0.0,0.0,0.0,0.0
CFL1P7,0.0,0.0,0.0,0.0
AC087854.1,0.0,0.0,0.33799999999999997,0.159
AL031587.5,6.332999999999999,6.8660000000000005,5.678,6.48
AL355073.2,0.0,0.0,0.0,0.0
SNORA30B,0.0,0.0,0.0,0.0
VPS29,21.772,21.999000000000002,21.644000000000002,23.291
ZNF771,3.8339999999999996,3.319,3.352,3.3989999999999996
RPL13AP2,0.092,0.14,0.0,0.0
SIAE,1.169,0.9490000000000001,1.006,1.084
C14orf178,0.139,0.21100000000000002,0.099,0.281
AC003666.1,0.0,0.0,0.0,0.0
IGLC1,0.0,0.0,0.0,0.0
AC027237.2,0.0,0.0,0.0,0.337
IGLV1-50,0.0,0.183,0.17300000000000001,0.0
AP001542.3,0.0,0.0,0.0,0.0
MIR4741,2.71,3.7119999999999997,1.944,1.463
MTND1P5,0.0,0.0,0.0,0.0
IRF2,4.1,4.619,4.605,4.246
EYA2,0.0,0.0,0.0,0.0
SPDEF,0.0,0.0,0.0,0.034
ACTG1P23,0.045,0.0,0.0,0.0
HSP90AA6P,13.440999999999999,15.492,14.113,15.667
PWWP2B,3.262,3.085,2.8560000000000003,2.5869999999999997
RCBTB2,1.541,1.78,1.54,1.449
WNT5A-AS1,0.0,0.0,0.0,0.0
DNAJC27-AS1,0.069,0.131,0.124,0.08199999999999999
AC097381.3,0.0,0.0,0.0,0.0
PLCH1,0.843,0.838,0.907,0.78
AC133552.3,0.0,0.04,0.0,0.0
AC034206.1,0.0,0.0,0.0,0.0
CHRNG,0.0,0.0,0.0,0.0
TRBV1,0.0,0.0,0.0,0.0
TRPC7-AS1,0.0,0.161,0.304,0.0
LINC01165,0.0,0.0,0.043,0.0
AF130359.1,0.0,0.0,0.0,0.0
AC098657.1,0.0,0.0,0.0,0.057999999999999996
ARV1,4.087,3.773,4.15,3.9960000000000004
RNA5SP498,0.0,0.0,0.0,0.0
PALMD,0.0,0.0,0.0,0.0
PRSS30P,0.0,0.0,0.0,0.0
RNU6-914P,3.3569999999999998,2.7239999999999998,3.21,2.416
AC010642.1,0.0,0.0,0.0,0.0
MIR503HG,0.727,0.973,0.9179999999999999,0.745
AL513320.1,0.078,0.0,0.225,0.212
MRPL45P1,0.0,0.0,0.0,0.0
LINC02526,0.0,0.0,0.0,0.0
AL450344.1,0.0,0.0,0.0,0.0
ZNF586,1.548,1.39,1.419,1.3330000000000002
AC129502.1,0.028999999999999998,0.09,0.0,0.02
AC009113.2,0.0,0.0,0.0,0.0
PTENP1-AS,0.22399999999999998,0.425,0.2,0.226
PIK3R2,11.834000000000001,12.237,12.132,11.544
ENO3,2.4330000000000003,2.733,2.952,2.209
RF00019,0.0,0.0,0.7290000000000001,0.0
RF00019,0.0,0.0,0.0,0.0
AC022498.1,0.0,0.0,0.0,0.0
B3GNT6,0.0,0.0,0.0,0.0
SLC5A10,0.015,0.0,0.0,0.0
HOXC6,9.465,9.339,8.413,8.526
MBOAT7,10.694,10.002,11.48,10.698
AP001033.1,2.827,2.549,2.403,1.695
TCEAL7,0.0,0.0,0.061,0.0
AC092723.5,0.0,0.0,0.0,0.0
C17orf49,9.697000000000001,10.066,9.228,9.552999999999999
AC113414.1,0.024,0.009000000000000001,0.017,0.024
RAP2A,4.408,5.255,4.5680000000000005,4.718
PEX10,6.67,7.681,7.943,6.915
VCAM1,0.0,0.0,0.0,0.0
RN7SKP296,0.0,0.0,0.0,0.0
AC100826.1,0.0,0.0,0.0,0.0
AC122713.2,0.0,0.0,0.0,0.0
E2F6,6.994,6.8629999999999995,6.006,6.815
MIR5006,0.887,0.337,0.318,0.0
HYI,7.888,8.887,8.429,9.418
PON1,0.0,0.0,0.0,0.0
DIS3L2,1.909,2.053,2.253,2.102
ANKRD16,2.926,1.868,2.276,2.044
AC021755.2,0.0,0.0,0.081,0.0
PTPRZ1,0.741,0.9079999999999999,0.987,0.948
CALD1,11.954,12.985999999999999,11.888,12.854000000000001
ELOCP22,0.0,0.0,0.0,0.0
KRT31,0.0,0.0,0.0,0.0
C1QBP,252.605,251.25,253.518,248.769
C17orf64,0.04,0.0,0.057999999999999996,0.054000000000000006
LINC00221,0.0,0.0,0.0,0.0
CHSY1,6.224,6.602,5.409,6.227
AL160153.1,0.171,0.0,0.163,0.0
MTCO1P19,0.0,0.0,0.0,0.0
AIMP1P1,0.0,0.0,0.0,0.0
ARF4P4,0.0,0.0,0.0,0.0
AC005838.2,0.0,0.23399999999999999,0.0,0.0
ZNF891,1.023,1.023,0.9470000000000001,0.95
POTEG,0.0,0.0,0.0,0.0
AC092809.2,0.0,0.0,0.0,0.0
ZMYND11,21.171999999999997,21.669,21.974,21.799
RPL31P40,0.0,0.0,0.0,0.0
ARL4A,4.736000000000001,3.52,4.061,4.022
HMGB1P39,0.055,0.0,0.0,0.075
AC099673.1,0.0,0.0,0.0,0.0
AC069154.1,0.0,0.0,0.0,0.0
AC005280.2,0.035,0.0,0.025,0.0
RSAD1,12.323,11.413,11.927,13.399000000000001
HIST2H3D,0.0,0.0,0.0,0.0
SYCP3,0.0,0.0,0.0,0.017
HNRNPAB,311.758,306.418,312.53700000000003,307.158
AC104653.2,0.059000000000000004,0.0,0.0,0.0
AC011225.1,0.0,0.0,0.0,0.0
AC006042.1,0.0,0.0,0.0,0.0
ZWILCH,15.427999999999999,16.222,16.88,16.719
NUDT16L1,12.22,12.565,12.15,10.472999999999999
MAP7D1,80.09899999999999,80.788,79.523,75.737
XRCC6P1,0.027000000000000003,0.12300000000000001,0.11599999999999999,0.036000000000000004
AC244517.7,0.0,0.187,0.0,0.0
ZNF180,6.732,7.962000000000001,6.556,7.24
AC123904.3,0.0,0.0,0.0,0.0
DPEP1,0.018000000000000002,0.0,0.051,0.0
AL583722.3,0.135,0.0,0.0,0.0
AP000662.1,0.03,0.023,0.0,0.02
AC020915.2,0.71,1.08,0.127,0.239
AC002066.1,0.825,0.7340000000000001,1.0959999999999999,0.95
CNP,8.338,8.192,8.544,8.925
ZNF584,5.314,4.953,5.318,4.231
CD160,0.012,0.019,0.0,0.0
AC122688.1,0.0,0.0,0.0,0.295
CD53,0.0,0.0,0.0,0.0
JPH4,0.0,0.0,0.013000000000000001,0.0
AL137186.2,0.0,0.019,0.0,0.0
FBXO41,2.7889999999999997,2.4930000000000003,2.892,2.49
ZFAND2A,8.192,8.397,7.671,6.5520000000000005
IGLVIVOR22-1,0.0,0.0,0.0,0.0
AC005336.2,0.312,0.474,0.373,0.701
ZNF460,0.46299999999999997,0.48200000000000004,0.45399999999999996,0.46
LGALS8,0.005,0.0,0.013999999999999999,0.02
LINC02172,0.022000000000000002,0.0,0.0,0.0
ZNF181,1.946,1.712,1.86,1.7180000000000002
AL359397.1,0.292,0.14800000000000002,0.5589999999999999,0.39399999999999996
RF00019,0.0,0.0,0.0,0.0
BZW1,23.285999999999998,22.68,21.823,23.255
SSH1,12.780999999999999,12.7,12.493,12.610999999999999
AC004053.1,0.0,0.0,0.0,0.0
AC007347.2,0.0,0.0,0.0,0.0
AC083899.2,0.0,0.054000000000000006,0.0,0.0
MTCYBP27,0.0,0.0,0.0,0.0
AC123912.5,0.42700000000000005,0.649,0.204,0.192
RPL31P11,0.0,0.0,0.045,0.085
FAM238B,0.0,0.0,0.0,0.0
KRTCAP3,0.191,0.317,0.449,0.39899999999999997
TVP23B,3.4389999999999996,3.088,2.8989999999999996,2.8760000000000003
RHOXF1P1,0.09,0.0,0.0,0.0
TMEM121B,0.096,0.059000000000000004,0.069,0.091
ZNRF3-AS1,0.0,0.0,0.032,0.0
RPS5,128.637,126.00200000000001,127.94200000000001,125.441
AC106900.1,0.308,0.23399999999999999,0.221,0.415
AP005482.2,0.0,0.0,0.0,0.0
RNU6-625P,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
ETHE1,17.52,17.883,18.090999999999998,18.342
TMBIM6,117.60600000000001,118.55799999999999,118.37899999999999,118.14
AC024267.3,0.0,0.0,0.0,0.0
AL031847.2,17.403,19.875,16.837,18.121
AP002851.1,0.41200000000000003,0.523,0.92,0.402
GLIS1,0.047,0.024,0.022000000000000002,0.021
AC036108.3,0.036000000000000004,0.166,0.078,0.049
TFF3,0.0,0.0,0.0,0.0
AC092042.4,0.0,0.0,0.0,0.0
AL158042.1,0.0,0.0,0.0,0.0
LBR,11.405999999999999,11.700999999999999,11.865,11.38
AC009275.1,0.0,0.062,0.0,0.0
RN7SL2,125.70700000000001,153.674,143.244,133.97
AC015922.2,0.0,0.0,0.0,0.0
DUX4L27,0.0,0.0,0.0,0.0
LINC02148,0.12,0.0,0.057,0.0
AC092620.1,3.551,3.073,4.062,3.633
AL031670.1,0.146,0.33299999999999996,0.105,0.19699999999999998
LINC01234,5.473,5.712000000000001,5.212999999999999,5.931
AC073325.2,1.534,1.401,1.321,2.484
SNORA31,2.815,3.997,2.9610000000000003,1.266
REL,1.1909999999999998,1.48,1.2890000000000001,1.137
GPR17,0.0,0.0,0.0,0.0
DLX3,0.0,0.0,0.026000000000000002,0.0
AC007679.1,0.062,0.0,0.0,0.0
SYNE1-AS1,0.08800000000000001,0.268,0.127,0.11900000000000001
SECISBP2L,6.162000000000001,5.778,5.847,5.906000000000001
AC024257.5,0.0,0.0,0.0,0.0
RPS6KA2-IT1,0.0,0.0,0.0,0.0
AL008725.1,0.0,0.0,0.0,0.019
CR383656.4,0.0,0.0,0.0,0.0
GAPDHP66,0.0,0.077,0.0,0.0
CASC3,11.247,10.259,10.59,10.814
AC012435.2,0.135,0.925,0.5820000000000001,0.182
LINC02198,0.0,0.0,0.0,0.0
DTX2,4.4510000000000005,4.402,3.5260000000000002,4.165
AC002472.2,0.8490000000000001,0.336,0.6940000000000001,0.7440000000000001
RPS2P6,0.0,0.083,0.0,0.0
RPL12P21,0.0,0.0,0.135,0.0
AC017116.2,0.23800000000000002,0.349,0.257,0.268
AL355385.1,0.0,0.182,0.0,0.0
AC010478.1,0.0,0.0,0.0,0.0
AL132819.1,0.0,0.0,0.0,0.0
AC019349.1,0.0,0.0,0.0,0.0
TECPR1,5.247000000000001,4.848,5.836,5.599
AL022341.2,0.207,0.105,0.29600000000000004,0.139
AC141424.1,0.0,0.0,0.0,0.0
ANKRD20A2,0.012,0.038,0.0,0.0
MIR5047,40.493,37.119,41.643,39.5
ADCY3,13.997,13.284,14.025,13.193
AL355338.1,4.809,3.984,4.753,3.822
ABCC5-AS1,0.0,0.0,0.0,0.0
FAM209B,0.0,0.0,0.0,0.0
RNF182,1.25,1.196,0.888,1.06
LRRC29,0.626,0.5820000000000001,0.474,0.586
TOX4,8.786,8.731,8.015,8.82
BIRC2,30.895,29.191,29.528000000000002,28.842
AL358075.2,0.72,0.0,0.0,0.38799999999999996
GRPEL2P2,0.073,0.111,0.0,0.295
AC074134.1,0.22,0.134,0.0,0.11900000000000001
KCNAB3,0.607,0.624,1.212,0.503
AC069410.1,0.0,0.0,0.0,0.0
AC096996.2,0.0,0.0,0.0,0.0
FRAT2,1.83,1.979,1.739,2.112
SLC44A3-AS1,0.01,0.028999999999999998,0.034,0.013000000000000001
GPR20,0.0,0.0,0.0,0.0
HMGN3P1,0.253,0.0,0.0,0.341
ZNF320,1.155,1.203,1.038,1.315
FAM107A,0.0,0.0,0.0,0.012
AC073544.1,0.0,0.0,0.0,0.0
TWIST2,1.984,1.5490000000000002,1.423,2.184
C3orf56,0.0,0.0,0.0,0.0
RN7SL531P,0.0,0.0,0.0,0.0
WSCD2,0.0,0.0,0.0,0.0
HIST1H4K,0.313,0.0,0.22399999999999998,0.21100000000000002
MTND3P23,0.0,0.0,0.0,0.0
AL031119.1,0.0,0.0,0.037000000000000005,0.0
HS3ST3B1,2.372,2.5860000000000003,2.373,2.5989999999999998
FAM225A,0.48,0.475,0.39,0.486
AL589674.1,10.423,8.591000000000001,9.969,14.651
AC012355.1,0.0,0.0,0.0,0.0
PSMD6-AS1,0.0,0.337,0.079,0.373
MRTO4,82.304,80.686,82.448,81.77600000000001
SESN1,2.7439999999999998,2.885,2.6510000000000002,2.61
FAM180B,0.0,0.0,0.0,0.0
PA2G4,173.929,179.209,171.101,169.93400000000003
LINC01771,0.258,0.262,0.12300000000000001,0.0
YWHAH,64.063,64.214,67.794,62.818999999999996
AC097460.2,0.0,0.0,0.0,0.0
RPL21P109,0.0,0.0,0.0,0.0
ACTL7B,0.0,0.0,0.0,0.0
ACP4,0.0,0.0,0.0,0.0
HPSE,1.155,1.077,1.389,1.475
P2RY6,0.012,0.019,0.018000000000000002,0.017
AL627443.1,0.0,0.0,0.0,0.0
AC012645.4,0.046,0.0,0.0,0.0
CCNJ,4.105,4.5280000000000005,4.336,4.46
RNU6-235P,0.0,0.0,0.0,0.0
LYL1,0.985,0.7140000000000001,0.9420000000000001,0.633
VN1R69P,0.0,0.0,0.0,0.0
RN7SL832P,0.667,0.9940000000000001,0.598,0.581
